File,ground_truth,wav2vec2,IC,Ourmodel
02000570001_chunk_242.wav,आप तो इस धरती को कंसीडर कर लीजियए बस क्या,आप तो इस धरती को कंसीडर कर लीजिए बस क्या,आप तो धरती को स्प्रंसीडर कर लीजिए बस क्या,आप तो इस धरती को कंसीडर कर लीजिए बस क्या
02000570001_chunk_257.wav,बाहर से कहीं से खरीद कर के ला सकते तो वो करो,बाहर से कही से खरीद कर किला सकते तो वो करो,बाहर से कहीं से खरीद कर के ला सकते हो तो वो करो,बाहर से कहीं से खरीद करके ला सकते तो वो करो
02000570001_chunk_259.wav,तो आप कहानी आज कलेक चल रहिे जवामृत की जीवामृत की सेंपिल कहानी बतातो फिर एक बार आप सुन लीजिए,तो आप कहानी आज कले चल रही है जीवामृत की जीवामरत की सैंपिल कहानी बताताओं फिर एक बार आप सुन लीजिए,तो आप कहानी आज कल एक चल रही है जीवा मम्रत की जीवा मम्रत की सिं्पल कहानी बताता हूँ फिर एक बार आप फ़ोन लीजिए,तो आप कहानी आजकल एक चल रही है जीवामृत की जीवामृत की सिंपिल कहानही बताता हूँ फिर एक बार आप सुन लीजिए
02000570001_chunk_277.wav,तो फिर उनका कारोबार चलेगा रासायनिक उर्वक डालिए मिट्टी की जांच कराइए फिर जमीन में इम बैलेंस सोलहपोषक त्तों के बीच में इम बैलेंस क्रिएट होंगे,तो फिर उनका कारोबार चलेगा रासायनिक उरबर डालिए मिट्टी की जांच कराइए फिर जमीन में इम बैलेंस ोलहपोशक त्वों के बीच में इंबैलेंस क्रिएट होंगे,तो फिर उनका कारोबार चलेगा आप रासायनीिक करबक डालिये मिट्टी की जाँच कराइे फिर जमीन में इमबैलेंस सोलह पोशक तत्व के बीच में इमबैलेंस क्रियिएट होंगे,तो फिर उनका कारोबार चलेगा परासायनिक और बक डालिए मिट्टी की जांच कराइए फिर जमीन में इम बाैलेंस सोलह पोषक तत्वों के बीच में इम बैलेंस क्रिएट होंगे
02000570001_chunk_280.wav,और जो पैसा जेब में कमा के लाए हो,और जो पैसा जेब में कमा के लायए हो,और जो पैसा जेब में कमा केला है हो,और जो पैसा जेब में कमा किलाए हो
02000570001_chunk_294.wav,लेकिन एक दार्शनिक व्यक्ति,लेकिन एक दार्शनिक व्यक्ति,लेकिन एक दार्शनिक व्यक्ति,लेकिन एक दार्शनिक व्यक्ति
02000570001_chunk_303.wav,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति हैखेती एक संस्कृति है खेती संस्कार है खेती दर्सन्नह खेतियाध्यातम ेखेती भगवान की साक्षात पूजा,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति है खेती एक संस्कृति है खेती संस्कार है खेती दर्शनै खेतियाध्यात्म खेती भगवान की साक्षात पूजा,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति है खेती एक संस्कृति है खेती संस्कार है खेती दर्शन है खेती आ अध्याप है खेती भगवान की सक्षात पूजा,जो किसान की खेती है जो किसानी का कारोबार है जो संस्कृति है खेती एक संस्कृति है खेती संस्कार है खेती दर्शन है खेती आध्यात्म खेती भगवान की साक्षात पूजा
02000570001_chunk_305.wav,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार,कि आप मेरी इस बात से सहमत होंगे और विचार करेंगे नमस्कार
02000900001_chunk_143.wav,और छाछ वगैरा स्प्रे करवा देते एक दो,और छाच वगैरा ऐश्वर्ी करवा देते एकदो,और छाछ वगैरह स्प्रे करवा देते हैं एक दो,और छाच वगैरह स्प्रे करवा देते एक दो
02000900001_chunk_191.wav,बाईस हजार से पच्चीस हजार किलो,तले ाईर से चीजार किलो,बाईस हज़ार से पच्चीस हज़ार किलो,बाईस हजार से पच्चीस हजार किलोहै
02000980001_chunk_016.wav,ये जो इकोनॉमिक साइकिल बिठाना है,कतह ये जो इकॉनॉमिक साइकिल बिठानाै,ये जो इकोनॉमिक साइकिल बिठा है,य जो इकनॉमिक साइकल बिठाना है
02000980001_chunk_041.wav,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ़ बढ़े गौशाला की तरफ़ बढ़े या वो ब्रीडिंग की तरफ़ बढ़े तो डॉक्टर साहब पहले,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ बड़े गौशाला की तरफ़ बड़े या वो ब्रीडिंग की तरफ़ बड़े तो डॉटर साहब पहले,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय प काम शुरू करना चाहे वो डेयरी की तरफ़ बढ़े गौशाला की तरफ बढ़े या वो ब्रीडिंग की तरफ बढ़े तो डॉक्टर साहब पहले,और तीसरा मुद्दा रहेगा कि कोई भी नया अगर इस विषय पर काम शुरू करना चाहे वो डेयरी की तरफ बढ़े गौशाला की तरफ बढ़े या वो ब्रीडिंग की तरफ बढ़े डॉ ब पहले
02000210001_chunk_682.wav,और,ाऔर,और,र
02000980001_chunk_050.wav,जीवन पद्धति में ऑडिट बोल तो सिर्फ सीए का ऑडिट,य जीवनपद्धति में ऑडिट बोलता सिर्फ सीए कार्डी,जीवन पद्धति मेंं ऑडिट बोलता सिर्फ़ सी एक ऑडिट,जीवन पद्धति में ऑडिट बोलता सिर्फ सीएक ऑर्डिट
02000980001_chunk_053.wav,कॉर्पोरेट सेक्टर में हर मंथली भी होता है,कॉरपोरेट सेक्टर में हर मंत्ली भी होता है,कॉर्पोरेट सेक्टर में हर मंथली भी होता है,कॉरपोरेट सेक्टर में हर मंत्री भी होता है
02000980001_chunk_072.wav,दस लीटर दूध अगर रोज का है,दस लीटर दूध आकर रोज का है,दस पलीीटर दूध अगर रौच का है,दस लीटर दूध अगर रोज का है
02000980001_chunk_128.wav,मेरा जो प्रॉजेक्ट रिपोर्ट रहता है,या मेरा जो प्रॉजेट रिपोर्ट रता है,मेरा जो प्रॉजेट रिपर्टरता है,मेरा जो प्रोसेट रिपोर्ट रहता है
02000980001_chunk_129.wav,वो पांच बार बदलता है,वो पाँच बार बदलता है,वो पाँच बार बदलता है,वो पाँच बार बदलता है
02000980001_chunk_169.wav,तो मैं उनकाे पूछता हूं मैं जब नाइंटीफोर मैं वेटरनरी सीख रहा था गाइनकोलॉजी तब उस टाइम,ै तो मैं उनका पूछताहूं मै जब नाइंटीफोर में वेटरनरी शीखर आता गाइनोकॉलॉजी तब उस टाइम,तो मैं उनका पूछता हूँ मैं जब नाइनटी फोर में विटरनरी सीख रहा था गायन कॉलाॉजी सब उस टाइम,तो मैं उनका पूछता हूँ मैं जब नाइनी फोर में वेटर में सीख रहा ता गाइनेकॉलॉजी तब उस टाइम
02000980001_chunk_180.wav,आप,ै आप,आप,आप
02000980001_chunk_224.wav,मेहनत लगती पेशेंस लगता है इनवेस्टमेंट लगता है,मेहनत लगती पैशंस लगता इन्वेस्टमेंट लगताहै,मेहनत लगती पेशें्स लगता है इन्वेस्टमेंट लगता है,मेहनत लगती पेशंस लगता इन्वेस्टमेंट लगता है
02000980001_chunk_250.wav,बहुत जरूरी बात है,बहुत ज़रूरी बातें,बहुत ज़रूरी बात है,बहुत जरूरी बात है
02001410001_chunk_071.wav,जिसका हम बोल सकते हैं कि ड्राय इनवायरमेंट में ही ज्यादा वो फ्लावर ओपनिंग होता है,ेहैं जिसका हम बोल सकते हैं कि ड्राई इनवायरमेंट में ही ज्यादा वो फ्लावर ओपनिगहो,जिसका हम बोल सकते हैं कि ड्राई इनवायरमेंट में ही ज़्यादा वो फ्लावर पनि कर है,जिसका हम बोल सकते हैं कि ड्राई इन्वार्मेंट में ही ज्यादा वो फ्लाबर ोपन है
02001410001_chunk_134.wav,फ्रूटिंग है उसकी फ्लावरिंग स्टेज है,रूटिंग ै उसकी फ्लावरिंग स्टेज हआग,फ्रूटिंग है उसकी फ्लावरिंग स्टेज है,उसकी फ्लावरिंग स्टे जा है
02001410001_chunk_202.wav,हुआ था के बीटी के ऊपर खुद का एक,हुआ था के बीटी के ऊपर खुद का एक,हुआ था के बीटी के ऊपर खुद का एक,के बीटी के ऊपर खुद का है
02001410001_chunk_275.wav,ज़रूरी है इसमे क्योंकि वॉटर मैनेजमेंट ऐसा है कि अगर शुरुआत में आपने वाटर मैनेजमेंट में थोड़ा सा भी गलत काम,जरूरी है मेक्योंकि वॉटर मैनेजमेंट ऐसा हैकेकर शुरुआत में अपनी वॉटर मनेजमेंट में थोड़ा सा भी गलत काम का,ज़रूरी है इसमें क्योंकि वॉटर मैनेजमेंट ऐसा है कि अगर शुरुआत में आपने वॉटर मैनेजमेंट में थोड़ा सा भी गलत काम,इसमेंक्योंकि वाटर मैनेजमेंट ऐसा है के अगर शुरूआत में आपने वाटर मैनेजमेंट में थोड़ा सा भी गलत काम है
02001410001_chunk_321.wav,होता है प्लांट की इम्यूनिटी भी दोनों कॉम्पोनेंट से ही,होता यै प्लांट की इम्यूनिटी भी दोनों कॉम्पोनेंट से ही,होता है प्लांट की म्यनू टी वी दोनों कम्पोनेन् से ही,प्लांट की म्यूनिटी भी दोनों कॉम्पोनेंट से है
02001410001_chunk_323.wav,हाँ मई इसमें पॉंट आपका एड,हमै ए किसमें पवॉइंट आपका एडा,हाँ मैं किस्म पॉइंट आपका एड,हमैकइसमें पॉइंट आपका ै
02001410001_chunk_371.wav,पड़ता है और आप जहां तीन सपरे आपके सकिंग बेस्ट के होने या थ्रिप्स का,पड़ता है और आप जहाँ तीन सपरे आपके सकिंग पेस्ट के होने या थ्रिप्स का,पड़ता है और आप जहाँ तीन सप्रे आपके सेकिंड बेस्ट के होने या थ्रिप्स का,और आप जहां तीन सपरे आपके सकिंग पेस्ट के होने या थ्रिप्स का है
02001410001_chunk_490.wav,इसका पानी की मात्रा बढ़ने से इसके साथ यह छिपक गया इसको हवा से ये,इसका पानी की मात्रा बढ़ने से इसके साथ यह चिपक गया इसको हवा से ये,इसका पानी की मात्रा बढ़ने से इसके साथ ये चिपक गया इसको हवा से ये,इसका पानी की मात्रा बढ़ने से इसके साथ ये चिपक गया इसको हवा सेये
02001410001_chunk_515.wav,स्टॉक है इतना हमको चाहिए तो जो रिच,स्टॉक है इतना हमको चाहिए तो जो ऋिच,स्टॉक है इतना हमको चाहिए तो जो रिच,इतना हमको चाहिए तो जो रै
02001410001_chunk_575.wav,लेबर है जो चुगाई करने वाला,लेबर है जो चुकाही करने वाला ब,लेबर है जो चुका ही करने वाला,जो छुगाई करने वाला है
02001560001_chunk_021.wav,फ़ैमिली में आपका पोटाटो बेलोंग करता है,फैमिली से आपका प्रोटेटो बलॉनग करता है,फ़ैमिली से आपका पोटेटो बिलॉन्ग करता है,फेमिली आपका पोटैटो बलॉन करता है
02001560001_chunk_038.wav,कहते हैं ये हो या और भी जिसे हमारी त्वचा रूखी सूखी बनी,कजते हैं ये हो या और भी जैसे हमारी तचा रोखी सूखी बनी है,कहते हैं ये हो या और भी जैसे हमारी चचा रूखी सूखी बनी,ये हो या और भी जैसे हमारी तचा रू की सूखी बनी है
02001620001_chunk_006.wav,और कौरव पांडव की सेनाये आमने सामने हैं,और कौरव पांडव की सेनाएं आमने सामने हैं,और चौरव पांडव की सेनाएँ आमने सामने हैं,और कौरव पांडव की सेनाएं आमने सामने हैं
02001620001_chunk_008.wav,और युद्ध के आगा आगाज के बाद,और युद्ध के आगाज़ के बाद,और युद्ध के आगाज के बाद,और युद्ध के आगाज के बाद
02001620001_chunk_020.wav,और ये धर्मयुद्ध तो होके रहेगा,ंऔर ये धर्म युद्ध तो होके रहेगा,और ये धार्म यद्ध तो हो के रहेगा,और ये धर्म युद्ध तो हो के रहेगा
02001620001_chunk_029.wav,इन पर बाड़ चलाईये ये गीता का श्लोक है मैं जो आपको बताने जा रहा हूंकि पृथ्वी पर,ैइन पर बार चलाई ये एक गीता का यस्लोक है मैं जो आपको बताने जा रहा हूं किस पृथ्वी पर,इन पर बार चलाइए ये गीता का श्लोक है मैं जो आपको बताने जा रहा हूँ किस पृथवी पर,इन पर बाढ चलाई ये गीता का स्लोक है मैं जो आपको बताने जा रहा हूँ किस पृथ्वी पर
02001620001_chunk_053.wav,इस विषय को ध्यान करिये और उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है,े इस विषय को ध्यान कर लियाऔर उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है,इस विषय को ्यान कर और उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है,इस विषय को ध्यान करिया और उस परमात्मा ने मनुष्य को धरती पर अवतरित इसलिए किया है
02001620001_chunk_056.wav,उस बगिया की देखरेख करता है,उस बघिया की देखरेख करता है,उस बजिया की देखरेख करता है,उस बगिया की देखरेख करता है
02001620001_chunk_061.wav,सामंजस्य को बना करके रखना है,छसामंजस्य को बना करके रखना ै,सामंजस्य को बना करके रखना है,सामंजस्य को बना करके रखना है
02001620001_chunk_075.wav,अपने निजी स्वार्थों की पूर्ति के लिए,अपने निजी स्वार्थों की पूर्ति के लिए,अपने निजी स्वार्थों की पूर्ति के लिए,अपने निजी स्वार्थों की पूर्ति के लिए
02001620001_chunk_076.wav,और वो परमात्मा फिर एक बार,और वो परमात्मा फिर एक बार,और वो परमात्मा फिरे एक बार,और वो परमात्मा फिर एक बार
02001620001_chunk_080.wav,क्या मैं स्वयं,क्या मैं स्वयं,क्या मैं स्वयं,क्या मैं स्वयं
02001620001_chunk_094.wav,जो मुझे होना चाहिए,ए जो मुझे होना चाहिए,जो मुझे होना चाहिए,जो मुझे होना चाहिए
02001620001_chunk_101.wav,नहीं इस संसार में,इ नहींइस संसार में,नहीं इस संसार में,कनहीं इस संसार में
02001620001_chunk_109.wav,विषय का विषय का विषय बनाते चले जा रहे लोग लेकिन धो विषय कर नहीं समझते,विषय का विषय का विषय बनाते चले जा रहे लोलेकिन दो विषय अगर नहीं समझते,विषय का विषय का विषय बनाते चले जा रहे हैं लोग लेकिन दो विषय अगर नहीं समझते,विषय का विषय का विषय बनाते चले जा रहे लोग लेकिन दो विषय अगर नहीं समझते
02001620001_chunk_119.wav,स्कूल कॉलेज विश्विद्यालय,स्कूल कॉलेज विश्विद्यालय,स्कूल कॉलेज विश्विद्यालय,स्कूल कॉलेज विश्वविद्यालय
02001620001_chunk_133.wav,दर्शन मतलब है,दर्शन मतलब है,दर्शन मतना बया है,दर्शन मतलब है
02001620001_chunk_139.wav,वो विषय है,वो विषय है,वो विशय है,वो विषय है
02001620001_chunk_145.wav,जो अवतारी व्यक्ति होता है,जो अतारी व्यक्ति होता है,जो औवतारीी व्यक्ति होता है,जो अतारी व्यक्ति होता है
02001620001_chunk_148.wav,राम चाहते तो आयोध्या के राजा बने रह सकते थे,राम चाहते तो अयोध्या के राजा बने रह सकते थे,राम चाहते तो अयोध्या के राजा बने रह सकते थे,राम चाहेते तो अयोध्या के राजा बने रह सकते थे
02001620001_chunk_181.wav,राजनीति में लड़ाइयां हैं उसी प्रकार,र राजनीति में लड़ाइयां हैं उसी प्रकार,राजनीति में लड़ाइयाँ हैं उसी प्रकार,राजनीति में लड़ाइयां हैं उसी प्रकार
02001620001_chunk_190.wav,मंदिर जाया करो मंदिर मे लोग बुलाते हैं,मंदिर जाया करोमंदिर में लोग बुलाते हैं,मंदिर जाया करो मंदिर में लोग बुलाते हैं,मंदिर जाया करो मंदिर में लोग बुलाते हैं
02001620001_chunk_191.wav,कि मेरे मंदिर में आया करो,हि मेरे मंदिर में आया करो,कि मेरे मंदिर में आया करो,कि मेरे मंदिर में आया करो
02001620001_chunk_197.wav,अगर किसी मंदिर की मान्यता है,अगर किसी मंदिर की मान्यता है,अगर किसी मंदिर की मान्यता है,अगर किसी मंदिर की मान्यता है
02001620001_chunk_203.wav,जीव आखिर क्यों है,न जीव आखिर क्यों है,जीव आखिर क्यों है,जीव आखिर क्यों है
02001620001_chunk_216.wav,भाव के बारे में रामायण में चौपाई है,भाव के बारे में रामायण में चौंपाई है,भाव के बारे में रामायण में चौपाई है,भाव के बारे में रामायण में एक चौपाई है
02001620001_chunk_240.wav,एक ही चीज है,एक ही चीज है,एक ही चीज़ है,एक ही चीज है
02001620001_chunk_252.wav,तो मदिर का मतलब है,तो मंदिर का मदलब है,तो मंदिर का मतलव है,तो मंदिर का मतलब है
02001620001_chunk_274.wav,परीक्षा देकर के पास हो जाता,परीक्षा देकरके पास हो जाता ै,परीक्षा देकर के पास हो जाता,परीक्षा दे करके पास हो जाता है
02001620001_chunk_280.wav,जल चेतन जगत की इकाइयां है,ो जल चैतन जगत की इकाइयाँ हं,जल सेतन जगद की कहाइया है,जल चेतन जगत की इकाइयां है
02001620001_chunk_293.wav,कि मनुष्य के जीवन में दुःख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,कि मनुष्य के जीवन में दुःख निरनतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,कि मनुष्य के जीवन में दुख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियाँ समाप्त होती चली जाएंगी,कि मनुष्य के जीवन में दुख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी
02001810001_chunk_005.wav,उन्होंने तो अपनी धरती माता को,उन्होंने तो अपनी धरती माता को,उन्होंने तो आ अपनी धारती माता को,उन्होंने तो अपनी धरती माता को
02001810001_chunk_042.wav,सेम टू सेम कहानी वहां भी वही है,सेम टू सेम कहानी वहां भी बही है,सेम टू सेम कहानी वँ भी वही है,सेम टू सेम कहानी मां भी भईया
02001810001_chunk_066.wav,और जो आधुनिक कृषि विज्ञान है उसके पास कोनस समाधान है,और जो आधुनिक कृषि विज्ञान है उसके पास कौनसा समाधान ै,और जो आधुनिक कृषि विज्ञान है उसके पास कौन साौ समाधान है,और जो आधुनिक कृषि विज्ञान है उसके पास कौन सा समाधान है
02001810001_chunk_083.wav,लाखों करोड़ रुपये के मूल्य के,न लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के
02001810001_chunk_103.wav,किसी किट को मार पाएं क्या,किसी कीत को मार पाे क्या,किसी कीत को मार पाए क्या,किसी कीत को मार पाए क्या
02001810001_chunk_120.wav,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है
02001810001_chunk_129.wav,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वर्क के चक्कर में,और ये निजी स्वार् के चक्कर में
02001810001_chunk_132.wav,लिए ले रहे है अब आप कल्पना करिए,लिए ले रअब आप कल्पना करिंए,लिए ले रहे हैं अब आप कल पर न करिए,लिए लेयरअब आप कल्पना करिए
02001810001_chunk_182.wav,ब्रह्म कितनी सरल सी कहानी है,ो ब्रह्म कितनी सरल सी कहानी है,ब्रह्म कितनी सरल स कहानी है,ब्रह्म कितनी सरल सी कहानी है
02001810001_chunk_186.wav,समुद्र से पानी भाप होकर के कहा इकट्ठा होता है,समुद्र से पानी वह पुरेट होकर के का इकट्ठा होता है,समुद्र से पानी इवय पूुरेड हो कर के का इकट्ठा होता है,समुद्र से पानी इवह प्रेट होकरके कहां इकट्ठा होता है
02001810001_chunk_209.wav,ये कोई छोटी चीज है,े ये कोई छोटी चीज है,ये कोई छोटी चीज़ है,ये कोई छोटी चीज है
02001810001_chunk_226.wav,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है,वो समाधान सब प्रकृति के पास है जंगल के पास है
02001990001_chunk_019.wav,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर आर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर आर्गेनिक फॉर्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या,दूसरे मॉड्यूल के अंदर हम आपको बताएंगे कि आखिर ऑर्गेनिक एग्रीकल्चर की जब हम बात करते हैं तो आखिर ऑर्गेनिक फार्मिंग है क्या
02001990001_chunk_112.wav,वो रहता है कि जमीन कितनी मजबूत है और हमारा नोवा मॉड्यूल पूरा का पूरा newट्रियंट मैनेजमेंट में रहेगा,वो रहता है कि जमीन कितनी मजबूत है और हमारा नवा मॉड्यूल पूरा का पूरा न्यूट्रियंट मैनेजमेंट पें रहेगा,वो रहता है कि ज़मीन कितनी मजबूत है और हमारा नोवा मॉड्यूल पूरा का पूरा न्यूट्रियन मैनेजमेंट पे रहेगा,वो रहता है कि जमीन कितनी मजबूत है और हमारा नौवा मॉड्यूल पूरा का पूरा न्यूट्रियंट मैनेजमेंट पे रहेगा
02002160001_chunk_030.wav,एक बीगा एक एकड भी नहीं थी मेरे पास,एक बीगा एक एकड विनेति मेरे पास,एक बीगाा एक एक विनेतिी मेरे पास,एक बिगा एक एकड़ विनी ती मेरे पास ै
02002160001_chunk_072.wav,मैं ये कहना चाहूँगा,ज मैं ये कहना चाहूंगा,मैं ये कहना चाहूँगा,मैं ये कहना चाहूंगा
02002160001_chunk_150.wav,वो माता ही किस काम की,वो माता ही किस कारम की,वो माता ही की स् काान की,वो माता ही किस कार की
02002160001_chunk_221.wav,जिसमें,ैं जिसमें,जिसमें,जिसमें
02002270001_chunk_047.wav,ये आपकी कोंकोनट की वैराइटीज है तो यू हैव टू रिमेंम्बर ये आपका कोकोनट का पौधा होता इस तरीके से लगता है,ये आपकी कोंकोनट की वैराइटीज हैं तो यू हैव टू रिमेंबर ये आपका कोंकोनट का पौधा होताह इस तरीके से लगता है,ये आपकी कोकोनट की वैरायटीज़ हैं तो यू है ट रिमें्बरट ये आपका कोकोनट का पौधा होता है इस तरीके से लगता है,ये आपकी कोकोनट की वेराइटीज हैं तो यू हैव टू रिमेंबरट ये आपका कोकोनाट का पौधा होता ह इस तरीके से लगता है
02002270001_chunk_116.wav,इसके बाद आता है एप्पलस्केब ये भी एक बहुत ही बेकार डिजीज होती है जो आपकी एप्पल में देखने को मिलता है,इसके बाद आता है एप्पल स्केब ये भी एक बहुत ही बेकार डिजीज होती है जो आपकी एप्ल में देखने को मिलता है,इसके बाद आता है एप्पल स्केब ये भी एक बहुत ही बेकार डिज़ीज़ होती है जो आपके एप्पल में देखने को मिलता है,इसके बाद आता है एपल स्केब ये भी एक बहुत ही बेकार् डिजीज होती है जो आपकी एपपल में देखने को मिलता है
02002270001_chunk_212.wav,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,इसमें थोड़ासा कम समझ में आया तो आप फिर से जाइयए दो करॉप मैंने पढ़ाई है,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है,इसमें थोड़ा सा कम समझ में आया तो आप फिर से जाइए दो क्रॉप मैंने पढ़ाई है
02002760001_chunk_001.wav,अगर देश का अन्न दाता किसान कर्जदार है,अगर देश का अनदाता किसान कर्जदार है,अगर देश का अन्यदाता किसान कर्ज़दार है,अगर देश का अनदाता किसान कर्जदार है
02002760001_chunk_017.wav,तुमको तीन चीजों की तलाश करनी है,तुमको तीन चीजों की तलाश करनी है,तुमको तीन चीज़ों की तलाश करनी है,तुमको तीन चीजों की तलाश करनी है
02002760001_chunk_052.wav,धर्म का अगर ज्ञान होता,ै धर्म का अगर ज्ञान होता,धर्म का अगर ज्ञान होता,धर्म का अगर ज्ञान होता
02002760001_chunk_104.wav,यही खेती है,यही खेती है,यही खेती है,यही खेती है
02002760001_chunk_110.wav,संस्कृति संस्कार,संस्कृति संस्कार,संस्कृति संस्कार,संस्कृति संस्कार
02002760001_chunk_138.wav,उसके पहले पचास कुंटल वाली होई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली बोई थी तो पचास कु्ंटल हुआ था क्या,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या
02002760001_chunk_183.wav,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं और एक जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह चगह और इस जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं वो इस जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह जगहै वो एक जगह कर देंगे
02002760001_chunk_226.wav,इसके अलावा आप बताओ मित्र जरा कायदे से सोचना,इसके अलावा बताओ मित्र जरा कायदे से सोचगा,इसके अलावा बताओ मित्र जरा कादे से सोचना,इसके अलावाा बताओ मित्रचरा कायदे से सोचना
02002760001_chunk_230.wav,वायु दिन में इक्कीस हजार बार सांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सच्ची ये कहानी है,वायु दिन में ीस हजारबार स्वांस लेते हैं अग्निसूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चलाहै पानी की बदौलत कुछो पानी जिंदगानीय सच्चीए कहानी है,वायु दिन में इक्कीस हज़ार बार स्वांँस लेते हैं अग्नी सूरज की रशती का कारोबार सारा कारोबार सूरज की रश से चल रहा है पानी की बदौलत कुछ पानी ज़िंदगानी सब ची य कहानी है,वायु दिन में इक्कीस हजार बार स्वांस लेते हैं अगनी सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछो पानी जिंदगानी है सब्चीए कहानी है
02002760001_chunk_258.wav,और यह मनुष्य,और यह मनुष,और ये है मनुष्य,और येहै मनुष
02003470001_chunk_008.wav,और,और,और,और
02003470001_chunk_020.wav,अच्छा आपने जिमि कंद की खेती किसी को देखकर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,इच्छा आपने जिमीकंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था
02003470001_chunk_082.wav,ये जो गजंद्र प्रजाति का जीमीकंद है,ये जो गजेंद्र प्रजात का जीमिकंत है,ये जो गजेंदा प्रजाद का जीवी कध है,ये जो गजंद्रा प्रजात का जीमीकंद है
02003470001_chunk_201.wav,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे
02003470001_chunk_289.wav,हाँ,ा,हाँ,
02003470001_chunk_304.wav,और जो है,र जो है,और जो है,जो है
