Ourmodel,Hypothesis,Predictions
पर कदम रख लिया स्वार्थ को त्यागों परमार्थ को चुनों हे राजन अधिकांश लोगों के दुख का सबसे बड़ा कारण,पर कदम रख लिया स्वार्थ को त्यागों परमार्थ को चुनों हे राजन अधिकांश लोगों के दुख का सबसे बड़ा कारण,पर कदम रख लिया स्वार्थ को त्यागो पर मार्थ को चुनो है राज्य में अधिकांश लोगों के दुख का सबसे बड़ा कारण
यही है कि जो कुछ भी उनके पास है वो उसमें खुश नहीं है,यही है कि जो कुछ भी उनके पास है वो उसमें खुश नहीं है,यही है कि जो कुछ भी उनके पास है वो उसमें खुश नहीं है
और बस जो नहीं है उसे पानी के चक्कर में दुखी है अरे भाई जो है उसमें खुश रहना सी,और बस जो नहीं है उसे पानी के चक्कर में दुखी है अरे भाई जो है उसमें खुश रहना सी,और बस जो नहीं है उसे पानी के चक्कर में दुखी है अरे भाई जो है उसमें खुश रहना सीधा
लो दुख अपने आप चला जाएगा,लो दुख अपने आप चला जाएगा,लोग दुख अपने आप चला जाएगा
और जो नहीं है उसके चक्कर में क्यों दुखी रहते हो,और जो नहीं है उसके चक्कर में क्यों दुखी रहते हो,और जो नहीं है उसके चक्कर में क्यों दुखी रहते हों
इस कहानी से हमें यह शिक्षा मिलती है आत्म संतोष से बड़ा कोई सुख नहीं और जिसके पास संतोष रूपी धन,इस कहानी से हमें यह शिक्षा मिलती है आत्म संतोष से बड़ा कोई सुख नहीं और जिसके पास संतोष रूपी धन,इस कहानी से हमें यह शिक्षा मिलती है आत्मसंतोष से बड़ा कोई सुख नहीं और जिसके पास संतोषरूपी धन
वहीं सबसे बड़ा सुखी है,वहीं सबसे बड़ा सुखी है,वहीं सबसे बड़ा सुखी है
और वही आनंद में है और सही मायने में वही एक राजा है,और वही आनंद में है और सही मायने में वही एक राजा है,और वही आनंद में है और सही मायने में वही एक राजा है
आपको ये वीडियो कैसे लगी वीडियो अच्छी लगी  तो प्लीज सब्स्क्राइव लाइक और शेयर जरूर करें मिलते हैंअ,आपको ये वीडियो कैसे लगी वीडियो अच्छी लगी  तो प्लीज सब्स्क्राइव लाइक और शेयर जरूर करें मिलते हैंअ,आपको ये वीडियो कैसे लगी वीडियो अच्छी लगी तो प्लीज सबस्क्राइव लाइक और शेयर जरूर करें मिलते हैं
वीडियो में धन्यवाद,वीडियो में धन्यवाद,वीडियो में धन्यवाद
स्कूल की छुट्टी होने में पांच मिनट रहे गए थे बर्चीू और इंतजार नहीं कर सकता था उसने बाहर देखा,स्कूल की छुट्टी होने में पांच मिनट रहे गए थे बर्चीू और इंतजार नहीं कर सकता था उसने बाहर देखा,स्कूल की छुट्टी होने में पांच मिनट रहे गए थे बर्ची और इंतजार नहीं कर सकता था उसने बाहर देखा
वहां कोई नहीं था तभी कहीं पास से घंटे की टंटनाहट सुनाई दी,वहां कोई नहीं था तभी कहीं पास से घंटे की टंटनाहट सुनाई दी,वहां कोई नहीं था तभीकहीं पास से घंटे की तंटनाहट सुनाई दी
चीनो क्या हो रहा है टीचर ने कहा सहरीय का चीनू बोला वो क्या है कि,चीनो क्या हो रहा है टीचर ने कहा सहरीय का चीनू बोला वो क्या है कि,चीनो क्या हो रहा है टीचर ने कहा सीहोरी का चीनो बोला वो क्या है की
तभी पेपर वाला पेपारपुराने अखबार कबाडी चीनू के पिता कबाड़ी वाले ने काकर पुकारा चीनू की मुस्कुराहरबाहर तक चमक रही,तभी पेपर वाला पेपारपुराने अखबार कबाडी चीनू के पिता कबाड़ी वाले ने काकर पुकारा चीनू की मुस्कुराहरबाहर तक चमक रही,तभी पेपरवालापेपार पुराने अखबार कबाड़ी चीनों के पिता कबाड़ीवाले ने काकर पुकारा चीनों की मुस्कुरा बाहर तक चमक रही
स्कूल की घंटी वजे चीनू पिताजी के पास दौड़कर पहुंचा चेहरे पर बड़ी सी मुस्कान खेल रही थी स्कूल में,स्कूल की घंटी वजे चीनू पिताजी के पास दौड़कर पहुंचा चेहरे पर बड़ी सी मुस्कान खेल रही थी स्कूल में,स्कूल की घंटी बाद चीनू पिताजी के पास दौड़कर पहुंचा चेहरे पर बड़ी सी मुस्कान खेल रही थीं
वह अकेला बचचा था जिसके पापा उसे ले न आते थे चिनू खूकर फीले पट जा बैठा और उसने अपने पैर लट कर,वह अकेला बचचा था जिसके पापा उसे ले न आते थे चिनू खूकर फीले पट जा बैठा और उसने अपने पैर लट कर,वह अकेला बच्चा था जिसके पापा उसे ले न आते थे जिन्हू खूकर फीले पट जा बैठा और उसने अपने पैर लट कर लिया
पापा ने खेले को धक्का दिया और जोर से पुकार लगाई पेपर वाला कवाड़ी चीनू ने भी पुकार लगाई,पापा ने खेले को धक्का दिया और जोर से पुकार लगाई पेपर वाला कवाड़ी चीनू ने भी पुकार लगाई,पापा ने खेले को धक्का दिया और जोर से पुकार लगाई पेपर वाला कवाड़ी चीनू ने भी पुकार लगाई
वदोनों की क्या जोडता रावाज निकली जबएक चौकेदार ने उन्हें रोका चीहू नीचे कोदा एक खाली बूरी लेकर वह अपने पापा के,वदोनों की क्या जोडता रावाज निकली जबएक चौकेदार ने उन्हें रोका चीहू नीचे कोदा एक खाली बूरी लेकर वह अपने पापा के,वहीं दोनों की क्या जोड़ता राहत निकली जब एक चौकेदार ने उन्हें रोका चिहू नीचे कोदा एक खाली बूरी लेकर वह अपने पापा के गिर गए
सक,सक,समाप्त
आज उन्हें जो भी सामान मिलेगा वह इस बोरी में भरा जाएगा,आज उन्हें जो भी सामान मिलेगा वह इस बोरी में भरा जाएगा,आज उन्हें जो भी सामान मिलेगा वह इस बोरी में भरा जाएगा
इस घर से अखबार उस घर से अखबार और मैग्जींस नीचे वाले घर से अखबार मैग्जीमस और कुछ खाी बोटल चीन,इस घर से अखबार उस घर से अखबार और मैग्जींस नीचे वाले घर से अखबार मैग्जीमस और कुछ खाी बोटल चीन,इस घर से अखबार उस घर से अखबार और मैग्जीम्स नीचे वाले घर से अखबार मैग्जीम्स और कुछ खादी बोटल चीन
दौड़कर थेले से एक और खाली बोली ले आया वे लिफ्ट में ऊपर जाने वाले थे चीम की आखी बड़ी बड़ीऔर,दौड़कर थेले से एक और खाली बोली ले आया वे लिफ्ट में ऊपर जाने वाले थे चीम की आखी बड़ी बड़ीऔर,दौड़कर थेले से एक और खाली बोली ले आया वे लिफ्ट में ऊपर जाने वाले थे
कोल हो गई,कोल हो गई,पोली हो गई
पांचवीं मंजेल से अखबार और मैकसी खालीपोतर डि्पे और किताबें मिली जातर उसके पापा ने उस महिला से बाद,पांचवीं मंजेल से अखबार और मैकसी खालीपोतर डि्पे और किताबें मिली जातर उसके पापा ने उस महिला से बाद,पांचवी मंत्रिमंडल से अखबार और मैक से खाली पूतर डिपे और किताबें मिली जातर उसके पापा ने उस महिला से बात कही
करी चीनोने सब सम ऐसे समेटा की किताबें सबसे ऊपर थी जहाँ वह उन्हें देख सकता था,करी चीनोने सब सम ऐसे समेटा की किताबें सबसे ऊपर थी जहाँ वह उन्हें देख सकता था,करीब चीनों ने सबसे ऐसे समेटा की किताबें सबसे ऊपर थीं जहां वह उन्हें देख सकता था
अब तो ठेल को धप्का देने के लिए चीनको पिता जी का हाथ बटाना पड़ा घर पर सब समा सहेज कर,अब तो ठेल को धप्का देने के लिए चीनको पिता जी का हाथ बटाना पड़ा घर पर सब समा सहेज कर,अब तो ठेल को धप्का देने के लिए चीन को पिता जी का हाथ बटाना पड़ा घर पर सबसमा सहेजकर
रखने के बाद चीन के पापा ने उसे बुलाया,रखने के बाद चीन के पापा ने उसे बुलाया,रखने के बाद चीन के पापा ने उसे बुलाया
तुम्हारे लिे कुछ है वह बोल वही किताब जिसे चीनू पूरी दोपहर भर देखता रहा था थैंकयू पापा जीनू बोला उसके,तुम्हारे लिे कुछ है वह बोल वही किताब जिसे चीनू पूरी दोपहर भर देखता रहा था थैंकयू पापा जीनू बोला उसके,तुम्हारे लिए कुछ है वह बोल वही किताब जिसे सिन्हू पूरी दोपहर भर देखता रहा था थे क्यू पापा जिन्हू बोला उसके
बा रात को खाने के लिए उन्हें उसे तीन बार बुलाना पड़ा बच्चो कैसी थी ये कहा ही की फिर,बा रात को खाने के लिए उन्हें उसे तीन बार बुलाना पड़ा बच्चो कैसी थी ये कहा ही की फिर,बाढ़ रात को खाने के लिए उन्हें उसे तीन बार बुलाना पड़ा बच्चों कैसी थी ये कहा ही कि फिर
बुक कौन सी है छा जल्दी से निकालो और एक बार पढ डालो फिर मिलेंगे ऐसी ही माजादाद कहनियों के साथ अभी,बुक कौन सी है छा जल्दी से निकालो और एक बार पढ डालो फिर मिलेंगे ऐसी ही माजादाद कहनियों के साथ अभी,बुक कौन सी है छा जल्दी से निकालो और एक बार पढ़ डालो फिर मिलेंगे ऐसी ही मांझादाद कहनियों के साथ अभी
संदे पर बाए ठीक है,संदे पर बाए ठीक है,संदेश पर बाए ठीक हैं
एक चाय वाला था जब भी उसके पास चाहे पीने जाओ तो ऐसा लगता कि वह हमारा ही रास्ता देख,एक चाय वाला था जब भी उसके पास चाहे पीने जाओ तो ऐसा लगता कि वह हमारा ही रास्ता देख,एक चाय वाला था जब भी उसके पास चाहे पीने जाओ तो ऐसा लगता कि वह हमारा ही रास्ता देख
ह,ह,हैं
हर विषय पर उसको बात करने में उसे बड़ा मजा आता था कई बार उसे कहा कि भाई देर हो,हर विषय पर उसको बात करने में उसे बड़ा मजा आता था कई बार उसे कहा कि भाई देर हो,हर विषय पर उसको बात करने में उसे बड़ा मझाता था कई बार उसे कहा कि भाई देर हो
जाती है जल्दी चाहे दे दिया करो पर उसकी बात खत्म ही नहीं होती एक दिन अचानक उसके साथ मेरी,जाती है जल्दी चाहे दे दिया करो पर उसकी बात खत्म ही नहीं होती एक दिन अचानक उसके साथ मेरी,जाती है जल्दी चाहे दे दिया करो पर उसकी बात खत्मी नहीं होती एक दिन अचानक उसके साथ मेरी
कर्म और भाग्य पर बात शुरू हो गई,कर्म और भाग्य पर बात शुरू हो गई,कर्म और भाग्य पर बात शुरू हो गई है
तगदीर की बात सुन मैंने सोचा कि चलो आज उसकी फिलॉसफी देखी लेते हैं मैंने उसे एक सवाल पूछ लिया,तगदीर की बात सुन मैंने सोचा कि चलो आज उसकी फिलॉसफी देखी लेते हैं मैंने उसे एक सवाल पूछ लिया,तगदीर की बात सुन मैंने सोचा कि चलो आज उसकी फिलॉस भी देखी लेते हैं मैंने उसे एक सवाल पूछ लिया
मेरा सवाल उस चाय वाले से था कि आदमी मेहनत से आगे बढ़ता है या भाग्य से,मेरा सवाल उस चाय वाले से था कि आदमी मेहनत से आगे बढ़ता है या भाग्य से,मेरा सवाल उस चाय वाले से था कि आदमी मेहनत से आगे बढ़ता है या भाग्य से
उसने जो जवाब दिया उसका जवाब को सुन कर मेरे दिमाग के सारी उलजने दूर हो गया,उसने जो जवाब दिया उसका जवाब को सुन कर मेरे दिमाग के सारी उलजने दूर हो गया,उसने जो जवाब दिया उसका जवाब को सुनकर मेरे दिमाग की सारी उलझने दूर हो गया
वो चाय वाला मेरे से कहने लगा कि आपका किस बैंक में लौकर,वो चाय वाला मेरे से कहने लगा कि आपका किस बैंक में लौकर,वो चायवाला मेरे से कहने लगा कि आपका किस बैंक में लॉकर है
किसी बैंक में तो लॉकर तो होगा मैंने कहा हाँ तो उस चाय वाले ने मेरे से कहा कि उस लौकर,किसी बैंक में तो लॉकर तो होगा मैंने कहा हाँ तो उस चाय वाले ने मेरे से कहा कि उस लौकर,किसी बैंक में तो लॉकर तो होगा मैंने कहा हां तो उस चायवाले ने मेरे से कहा कि उस लॉकर
कि चाभी की इस सवाल का जवाब है हर लॉकर की दो चाबियाँ होती है एक आपके पास होती हैऔ,कि चाभी की इस सवाल का जवाब है हर लॉकर की दो चाबियाँ होती है एक आपके पास होती हैऔ,एक चाबी के इस सवाल का जवाब है हर लॉकर की दो चाबियां होती है एक आपके पास होती है
एक मैनेजर के पास,एक मैनेजर के पास,एक मैनेजर के पास
आपके पास जो चाबी होती है वह है परिश्रम और मैनेजर के पास वाली भागी है,आपके पास जो चाबी होती है वह है परिश्रम और मैनेजर के पास वाली भागी है,आपके पास जो चाबी होती है वह परिश्रम और मैनेजर के पास वाली भागी है
जब तक दोनों चाबियां नहीं लगती लॉकर का ताला नहीं खुल सकता,जब तक दोनों चाबियां नहीं लगती लॉकर का ताला नहीं खुल सकता,जब तक दोनों चाबियां नहीं लगती लॉकर का ताला नहीं खुल सकता
आप कर्म योगी पुरुष है और मैनेजर भगवान आपको अपनी चाभी भीड लगाते रहना चाहिए पता नहीं ऊपर वाला कब अपनी चाभी,आप कर्म योगी पुरुष है और मैनेजर भगवान आपको अपनी चाभी भीड लगाते रहना चाहिए पता नहीं ऊपर वाला कब अपनी चाभी,आप कर्मयोगी पुरूष हैं और मैनेजर भगवान आपको अपनी चाभी भीड लगाते रहना चाहिए पता नहीं ऊपर वाला कब अपनी चाभी
लगा दें कहीं ऐसा ना हो कि भगवान अपनी भाग्य वाली चाभी लगा रहा हो और हम परिश्रम वाली चाभी ह,लगा दें कहीं ऐसा ना हो कि भगवान अपनी भाग्य वाली चाभी लगा रहा हो और हम परिश्रम वाली चाभी ह,कहीं ऐसा न हो कि भगवान अपनी भाग्य वाली चाभी लगा रहा हो और हम परिश्रम वाली चाभी हों
ना लगा पाएं और ताला खुलने से रह जाए,ना लगा पाएं और ताला खुलने से रह जाए,न लगा पाएं और ताला खुलने से रह जाएं
इस कहानी से हमें यह सीख मिलती है कर्म करते रहिए भाग्य भरोसे रहकर अपने लक्ष्य से दूर मत हईए ीडो,इस कहानी से हमें यह सीख मिलती है कर्म करते रहिए भाग्य भरोसे रहकर अपने लक्ष्य से दूर मत हईए ीडो,इस कहानी से हमें यह सीख मिलती है कर्म करते रहिए भाग्यभरोसे रहकर अपने लक्ष्य से दूर रहें
नमस्ते बच्चों कैसेहै आप लोग आज है संडे और हम पढ़ेंगे एक मजेदार कमान किसमें बनाई टमाटर की चटिनआ,नमस्ते बच्चों कैसेहै आप लोग आज है संडे और हम पढ़ेंगे एक मजेदार कमान किसमें बनाई टमाटर की चटिनआ,नमस्ते बच्चों कैसे है आप लोग आज है संडे और हम पढ़ेंगे एक मंत्रीदार कमान किसमें बनाई टमाटर की चट्टिना
क्या दो बच्चे मिलकर चकनी बनाएंगे टमाटर की तो क्या वो खाने लाइक होगी चलपढ़ते है कहानी,क्या दो बच्चे मिलकर चकनी बनाएंगे टमाटर की तो क्या वो खाने लाइक होगी चलपढ़ते है कहानी,क्या दो बच्चे मिलकर चक्रनी बनाएंगे टमाटर की तो क्या वो खाने लाइक होगी चलपड़ती है कहानी
देखते है ये दोनों टमाटर की चटनी कैसे बनाते हैं,देखते है ये दोनों टमाटर की चटनी कैसे बनाते हैं,देखते हैं ये दोनों टमाटर की चटनी कैसे बनाते हैं
तारा और रवी बाजार जा रही है,तारा और रवी बाजार जा रही है,तारा और रवी बाजार जा रही है
ममा ने उनने कागज पर लिखकर दिया है कि कौन कौन से पार और सब्जियाँ लानी है बाजार में,ममा ने उनने कागज पर लिखकर दिया है कि कौन कौन से पार और सब्जियाँ लानी है बाजार में,समाचार ने उन्होंने खबर पर लिखकर दिया है कि कौनकौन से पार और सब्जियां लानी है बाजार में
इतारा को रसहरे लाल टमाटर दिखाई देते हैं,इतारा को रसहरे लाल टमाटर दिखाई देते हैं,इतारा को रसहरे लाल टमाटर दिखाई देते हैं
लगता है यहाँ जबमा टमाटर की चटनी बनाएंगी व कहती है मोनप्पा सब्जी वाला सारी चीजें तोलता है एक के बाद एकहै,लगता है यहाँ जबमा टमाटर की चटनी बनाएंगी व कहती है मोनप्पा सब्जी वाला सारी चीजें तोलता है एक के बाद एकहै,लगता है यहां जब्मा टमाटर की चटनी बनाएंगी वह कहती है मोनप्पा सब्जी वाला सारी चीजें तोलता है
न डालता है एक किलो ताजी ला टमाटर आधा किलो प्याज आधा किलो आ एक नारियल और छः नीम,न डालता है एक किलो ताजी ला टमाटर आधा किलो प्याज आधा किलो आ एक नारियल और छः नीम,न डालता है एक किलो ताजीला टमाटर आधा किलो प्याज आधा किलो एक नारियल और छह नीम
आधा आधा समझते है ना हाँ वन बाई टू,आधा आधा समझते है ना हाँ वन बाई टू,आधाआधा समझते हैं न हां वन बाई टू
इसका मतलब होता है किसी भी समान को दो बराबर हिस्सों में बाटना और किलो होता है किलोग्राम,इसका मतलब होता है किसी भी समान को दो बराबर हिस्सों में बाटना और किलो होता है किलोग्राम,इसका मतलब होता है किसी भी समान को दोबराबर हिस्सों में बांटना और किलो होता है किलोग्राम
तारा और रभी घर की ओर पैदल जाते हुए दाने लगते हैं मिल जाई टमाटर की चोटनी टमाटर की चटनी मा,तारा और रभी घर की ओर पैदल जाते हुए दाने लगते हैं मिल जाई टमाटर की चोटनी टमाटर की चटनी मा,तारा और रबी घर की ओर पैदल जाते हुए दाने लगते हैं मिलजाई टमाटर की चोटनी मां
बनाए खटटीीी चटेनही,बनाए खटटीीी चटेनही,बनाए खट्टी चटेनी
अचानक रवि तारा से पूछता है क्या तुम्हारे पहरो पर भी कुछ टपक रखा है,अचानक रवि तारा से पूछता है क्या तुम्हारे पहरो पर भी कुछ टपक रखा है,अचानक रवितारा से पूछता है क्या उन्होंने पहरों पर भी कुछ टपक रखा है
और थैला गीला हो गया,और थैला गीला हो गया,और थैला गीला हो गया
ो हो सारे टमाटर सबसे नीचे दकर पी चक गए हैं तारा ने रविशे कान ने कहा हमारी ये टमाटर की चट,ो हो सारे टमाटर सबसे नीचे दकर पी चक गए हैं तारा ने रविशे कान ने कहा हमारी ये टमाटर की चट,हो सारे टमाटर सबसे नीचे दकर पीचक गए हैं तारा में रविशंकर ने कहा हमारी ये टमाटर की चट्टी
य कितनी बेकार लग रही है ये अममा वाली चटनी जैसी तो बिल्कुल भी नहीं है,य कितनी बेकार लग रही है ये अममा वाली चटनी जैसी तो बिल्कुल भी नहीं है,ये कितनी बेकार लग रही है ये आममा वाली चटनी जैसी तो बिल्कुल भी नहीं है
जब अगले हफ्ते तारा और रगी बाजार गए तो उन्होंने खोशियारी से काम किया भारी सब्जियां थैले में सबसे नीचे रखो,जब अगले हफ्ते तारा और रगी बाजार गए तो उन्होंने खोशियारी से काम किया भारी सब्जियां थैले में सबसे नीचे रखो,जब अगले हफ्ते तारा और रगी बाजार गए तो उन्होंने घोषियारी से काम किया भारी सब्जियां थैले में सबसे नीचे रखी
और ह की औरना जो सबसे ऊपर रवि बार बार याद दिलाता रहा,और ह की औरना जो सबसे ऊपर रवि बार बार याद दिलाता रहा,उन्होंने कहा कि उन्होंने जो सबसे ऊपर रवि बारबार याद दिलाता रहा
थैले में सब्जियां ऐसे रखी गई एक तरबूज आधा किलो आलू एक नारे आधा किलो अंगू छ कच्चे केल आधा किल,थैले में सब्जियां ऐसे रखी गई एक तरबूज आधा किलो आलू एक नारे आधा किलो अंगू छ कच्चे केल आधा किल,फैले में सब्जियां ऐसी रखी गई एक तरबूज आधा किलो आलू एक नारे आधा किलो अंगू छह कच्चे केल आधा किलो
लोटमाटर,लोटमाटर,लॉटमार्टर
लेकिन घर पहुंचकर उन्होंने देखा कि कच्चे केले की नीचे दबने से अंगूर का रस निकल गया है,लेकिन घर पहुंचकर उन्होंने देखा कि कच्चे केले की नीचे दबने से अंगूर का रस निकल गया है,लेकिन घर पहुंचकर उन्होंने देखा कि कच्चे केले के नीचे दबने से अंगूर का रस निकल गया है
पिशरी बार हमने टोमाटर की चटनी बना दी थी इस बार हमने अंगूर का रस बना दिया है न जाने,पिशरी बार हमने टोमाटर की चटनी बना दी थी इस बार हमने अंगूर का रस बना दिया है न जाने,पिछली बार हमने टोमाटर की चटनी बना दी थी इस बार हमने अंगूर का रस बना दिया है
अगली बार हमारी वजह से क्या होगा तारा ने मायूस हो कर कहा,अगली बार हमारी वजह से क्या होगा तारा ने मायूस हो कर कहा,अगली बार हमारी वजह से क्या होगा तारा ने मायूस होकर कहा
पर टमाटर के साथ रखा गया है,पर टमाटर के साथ रखा गया है,इसे टमाटर के साथ रखा गया है
घर पहुंचने पर जब अममने थैले में संदरना होने की बात जानी तो उन्होंने दोनों को बहूमे भ,घर पहुंचने पर जब अममने थैले में संदरना होने की बात जानी तो उन्होंने दोनों को बहूमे भ,घर पहुंचने पर जब अमाने थैले में संदर्भना होने की बात जानी तो उन्होंने दोनों को बहुमेह भी बताया
भा हाँ मैंने कहा इस बात के लिए मैंने दुखही न हूँ,भा हाँ मैंने कहा इस बात के लिए मैंने दुखही न हूँ,मैंने कहा इस बात के लिए मैंने दुखी न हूं
अगले हफ्ते तारा और रडीने होशियारी बढ़ती उन्होंने संतरे सबसे हल्की चीज कुदीने की गड्डी के नीचे छुपा दी,अगले हफ्ते तारा और रडीने होशियारी बढ़ती उन्होंने संतरे सबसे हल्की चीज कुदीने की गड्डी के नीचे छुपा दी,अगले हफ्ते तारा और रड्डी में होशियारी बढ़ती उन्होंने संतरे सबसे हल्की चीज कुदीने की गड्डी के नीचे छुपा दी
आप उनके भकर दोस् संतरेनी देख पाएंगे उसरा माने अपनी वाई स्वातेस्ट टमाटर की जेटनी और नयूबू वाले चावल बनाए,आप उनके भकर दोस् संतरेनी देख पाएंगे उसरा माने अपनी वाई स्वातेस्ट टमाटर की जेटनी और नयूबू वाले चावल बनाए,अब उनके भक्कर दो संत रेनी देख पाएंगे उसरा माने अपनी वाई स्वाटेस्ट टमाटर की जेटनी और नयूबू वाले चावल बनाएं
तारा और रवि ने खाने का सफाया कर दिया और उसके बाद उन्हें क्या मिला नीचे रसीले संर और गया हैल,तारा और रवि ने खाने का सफाया कर दिया और उसके बाद उन्हें क्या मिला नीचे रसीले संर और गया हैल,तारा और रवि ने खाने का सफाया कर दिया और उसके बाद उन्हें क्या मिला नीचे रसीले संर और गया है
रो सोज समझ कर अगर आपकी मां आपको से तरबूजों के लिए लेने के लिए भेजें तो आप किस फ,रो सोज समझ कर अगर आपकी मां आपको से तरबूजों के लिए लेने के लिए भेजें तो आप किस फ,रोज सोच समझकर अगर आपकी मां आपको से तरबूजों के लिए लेने के लिए भेजें तो आप किसी फैसले में होंगी
तभी सबसे नीचे नहीं रखेंगे बताइए,तभी सबसे नीचे नहीं रखेंगे बताइए,तभी सबसे नीचे नहीं रखेंगे बताइए
हाँ आपके थैले में आधा किलो चीन आधा किलो उच्चाहै और दो पैकेट पिस्किट है केस चीज को सबसे ऊपर रखा जाना चाहिए बेस्केट क्योंकि वो,हाँ आपके थैले में आधा किलो चीन आधा किलो उच्चाहै और दो पैकेट पिस्किट है केस चीज को सबसे ऊपर रखा जाना चाहिए बेस्केट क्योंकि वो,हां आपके थैले में आधा किलो चीन आधा किलो उच्चा है और दो पैकेट पिस्किट है केस चीज को सबसे ऊपर रखा जाना चाहिए बेस्किट क्योंकि वो
कुकुरी है दकोटू जाएंग,कुकुरी है दकोटू जाएंग,कुकुरी है दो कोटू जाएंगे
एक सुबह रवि एक दर्ज अंडे आधह किलो प्यार एक डबल रोटी और एक चौथाई किलो आलू लेने के लिए दुकान पर,एक सुबह रवि एक दर्ज अंडे आधह किलो प्यार एक डबल रोटी और एक चौथाई किलो आलू लेने के लिए दुकान पर,एक सुबह रवि एक दर्ज अंडे आधा किलो प्यार एक डबल रोटी और एक चौथाई किलो आलू लेने के लिए दुकान पर
,,
अंडे होशियारी से लाना आमने जाते जाते पुकारा रवि को और कन सी चीज को थैले में सबसे नीचे,अंडे होशियारी से लाना आमने जाते जाते पुकारा रवि को और कन सी चीज को थैले में सबसे नीचे,अंडे होशियारी से लाना आमने जातेजाते पुकारा रवि को और कनसी चीज को थैले में सबसे नीचे है
नहीं रखना चाहिए,नहीं रखना चाहिए,नहीं रखना चाहिए
बताओ अंडे का तो ध्यान रखना ही उसके अलावा और किसका ध्यान रखिए,बताओ अंडे का तो ध्यान रखना ही उसके अलावा और किसका ध्यान रखिए,बताओ अंडे का तो ध्यान रखना ही उसके अलावा और किसका ध्यान रखिए
डबल रोटी या ब्रेट का क्योंकि वो भी नर माना जुक है वो भी दब जाएगी और खराब हो,डबल रोटी या ब्रेट का क्योंकि वो भी नर माना जुक है वो भी दब जाएगी और खराब हो,डबल रोटी या ब्रेड का क्योंकि वो भी नर माना चुका है वो भी दब जाएगी और खराब हो
