filename,ground_truth,Ourmodel,Original_ID
02002700001_chunk_025,भारत ने अपने संरक्षण प्रयासों को मजबूत करने और व्यक्तियों या कंपनियों को दिए जाने वाले किसी भी जैविक संसाधनों या पारंपरिक ज्ञान के बदले में स्थानीय समुदायों को उचित लाभ प्रदान करने हेतु जैव विविधता अधिनियम लागू किया है,भारत ने अपने संरक्षण प्रयासों को मजबूत करने और व्यक्ियों या कंपनियों को दिए जाने वाले किसी भी जैविक संसाधनों या पारंपरिक ज्ञान के बदले में स्थानीय समुदायों,833
02002700001_chunk_025,भारत ने अपने संरक्षण प्रयासों को मजबूत करने और व्यक्तियों या कंपनियों को दिए जाने वाले किसी भी जैविक संसाधनों या पारंपरिक ज्ञान के बदले में स्थानीय समुदायों को उचित लाभ प्रदान करने हेतु जैव विविधता अधिनियम लागू किया है,को उचित ला प्रदान करने हेतु जैव विविधता अधिनियम लागू किया है,833
02002700001_chunk_026,जैव विविधता अधिनियम को प्रभावी तरीके से लागू करने से ही भारत के जैविक संसाधनों और पारंपरिक विवेक के संरक्षण और सही तरीके से उपयोग को बढ़ावा मिलेगा,जैव विविधता अधिनियम को प्रभावी तरीके से लागू करने से ही भारत के जैविक संसाधनों और पारंपारिक विवेग के संरक्षण और सही तरीके से उपयोग को बढ़ावा मिलेगा,834
02003080001_chunk_001,किसान भाइयों नमस्कार,किसान भाों,835
02003080001_chunk_006,इसकी मार्केटिंग कैसे होती है कैसे बिक्री होती है क्या रेट बिकता है सब कुछ आप लोकों को लाइव दिखाएंगे और फिलहाल आज जो है,किइसकी मार्केटिंग कैसे होती है कैसे बिक्क्री होती है क्या रेट बिकता है सब कुछ आप लोगों को लाइव दिखाएंगे और फिलहाल आज जो है,836
02003080001_chunk_008,दो हजार बीस हैं और इस समय जो है सुबह के छह बज के अड़तालीस मिनट हो रहे हैं कल शाम को हम माल की तोड़ाई करवाकर रखवा दिए थे,दो हजार बीस है और इस समय जो है सुबह के छः बजके अड़तालीस मिनट हो रहे हैं कल शाम को हम माल की तोड़ाई करवाकर रखवा दिए,837
02003080001_chunk_008,दो हजार बीस हैं और इस समय जो है सुबह के छह बज के अड़तालीस मिनट हो रहे हैं कल शाम को हम माल की तोड़ाई करवाकर रखवा दिए थे,थे,837
02003080001_chunk_012,जो खरबूजा होता है तो हम आप लोगो को दिखा है जिसको ना पता हो कि किस तरह से होता है,और जोखर बूजा होता है इसको हम आप लोगो को दिखा दे रहे हैं जिसको ना पता की किस तरह से होता है,838
02003080001_chunk_016,तो जो पल्लेदार होते है वह उतारना शुरू कर देते हैं जब हमारा माल उतारा ही जा रहा था तभी इसकी सेलिंग शुरू हो गई थी,तो जो पल्लेदार होते हैं वह उतारना शुरू कर देते हैं जब हमारा माल उतारा ही जा रहा था तभी इसकी सेलिंग शुरू हो गई थी,839
02003080001_chunk_017,और शुरू में तो रेट हाई रहता है और बाद में जो है कंप्रोमाइज होने लगता है,और शुरू में तो रेटा हाई रहता है और बाद में जो है कंप्रोमाइज होने लगता है,840
02003080001_chunk_018,तो सारी चीजें हम आपको बिक्री करने के बाद रिजल्ट के साथ बताएंगे तो आगे आप देखते रहे,तो सारी चीजें हम आपको बिकक्री करने के बाद रिजल्ट के साथ बताएंगे तो आगे आप देखते रहेंग,841
02003080001_chunk_019,यहां पर हम आप लोगों से एक बात कहना चाहेंगे की अगर आप लोग मेहनत करेंगे तो फल आपको मीठा मिलेगा,यहां पर हम आप लोगों से एक बात कहना चाहेंगे कि अगर आप लोग मेहनत करेंगे तो फल आपको मीठा मिला,842
02003080001_chunk_023,और इस तरह से हम ये कह सकते हैं मेहनत का फल मीठा होता है कोशिश कीजिए,और इस तरह से हम ये कह सकते हैं कि मेहनत का फल मीठा होता है कोशिश कीजिए,843
02003080001_chunk_026,ये दस क्विंटल के लगभग ले गए थे और ये इसका जो औसत रेट बिका है यह नौ रुपये निकल करके सामने आया है,ये दस क्ुिंटल के लगभग ले गए थे और येइसका जो औसत रेट बिका है यह नौ रुपये निकलकलके सामने आ आया हैक्यो,844
02003080001_chunk_028,कुछ आठ तो जो फाइनल औसत निकल करके सामने आया है यह नौ रुपये निकल कर सामने आया है,कुछआठ तो जो फाइनल औसत निकलकलके सामने आया है तो यह नौ रुपये निकलके सामने आया है,845
02003080001_chunk_029,और पूरा तरबूज बिक गया नौ रुपये के रेट से और इस तरह से हमारा दस क्विंटल जो तरबूज था,और पूरा तरबूज बिख गया नौ रुपये के रेट से और इस तरह से हमारा दस कुिंटल जो तरबूजै,846
02003080001_chunk_030,इसका हो गया नौ हजार रुपया और जो हम खरबूजा ले गये थे यह हुआ है हमारा एक क्विंटल के लगभग,इसका हो गया नौ हजार रुपए और जो हम खरबूजा ले गए थे यह हुआ है हमारा एक क्विंटल के  है,847
02003080001_chunk_031,और यह जो बिका है यह एक हज़ार आठ सौ रुपये के हिसाब से बिका है क्विंटल,और यह जो बिका है यह अट्ठारह सौ रुपयए के हिसाब से बिका है क्विंटल,848
02003080001_chunk_032,तो इसका जो रेट सामने आया है यह अठरह रुपये प्रति किलो के हिसाब से आया है,तो इसका जो रेट सामने आया है यह अट्ठारह रुपयए प्रति किलो के हिसाब से आया है,849
02003080001_chunk_033,इस तरह से अगर हम देखें तो हमारा,इस तरह से अगर हम देखें तो हमारा,850
02003080001_chunk_034,दस हजार आठ सौ रुपये का आज का टोटल जो है बिक्री हुई है,दस हजार आठ सौ रुपये का आज का टोटल जो है बिक्क्री हुई है,851
02003080001_chunk_035,और इस तरह से बिक्री हम तरबूजे की अपनी किए है और हां आप लोगों को एक चीज ये बता दें,और इस तरह से बिकक्री हम तरबूजे की अपनी किए हैं और हाँ आप लोगों को एक चीज ये बता हं,852
02003080001_chunk_036,कि जैसे मंडी में पल्लेदारी क्या होती हैं एजेंट क्या होते हैं किस तरह से मंडी में बिक्री की जाती हैं,देि जैसे मंडी में पल्लेदारी क्या होती है एजेंट क्या होते है किस तरह से मंडी में बिक्री की जाती है,853
02003080001_chunk_037,इसके लिए हम एक स्पेशल वीडियो बना दिए हैं पहले ही जोकि आ चुकी हैं चैनल पे,इसके लिए हम एक स्पेशल वीडियो बना दिए हैं पहले ही जो कि आ चुकी है चैनल पे,854
02003080001_chunk_038,और अगर आप लोग उस वीडियो को नहीं देखे हैं तो हम लिंक दे दे रहे हैं आप जा करके वहां से उसको देख सकते हैं,और अगर आप लोग उस वीडियो को नहीं देखे हैं तो हम लिंक दे दे रहे हैं आप जा कर के वहां से उसको देख सकें,855
02003080001_chunk_039,ताकि आपको समझ में आ जाए अगर आप नए किसान हैं कि मंडी में कैसे सेल होता है,ताकि आपको समझ में आ जाए अगर आप नयए किसान हैं कि मंडी में कैसे सेल होता है,856
02003080001_chunk_040,इस तरह से हमारी बिक्री हुई और इसी तरह से तरबूज की बिक्री होती है ये तो हम मंडी में बताए हैं और,इस तरह से हमारी बिक्क्री हुई और इसी तरह से तरबूज की बिक्क्री होती है ये तो हम मंडी में बताए हैं और,857
02003080001_chunk_041,घर से भी बिक्री होती है तो उसमें कमीशन वगैरा नहीं लगता है और न ही ले के कहीं जाना पड़ता है,घर से भी बिक्री होती है तो उसमें कमीशन वगैरह नहीं लगता है और न हीं लेके कहीं जाना पड़ता है,858
02003080001_chunk_042,और एक चीज हम जो तरबुज,और एक चीज हम जो तरबूज है,859
02003080001_chunk_043,जो अन्य भी मार्केट में आए थे उनका क्या रेट था देखिये जो चित्तकबरा वाला होता है जो हरा होता है,जो अन्य भी मार्केट में आए थे उनका क्या रेट था देखिए जो चितकबरा वाला होता है जो हरा होता है,860
02003080001_chunk_046,थी और जो काला वाला है यह आपका आठ रुपये नौ रुपये दस रुपये के लगभग चल रहा था और जो एक और काला वाला आता है,और जो काला वाला है यह आपका आठ रुपयए नौ रुपये दस रुपये के लगभग चल रहा था और जो एक और काला वाला आता है,861
02003080001_chunk_049,अगर आपका तरबूजा मीठा नहीं है तो ऐसे में जो है उसका रेट कम लगेगा जो चितकबरा वाला तरबूज होता है,अगर आपका तरबूजा मीठा नहीं है तो ऐसे में जो है उसका रेट कम लगेगा जो चितकबरा वाला तरबूज होतै,862
02003080001_chunk_050,यह मीठा कम होता है काले वाले की अपेक्षा इस वजह से हमें बेहतर रेट मिला है,यह मीठा कम होता है काले वाले की अपेक्षा तो इस वजह से हमें बेहतर रेट मिला ह,863
02003080001_chunk_051,और एक हमें प्लस पवॉइंट हमारे लिये भी था कि जो हमारा तरबूज है यह लोकल वाली मंडी में हम भेजते हैं तो,और एक हमें प्लस प्ॉइंट हमारे लिए ये भी था कि जो हमारा तरबूज है यह लोकल वाली मंडी में हम भेजते हं,864
02003080001_chunk_053,तो अगर वो हमसे खरीदते हैं और अगर वो ले जा के चार पांच दिन रख भी लेते हैं तो कोई समस्या नहीं है,तो अगर वो हमसे खरीदते हैं और अगर वो ले जाके चार छः दिन रख भी लेते हैं तो कोई समस्या नहीं है,865
02003080001_chunk_054,लेकिन जो बाहर से तरबूज आते हैं उनकी स्टोरेज क्षमता पांच छह दिन या एक हफ्ते पहले ही कम हो जाती है,लेकिन जो बाहर से तरबूज जआते हैं वो उनकी स्टोरेज क्षमता पांच छः दिन या एक हफ्ते पहले ही कम हो जाती है,866
02003080001_chunk_055,ऐसे में उनको ज्यादा दिन स्टोर नहीं किया जा सकता है तो इस वजह से उसका रेट भी कम जाता है,तो ऐसे में उनको ज्यादा दिन स्टोर नहीं किया जा सकता है तो इस वजह से उसका रेट भी कम जाता है,867
02003080001_chunk_056,और बिक्री भी कम रहती है उसकी तो ये हमारा फाइनल रिजल्ट रहा है,और बिक्क्री भी कम रहती है उसकी तो ये हमारा फाइनल रिजल्ट रहा है,868
02003080001_chunk_057,आप लोगों को ये वीडियो कैसी लगी जरूर बताइएगा,आप लोगों को ये वीडियो कैसी लगी जरूर बता,869
02003080001_chunk_059,अगर आप लोगों का कोई प्रश्न है तो आप सब पूछ सकते हैं चलते हैं,अगर आप लोगों को कोई प्रश्न है तो आप सब पूछ सकते हैं चलते हैं,870
02003080001_chunk_060,जय जवान जय किसान,जय जवान जय किसान,871
02003150001_chunk_048,वो मौसम का डिपेंड है,वो मौसम का डिपेंड है,872
02003150001_chunk_050,जब गर्मी और नमी इसको दोनों चाहिए अच्छा अच्छा जमने के लिए अच्छी है जमाव के लिए गर्मी और नमी दोनों चाहिए अच्छा है,जब गर्मी और नमी इसको दोनों चाहिए अच्छा्छ जमने के लिएएअच्छा जमाव के लिए गर्मियों नभी दोनों चाहिए अच्छा,873
02003150001_chunk_056,अच्छा,अच्छा,874
02003150001_chunk_057,उत्पादन जो है कितने दिन के बाद यह फसल तैयार हो जाती हैं,उत्पादन जो है कितने दिन के बाद ये फसल तैयार हो जाती है,875
02003150001_chunk_058,अरे हम दीपावली के आसपास इसको खोद डालते,अरे हम दीपावली के आसपास इसको खोट डालते,876
02003150001_chunk_062,बीज के लायक है जनवरी में अच्छा है तो जनवरी में जब आप से कोई किसान भाई अगर बीज लेना चाहे,बज केलाजनवरी मे अच्छा तो जनवरी में जब आपसे कोई किसान भाई अगर बीज लेना चाहे,877
02003150001_chunk_063,और तो उपलब्ध करवा सकते है उसको,और तो उपलब्ध करवा सकते हैं उसको,878
02003150001_chunk_064,बिल्कुल लेकिन हमसे पहले बताना होगा,बिल्कुल लेकिन हमसे पहले बताना होगा,879
02003150001_chunk_067,अच्छा अच्छा तब आप उसके लिए बीज रोकेंगे,अच्छा ्छा तब आप उसके लिए बीज रोकेंगे,880
02003150001_chunk_069,अच्छा अब इसकी मार्केट ढूँंढ़ने में कोई परेशानी तो नही होती है,अच्छा इसकी मार्केट ढूढने में कोई परेशानी तो नहीं होती है,881
02003150001_chunk_070,इस समय दीपावली के पहले कोई परेशानी अच्छा,इस समय दीपावली के पहले कोई परेशानी नहीअच्छ,882
02003150001_chunk_072,अच्छा कोई रोग इसमें भी लगते हैं,अचछा कोई रोग इसमें भी लगते हैं,883
02003150001_chunk_074,रोग कोई नहीं दिखा है,रोक कोई नहीं दिखा है,884
02003150001_chunk_075,फल खुदने के बाद इसमें सड़न लगता है अच्छा फल खुदने के बाद,फल खुदने के बाद इसमें सड़न लगता है अच्छा फल खुदने के बा,885
02003150001_chunk_077,लेवर चार्ज सेम हमारा बुआई का गन्ने के बराबर अच्छा बस,लेबर चार्ज सेम हमारा बुआई का गन्ने के बराबर अच्छा बस,886
02003150001_chunk_081,अच्छा वैसे तो आप जीमीकंद की खेती बड़े पैमाने पर करते हैं,अच्छावैसे तो आप जिमीकंद की खेती बड़े पैमाने पर करते हैं,887
02003150001_chunk_082,काफी बड़े पैमाने इस क्षेत्र के आप सबसे बड़े जिमीकंद उत्पादक किसान हैं,काफी बड़े पैमानेत इस क्षेत्र के आप सबसे बड़े जिमीकंद उत्पादक किसान हैं,888
02003150001_chunk_083,तो,तो,889
02003150001_chunk_084,तो उत्तम किसान चैनल के माध्यम से जो भी हमारे जीमीकंद की खेती करने वाले किसान भाई हैं वो आपसे संपर्क करेंगे और आप को पहले ऑर्डर देंगे तब आप उनको बीज उपलब्ध करवा देंगे,ो उत्तम किसान चैनल के माध्यम से जो भी हमारे जिमीकंद की खेती करने वाले किसान भाई हैं व आप से संपर्क करेंगे और आप को पहले आर्डर,890
02003150001_chunk_084,तो उत्तम किसान चैनल के माध्यम से जो भी हमारे जीमीकंद की खेती करने वाले किसान भाई हैं वो आपसे संपर्क करेंगे और आप को पहले ऑर्डर देंगे तब आप उनको बीज उपलब्ध करवा देंगे,देंगे तब आप उनको बीज उपलब्ध करवा देंगे,890
02003150001_chunk_085,पैदावार भी हमारी लगभग पच्चस से साठ कुंटल बीघे तक है अछा यहाँ कि यहाँ के,पैदावार भी हमारी लगभग पचास से साठ कुंटल बीज तक है अच्छा यहा की यहां के बी,891
02003150001_chunk_087,ये राजेंद्रा के नाम से है,ये राजेंद्रा के नाम से,892
02003150001_chunk_089,और इसका पीस हमारा हो जाता है,और इसका पीस हमारा हो जाता है,893
02003150001_chunk_092,ठीक धन्यवाद,छठीक धन्यवाद,894
02003310001_chunk_011,सत्तर रुपए प्रति किलो है,सत्तर रुपये प्रति किलो है,895
02003310001_chunk_014,उत्तर प्रदेश पंजाब हरियाणा,उत्तर प्रदेश पंजाब हरियाणा,896
02003310001_chunk_017,न्यूनतम समर्थन मूल्य के अनुसार गृहों की कीमत,न्यूनतम समर्थन मूल्य के अनुसार गह की कीमत,897
02003310001_chunk_019,तो कहने का मतलब मेरा यह के बीच में ये कंपनिया आकर वे हमसे सस्ते में ले लेती हैं और खूब अपने मनमाने रेटों पर आटा बेचती हैं,तो कहने का मतलब मेरा यह है कि बीच में ये कंपनियाँ आकर कि हमसे सस्ते में ले लेती हैं और खूब अपने मनमाने रेटों पर आटा बेचती,898
02003310001_chunk_019,तो कहने का मतलब मेरा यह के बीच में ये कंपनिया आकर वे हमसे सस्ते में ले लेती हैं और खूब अपने मनमाने रेटों पर आटा बेचती हैं,हैं,898
02003460001_chunk_005,रिसर्च और डेवलपमेंट में स्टार्ट हुआ जिसकी वजह से हाईलिंग वैराइटियों का डेवलपमेंट हुआ उनकी बरिडिंग हुई और अच्छी अच्छी वैराइटिये डेवलप जो ज्यादा प्रोडक्शन देती थी और कम समय में देती थी तो नोरेंटेनजी,रिसर्च और डेवलपमेंट में स्टार्ट हुआ जिसकी वजह से हाई इल्डिंग वैराइटियों का डेवलपमेंट हुआ उनकी ब्रीडिंग हुईऔर अच्छी अच्छी वराइटियां डेवलप की गई जो ज्यादा प्रोडक्शन देती,899
02003460001_chunk_005,रिसर्च और डेवलपमेंट में स्टार्ट हुआ जिसकी वजह से हाईलिंग वैराइटियों का डेवलपमेंट हुआ उनकी बरिडिंग हुई और अच्छी अच्छी वैराइटिये डेवलप जो ज्यादा प्रोडक्शन देती थी और कम समय में देती थी तो नोरेंटेनजी,थी और कम समय में देती थी तो नोरेनटेंजी,899
02003460001_chunk_011,अब सिंगलजीनज द्वारफ है,अब सिंगल जीन जो ड्वॉर्फ है,900
02003460001_chunk_014,उत्तराखंड से उत्तराखंड के पहाड़ी क्षेत्रों के पास वाले जो जमीन है,उत्तराखंड से उत्तराखंड के पहाड़ी क्षेत्रों के पास वाले जो जमीन है,901
02003460001_chunk_015,वहां पर हिली एरियाज में,वहां पर हिली एरियाज में,902
02003460001_chunk_016,गिरजा जो वैरायटी है इसको बहुतायत मात्रा में ग्रो किया जाता है वहां पर अच्छे से यह ग्रो होता है,गिरजा जो वैराइटी है इसको बहुतायत मात्रा में ग्रो किया जाता है वहां पर अच्छे से यह ग्रो होता है,903
02003460001_chunk_019,जो सोनालिका वैराइटी है इसको डेवलप किया गया है सेलेक्शन के थ्रु और किसका सेलेक्शन किया गया था एच डी,जो सोनालिका वैराइटी है इसको डेवलप किया गया है सेलेक्शन के थ्रू और किसका सिलेक्शन किया गया था एचडी,904
02003460001_chunk_022,जिसको डेवलप किया गया है कल्याण,जिसको डेवलप किया गया है कल्याण,905
02003460001_chunk_067,कम कर लेते हैं,कम कर लेती हैं,906
02003460001_chunk_070,जो,जो,907
02003460001_chunk_071,वीड का कोलियो टाइल होता है,तो वीड का कोलियो टाइल होता है,908
02003460001_chunk_085,फिर दूसरा टाइक को जो मेथड है ये पोरा मेथड इसमें बस थोड़ा सा डिफरेंस ये होता है,फिर दूसरा टाइप का जो मैथड है ये पोरा मेथड है इसमें बस थोड़ा सा डिफ्रेंस ये होता है,909
02003460001_chunk_086,कि इसमें सीड जो है वो ड्रॉब किया जाता है एक फनल के थ्रू,कि इसमें सीड जो है वो ड्रॉप किया जाता है एक फनल के थ्रू,910
02003460001_chunk_087,जो ऐसे हल होता है,जो ऐसे हल होता है,911
02003460001_chunk_090,सीड अब उसके बाद है एफआईआरबी मेथड,सीड अब उसके बाद है एफआईआर बी मैथड,912
02003460001_chunk_092,सीड के साथ साथ हल्का हल्का का पानी भी देते जाते हैं तो जिससे जर्मिनेशन बहुत अच्छा हो जाता है,सीड के साथ साथ हल्का हल्का पानी भी देते जाते हैं तो जिससे जर्मिनेशन बहुत अच्छा हो जाता है,913
02003460001_chunk_103,और सल्फोसल्फ्यूरॉन एडदरेटा देशग्राम पर हेक्टियर मतलब कि सल्फोसल्फयूरॉन और मेटासल्फ्यूरॉन इन दोनों को मिलाकर,और सल्फो सल्फयूरान एटदरेट ऑफ दिस ग्राम पर हेक्टेयर मतलब कि सल्फो सल्फयूरान और मेटा सल्फूरान इन दोनों को मिलाकर,914
02003460001_chunk_104,हम यूज करते हैं किसके एगेंस फ्लेरिस माइनर के गेहों के मा कीगेंस गेहोंसाक एगेंस इसको यूज करते हैंआइसोप्रोटोरॉन पहले यूज करते थे अब भी कर सकते हैं लेकिन कम काम करता है अगर इसोप्रोटरॉन नहीं काम कर रहाए तो उस कंडीशन में आपको मेटासल्फ्यूरॉन और सल्फोसल्फ्यूरान को मिलाकर दिए गए मात्रा में मिलाकर अगर आप यू ज करते हैं तीसरे दिन ऑफ्टर सुईं तो यह इफेक्टिव होगा फ्लेरेसमाइनर की,हम यूज करते हैं किसके एगेंस फ्लेरिस माइनर की गेहूं के मामा के एगेंस गेहूंसाइट एगेंस इसको यूज करते हैं आइसो प्रोटीरान पहले यूज करते थे अब भी,915
02003460001_chunk_104,हम यूज करते हैं किसके एगेंस फ्लेरिस माइनर के गेहों के मा कीगेंस गेहोंसाक एगेंस इसको यूज करते हैंआइसोप्रोटोरॉन पहले यूज करते थे अब भी कर सकते हैं लेकिन कम काम करता है अगर इसोप्रोटरॉन नहीं काम कर रहाए तो उस कंडीशन में आपको मेटासल्फ्यूरॉन और सल्फोसल्फ्यूरान को मिलाकर दिए गए मात्रा में मिलाकर अगर आप यू ज करते हैं तीसरे दिन ऑफ्टर सुईं तो यह इफेक्टिव होगा फ्लेरेसमाइनर की,कर सकते हैं लेकिन कम काम करता है अगर आइसो प्रोटयूराम नहीं काम कर रहा है तो उस कंडीशन में आपको मेटा सल्फिरान और सल्फो सल्फिरॉम को मिलाकर,915
02003460001_chunk_104,हम यूज करते हैं किसके एगेंस फ्लेरिस माइनर के गेहों के मा कीगेंस गेहोंसाक एगेंस इसको यूज करते हैंआइसोप्रोटोरॉन पहले यूज करते थे अब भी कर सकते हैं लेकिन कम काम करता है अगर इसोप्रोटरॉन नहीं काम कर रहाए तो उस कंडीशन में आपको मेटासल्फ्यूरॉन और सल्फोसल्फ्यूरान को मिलाकर दिए गए मात्रा में मिलाकर अगर आप यू ज करते हैं तीसरे दिन ऑफ्टर सुईं तो यह इफेक्टिव होगा फ्लेरेसमाइनर की,दियए गए मात्रा में मिलाकर अगर आप यूज करते हैं तीस से पैंतीस दिन आफ्टर सों तो ये इफेक्टिव होगा फ्लेरिस माइनर की,915
02003460001_chunk_105,बचाओं में अब,बचाओ में,916
02003460001_chunk_109,बथुआ,बथुआ,917
02003460001_chunk_111,डाईक और वीप्सन और गेहूं की फसल में,डाइक ऑर बीट्स हैं और गेहूं की फसल में,918
02003460001_chunk_112,उगती हैं,उगती हैं,919
02003500001_chunk_001,जब भी हम कोई भी खेती करते हैं तो हम ऐसा हमारा ये उद्देश्य होता है,जबभी हम कोई भी खेती करते हैं तो हमेशा हमारा ये उद्देश्य है,920
02003500001_chunk_002,कि हम जो फसल लगाए हुए हैं उसका उत्पादन हमें बहुत ही बेहतरीन मिलना चाहिए,कि हम जो फसल लगाए हुए हैं उसका उत्पादन हमें बहुत ही बेहतरीन है,921
02003500001_chunk_004,और इस समय काफी ज्यादा किसान भाई अपने खेतों में धान की फसल लगाए हुए,और इस समय काफी ज्यादा किसान भाई अपने खेतों में धान की फसल लगाई है,922
02003500001_chunk_005,हुए हैं तो आपका भी ये विचार होगा कि जो आपकी धान की फसल है इसका जो उत्पादन है काफी बेहतरीन हो,तो आपका भी य विचार होगा कि जो आपकी धान की फसल है इसका जो उत्पादन है का ी है,923
02003500001_chunk_008,तीन ऐसी चीजें जिससे जो आपके धान का उत्पादन है उसको आप लोग बहुत ज्यादा बढ़ा सकते हैं,तीन ऐसी चीजें जिससे जो आपके धान का उत्पादन है उसको आप लोग बहुत ज्यादा बढ़ा है,924
02003500001_chunk_013,दबा दीजिए जिससे आप लोगों को खेती बाड़ी से संबंधित सही सटीक और व्यावहारिक जानकारी समय समय पर मिलती रहे,जिससे आप लोगों को खेतीबाड़ी से संबंधित सही सटीक और व्यावहारिक जानकारी समय समय पर ही,925
02003500001_chunk_014,किसान भाईयों हम सबसे पहले अपने पहली विधि पे आते हैं जो कि हमेशा से जो पहले किसान भाई थे ये प्रयोग करते हुए आ रहे थे,किसान भाईयों हम सबसे पहले अपने पहली विधि पे आते हैं जो कि हमेशा से जो पहले किसान भाई थे ये प्रयोग करते हुए है,926
02003500001_chunk_015,लेकिन आज चीजों की अनुपलब्धता होने की वजह से काफी कम किसान भाई इस चीज का उपयोग करते है,लेकिन आज चीजों की अनुपलब्धता होने की वजह से काफी कम किसान भाई इस चीज का उप पयो है,927
02003500001_chunk_016,तो पहली जो चीज है वो ये है कि जब आप लोग खेत की तैयारी कर रहे होते हैं,तो पहली जो चीज है ो ये है कि जब आप लोग खेत की तैयारी कर रहे होते हैं,928
02003500001_chunk_017,अपने धान की फसल में वैसे तो यह समय निकल चुका है,अपने धान की फसल में वैसे तो यह समय निक कल है,929
02003500001_chunk_019,इसको लगाने से पहले जो अंतिम जुताई होती है उसमें आप लोगों को भरपूर मात्रा में गोबर की खाद का प्रयोग करना चाहिए,इसको लगाने से पहले जो अंतिम जुताई होती है उसमें आप लोगों को भरपूर मात्रा में गोबर की खाद का प्रयोक ें,930
02003500001_chunk_020,अब कई किसान भाईयों को ये सवाल होगा कि गोबर की खाद हम किस तरीके से प्रयोग करें,अब कई किसान भाइयों का ये सवाल होगा कि गोबर की खाद हम किस तरीके े हं,931
02003500001_chunk_021,तो देखिए आप कोई भी गोबर की खाद का प्रयोग कर सकते हैं जो कि छह महीने पुरानी हो,पतो देखिए आप कोई भी गोबर की खाद का प्रयोग कर सकते हैं जो कि छः महीने हैं,932
02003500001_chunk_022,और एक एकड़ में जो उसकी मात्रा रहेगी यह कम से कम पांच ट्राली जरूर होनी चाहिए,पनीऔर एक एकड़ में जो उसकी मात्रा रहेगी यह कम से कम पांच ट्राली जरूर है,933
02003500001_chunk_023,वैसे अगर आप लोग हर बार जब भी फसल उस खेत में लगाते हैं,हवैसे अगर आप लोग हर बार जब भी फसल उस खेत में लग ा है,934
02003500001_chunk_024,तो पांच पांच ट्राली अगर आप लोग गोबर की खाद डालते हैं,तो पांच पांच ट्राली अगर आप लोग गोबर की खाद है,935
02003500001_chunk_026,डालना पड़ेगा तो इस वजह से अगर आप लोग हर साल पांच पांच ट्राली प्रयोग करेंगे तो तीन साल में आपकी जो फसल है,ातो इस वजह से अगर आप लोग हर साल पांच पांच ट्राली प्रयोग करेंगे तो तीन साल में आपकीजह है,936
02003500001_chunk_029,और उसमें जो रोग लगने की,और उसमें जो रोग लगने की,937
02003500001_chunk_031,अगर आप लोग अपने खेत में गोबर की खाद का भरपूर मात्रा में प्रयोग करते हैं,गेअगर आप लोग अपने खेत में गोबर की खाद का भरपूर मात्रा में प्रयोग करते हैं,938
02003500001_chunk_032,ये तो हो गई पहली चीज जो कि आप लोग प्रयोग करके अपना धान का उत्पादन बढ़ा सकते हैं,तये तो हो गई पहली चीज जो कि आप लोग प्रयोग करके अपना धान का उत्पादन बढ़ा है,939
