filename,ground_truth,IC,wav2vec2,Ourmodel
02003500001_chunk_037,लगभग बीस दिन से पच्चीस दिन की हो जाती है उस समय जो आपके धान के पौधे होते हैं,है लगभग बीस दिन से पच्चीस दिन की हो जाती है उस समय जो आपके धान के पौधे होते हैं,जाती है लगभग बीस दिन से ्चीस दिन की हो जाती है उस समय जो आपके धान के पौधे,लगभग बीस दिन से पच्चीस दिन की हो जाती है उस समय जो आपके धान के पौ हं
02003500001_chunk_038,यह अच्छी तरीके से विकास करने की शुरुआत कर ही रहे होते हैं तभी आपको अपने खेत में पानी भर देना चाहिए,यह अच्छी तरीके से विकास करने की शुरुआत कर ही रहे होते हैं तभी आपको अपने खेत में पानी भर देता है,होते हैं यह अच्छी तरीके से विकास करने की शुरुआत करही रहे होते हैं तभी आपको अपने खेत में पानी भर दे,यह अच्छी तरीके से विकास करने की शुरुआत करही रहे होते हैं तभी आपको अपने खेत में पानी भर ें
02003500001_chunk_039,या बारिश का पानी या सिचाई का पानी और इस दौरान जो आपका पाटा होता है,और इस दौरान जो आपका पा होता है,देना चाहिए या बारिश का पानी या सिंचाई का पानी और इस दौरान जो आपका पाटा,या बारिश का पानी या सिंचाई का पानी और इस दौरान जो आपका पाटा है
02003500001_chunk_040,जिसे मिट्टी समतल की जाती है,जिससे मिट्टी समतल की जाती है,होता है जिसे मिट्टी समतल की,जिससे मिट्टी समतल है
02003500001_chunk_043,आप पाटा लगाने के लिए तो इस तरीके से जब आप लोग पाटा लगाते हैं,तो इस तरीके से जब आप लोग पा लग करकते हैं,सकते हैं आप पाटा लगाने के लिए तो इस तरीके से जब आप लोग पाटाला,आप पाटा लगाने के लिए तो इस तरीके से जब आप लोग पाा है
02003500001_chunk_044,तो जो आपके धान की पौध होती है,तोता है,लगाते हैं तो जो आपके धान की पौध ो,तो जो आपके धान की पौ है
02003500001_chunk_045,यह नीचे की तरफ दब जाती है,तो नीचे त दता है,होती है यह नीचे की तरफ दब,यह नीचे की तरफ द त है
02003500001_chunk_046,और उसका जो भाग होता,तोता है,जाती है और उसका जो भाग,और उसका जो भाग है
02003500001_chunk_047,है नीचे का तना यह कुछ देर के लिए हल्का हल्का डैमेज हो जाता है,ह कुछ देता है,होता है नीचे का तना यह कुछ देर के लिए हल्काहलका डैमेज होता,नीचे का तना यह कुछ देर के लिए हल्का हल्का डैमेज हो है
02003500001_chunk_048,जिसकी वजह से जो आपके धान की फसल होती है,व जधता है,जाता है जिसकी वजह से जो आपके धान की फसल,जिसकी वजह से जो आपके धान की फस ल है
02003500001_chunk_049,यह ऊपरी विकास करने के बजाय आपके धान के पौधों में कल्लो की संख्या को काफी ज्यादा बढ़ा देती है,यह ऊपरी विकास करने के बजाय आपके धान के पौधों में कल्लों की संख्या को काफी ज्यादा बढ़ा दे है,होती है यह ऊपरी विकास करने के बजाय आपके धान के पौधों में कल्लों की संख्या को काफी ज्यादा बढ़ाते,यह ऊपरी विकास करने के बजाय आपके धान के पौधों में कल्लों की संख्या को काफी ज्यादा बढ़ात है
02003500001_chunk_050,तो इस वजह से जितने ज्यादा कल्ले आपके धान की पौध में रहेंगे उतना ही ज्यादा बालियां उसमें रहेंगे,तो इस वजह से जितने ज्यादा कल्ले आपके धान के पौध में रहेंगे उतना ही ज्यादा बालियांतीगी,देती है तो इस वजह से जितने ज्यादा कल्ले आपके धान के पौध में रहेंगे उतना ही ज्यादा बालियांओं,तो इस वजह से जितने ज्यादा कलले आपके धान के पौध में रहेंगे उतना ही ज्यादा बालिया हं
02003500001_chunk_051,और उतना ही ज्यादा आप लोगों को उत्पादन देखने को मिलेगा तो यह दूसरी जो चीज है,तोूसरी चता है,उसमें रहेंगी और उतना ही ज्यादा आप लोगों को उत्पादन देखने को मिलेगा तो यह दूसरी झोच,उमेंऔर उतना ही ज्यादा आप लोगों को उत्पादन देखने को मिलेगा तयह दरीै
02003500001_chunk_058,और कई किसान भाईयों को विश्वास नहीं होगा तो हम एक चीज बताना चाहेंगे,जाती है और कई किसान भाइयों कोई विश्वास नहीं होगा तो हम एक चीज ब,जाती है और कई किसान भयों को भी विश्वास नहीं होगा तो हम एक चीज,और कई किसान भाईयों को  विश्वास नहीं होगा तो हम एक ची है
02003500001_chunk_060,धान की पौध है या गेहूं की पौध है,धान की पौध है या गेहू की पौध है,देखते हैं धान की पौध है या गेहूं की,धान की पौध है या गेहूं ी है
02003500001_chunk_061,जब कोई जानवर उसे खा जाता है तो जो उसका ऊपरी विकास होता है,तो ज ख जा  वता है,पौध है जब कोई जान और उसे खा जाता है तो जो ऊप उसका ऊपरी भिकासो,जब कोई जानवर उसे खा जाता है तो जो ऊप उसका ऊपरी भी का है
02003500001_chunk_062,यह अवरोधित हो जाता है जिसकी वजह से आप लोग देखते होंगे तो उसके बगल से कल्ले ज्यादा निकलते हैं,यह अवरोधित हो जाता है जिसकी वजह से आप लोग देखते होंगे कि उसके बादगल से कलले जदा नहींकते हैं,होता है यह अवरोधित हो जाता है जिसकी वजह से आप लोग देखते होंगे किो उसके बागल से कल्ले ज्यादा न,यह अवरोधित हो जाता है जिसकी वजह से आप लोग देखते होंगे कि उसके बागल से कलले ज ा है
02003500001_chunk_063,तो अब आप लोग समझ सकते हैं कि अगर आप लोग पाटा लगाते हैं,तो अब आप लोग समझ सकते हैं कि अगर आप लोग पाटा लकते हैं,निकलते हैं तो अब आप लोग समझ सकते हैं कि अगर आप लुक पाटल,तो अब आप लोग समझ सकते हैं कि अगर आप लोग पा है
02003500001_chunk_064,तो आप लोगों को अपने धान की फसल में अवश्य रूप से जो कल्ले हैं,लगाते है तो आप लोगो को अपनी धान की फसल में आवश्य रूप ऐसी जो,लगाते हैं तो आप लोगों को अपने धान की फसल में अवश्य रूप से जुक,तो आप लोगों को अपने धान की फसल में आवश्य रूप से  ह है
02003500001_chunk_065,इनका विकास देखने को मिलेगा ये होगी दूसरी चीज जिसे आप अपने धान का उत्पादन बढ़ा सकते हैं,तो यह हो गई दूसरी चीज जिससे आप अपनेधान का उत्पादन ब़ा सते हैं बते है,कल्ले हैं इनका विकास देखने को मिलेगा तो ये होगी दूसरी चीज जिसे आप अपने धान का उत्पादन बढ़ासा,इनका विकास देखने को मिलेगा तो ये हो गई दूसरी चीज जिससे आप अपने धान का उत्पादन बढ़ा हं
02003500001_chunk_066,अब हम आते हैं तीसरी चीज जब आप लोग,सकते है अब हम आते है तीसरी चीज़ प जब आप लोग,सकते हैं अब हम आते हैं तीसरी चीज जब आप लोग,अब हम आते हैं तीसरी चीज जब आपो
02003500001_chunk_076,यह आप लोगों को अपने एक एकड़ के धान में पांच किलो से लेकर के दस किलो प्रति एकड तक प्रयोग करना चाहिए,यह आप लोगों को अपने एक एकड़ के धान में पांच किलो से लेकर के दस किलो प्रति एकड़ तक प्रयोग करता है,यह आप लोगों को अपने एक एकड़ के धान में पांच किलो से लेकरके दस किलो प्रतिएकड़ तक प्रयोग,यह आप लोगों को अपने एक एकड़ के धान में पांच किलो से लेकरके दस किलो प्रति एकड़ तक प्रयोग ग ह है
02003500001_chunk_077,इसे होता ये कि जो आपके खेत की क्षमता होती है,इससे होता यह है कि जो आपके खेत की क्षमताता है,करना चाहिए इसे होता ये है कि जो आपके खेत की क्षमता,इससे होता ये है कि जो आपके खेत की क्षमत ै
02003500001_chunk_078,यह काफी ज्यादा बढ़ जाती है,यह काफी ज्याद ब़ है,ा होती है यह काफी ज्यादा बढ़े,यह काफी ज्यादा है
02003500001_chunk_079,जिसकी वजह से जो आपके धान के कल्ले हैं,जिसकी वजह से जो आपके धान के है,जाती है जिसकी वजह से जो आपके धान के,जिसकी वजह से जो आपके धान हैं
02003500001_chunk_080,ये ज्यादा निकलते हैं धान की जो फसल है,्याधान की जो फलता है,कले हैं ये ज्यादा निकलते हैं धान की जो,ये ज्यादा निकलते हैं धान की  जो है
02003500001_chunk_081,ये काफी ज्यादा हरी भरी रहती है जिसकी वजह से जो आपका उत्पादन है,फसल है यह काफी ज्यादा हरी भरी रहती है जिसकी वजह जोता है,फसल है यह काफी ज्यादा हरीभरी रहती है जिसकी वजह से जो आपका,यह काफी ज्यादा हरी भरी रहती है जिसकी वजह से जो आपका हहै
02003500001_chunk_082,यह अच्छा निकल करके आता है लेकिन क्या सिर्फ जो सीवीड एक्सट्रेट है इसके उपयोग से ही ऐसा होता है,लेकिन क्या सिर्फ जो सीवीड एक्स्ट्रैक्ट है इसके उपयोग से ऐा होता है,उत्पादन है यह अच्छा निकलकल के आता है लेकिन क्या सिर्फ जो सीवीड एक्सट्रैक्ट है इसके उपयोग से ही ऐसा हो,उायह अच्छा निकल कलके आता है लेकिन क्या सिर्फ जो सीवीड एक्ट्रैक्ट है इसके उपयोग से ही सा है
02003500001_chunk_085,तकरीबन बीस पर्सेंट आप लोगों को उसमें यूरिया मिक्स करनी चाहिए,तकरीबन बीस परसेंट आप लोगों को उसमें यूरिया मिक्स करता है,सकते हैं तकरीबन बीस पर्सेंट आप लोगों को उसमें यूरियामिक्स िक,तकरीबन बीस पर्सेंट आप लोगों को उसमें यूरिया मिक हं
02003500001_chunk_086,जो आप टोटल खाद दे रहे है,तोते है,करनी चाहिए जो आप टोटल खाद्यदेर,जो आप टोटल खाद   े है
02003500001_chunk_090,और एक क्विंटल के करीब आप ले सकते हैं,तो कट है,सकते हैं और एक क्विंटल के करीब आप ले सकते हैं,और एक क्विंटल के करीब आप ले सकते हैं
02003500001_chunk_100,जो आपकी फसल को बूम दे देते हैं,तो फ बता है,शलफर है जो आपकी फसल को बूम देदे,जो आपकी फसल को बूम दे है
02003500001_chunk_101,तो अगर आप लोग पहली खाद उपयोग करने जा रहे है,तो अगर आप लोग पहली खाद उपयोग करने जा रहे हैं,देते हैं तो अगर आप लोग पहली खाद्य उपयोग करने जाने,तो अगर आप लोग पहली खाद् उपयोग करने ा है
02003500001_chunk_103,यह तीन ऐसी चीजें थीं जो अगर आप लोग अपनी धान की फसल में अप्लाई करते हैं,यह तीन ऐ चजें थी जो अप धान की फल में अपलाई करते है,सकते हैं तयह तीन ऐसी चीजें थी जो अगर आप लोग अपने धान की फसल में अप्लाई कर,तो यह तीन ऐसी चीजें थी जो अगर आप लोग अपने धान की फसल में एप्ला ं
02003500001_chunk_106,इसमें से कोई भी विधि अगर प्रयोग किए हैं,इसमें से कोई भी विधि अगर प्रयोग कर है,हे हैं इसमें से कोई भी विधि अगर प्रयोग की,इसमें से कोई भी विधि अगर प्रयोग हं
02003500001_chunk_114,जय जवान जय किसान जय विज्ञान,जय जवान जय किसान जय विज्ञान,यजवान जय किसान जैबिज्ञा,जय जवान जय किसान जैविज्ञान
02003680001_chunk_002,आज का विषय हैं,आज का विषय है,रआज का विषय है,आज का विषय है
02003680001_chunk_003,बैल आधारित कृषि,बैलाधारित कृषि,बहलादायित कृषि,बहल आधारित कृषि
02003680001_chunk_004,या,यार,ी या,
02003680001_chunk_005,गौवंश आधारित कृषि जैसा कि आप सभी लोग जानते हैं,गौवंश आधारित कृषि जैसा की आप सभी लोग जानते हैं,ा गवंश आधारित कृषि जैसा कि आप सभी लोग जानते हैं,गवंश आधारित कृषि जैसा कि आप सभी लोग जानते हैं
02003680001_chunk_006,कि सनातन संस्कृति में,कि सनातन संस्कृति में,की स्नातन संस्कृति में,की सनातन संस्कृति में
02003680001_chunk_007,भारतीय संस्कृति में,भारतीय संस्कृति में,भारतीय संस्कृति में,भारतीय संस्कृति में
02003680001_chunk_008,हम सभी लोग गाय को माँ का दर्जा देते आए,हम सभी लोग गाय को माँ का दर्जा देते आये,हम सभी लोग गाय को मां का दर्जा देते आए,हम सभी लोग गाय को मां का दर्जा देते आए
02003680001_chunk_010,तो गाय को मैंने मां माना है,तो गाय को मैंने मां माना है,तो गाय को मैने मां माना है,तो गाय को मैंने मा माना है
02003680001_chunk_011,इस धरती माता को जिसमे हम खेती करते हैं उसको मैं माता मानता हूँ,इस धरती माता को जिसमें हम खेती करते हैं उसको मैं माता मानता हूँ,इस धरती माता को जिसमें हम खेती करते हैं उसको मैं माता मानता हूँ,इस धरती माता को जिसमें हम खेती करते हैं उसको मैं माता मानता हूँ
02003680001_chunk_014,केवल बैल और गाय की बात करेंगे कि गाय और बैल का हमारे जीवन से हमारी कृषि से क्या रिश्ता है आज गांव में हम जो पलायन देख रहे,म केवल बैल और गाय की बात करेंगे की गाय और बैल का हमारे जीवन सेसी हमारी कृषि से क्या रिश्ता है आज गाँव में हम जो पलायन देख रहे हैं,ै केवल बैल और गाय की बात करेंगे कि गाय और बैल का हमारे जीवन से हमारी कृषि से क्या रिश्ता हैआज गांव में हम जो पलायन देख रहे हं,केवल बैल और गाय की बात करेंगे कि गाय और बैल का हमारे जीवन से हमारी कृषि से क्या रिश्ता है आज गांव में हम जो पलायन देख रहे हं
02003680001_chunk_016,आज वो भी बड़े बड़े शहरों में रोजी रोटी के लिए भटक रहे हैं बहुत सारे किसान,आज वो भी बड़े बड़े शहरों में रोजी रोटी के लिए भटक रहे है बहु किसान,े आज वो भी बड़ेबड़े शहरों में रोजीरोटी के लिए भटक रहेबहुत किसान,आज वो भी बड़ेबड़े शहरों में रोजी रोटी के लिए भटक रहे हैंा
02003680001_chunk_017,खेती में घाटा हो जाने की वजह से आत्महत्या कर रहे है,खेती में घाटा हो जाने की वजह से आत्महत्या कर रहे है,न खेती में घाटा हो जाने की वजह से आत्महत्या कर रहे,खेती में घाटा हो जाने की वजह से आत्महत्या कर रहे हैं
02003680001_chunk_018,इधर,इधर,इधार,इधर
02003680001_chunk_019,हमारी कृषि नीतियां हमारी सरकारें,र हमारी कृषि नीतियां हमारी सरकारें,र हमारी कृषि नीतियां हमारी सरकार हैं,हमारी कृषि नीतियां हमारी सरकार हैं
02003680001_chunk_020,किसानों को आमदनी,किसानों को आमदनी,ै किसानों को आमदनी,किसानों को आमदनी
02003680001_chunk_021,बढ़ाने की बात करती हैं कि किसानों की आय को कैसे दोगुना किया जाए,बढ़ाने की बात करती है की किसानो की आय को कैसे दोगुना किया जाए,ी बढ़ाने की बात करती हैं कि किसानों की आय को कैसे दोगुना किया जाए,बढ़ाने की बात करती है कि किसानों की आय को कैसे दो गुना किया जाए
02003680001_chunk_022,भारतीय प्राकृतिक कृषि पद्धति वर्तमान में,भारतीय प्राकृतिक कृषि पद्धति वर्तमान में,भारतीय प्राकृतिक कृषि पद्धति वर्तमान में,भारतीय प्राकृतिक कृषि पद्धति वर्तमान में
02003680001_chunk_023,एक आदरणीय पालेकर जी हैं उनकी,एक आदरणी पालेकर जी है उनकी,एक अधरणी पालेकर जी हैं उनकी,एक अदरडी पालेकर जी हैं उनकी
02003680001_chunk_026,लेकिन मुद्दा एक है,लेकिन मुद्दा एक है,ै लेकिन मुद्दा एक है,लेकिन मुद्दा एक है
02003680001_chunk_027,कि गाय के बारे में बैल के बारे में जो हमारी आम,कि गाय के बारे में बैल के बारे में जो हमारी आम है,ै कि गाय के बारे में बैल के बारे में जो हमारी आम,कि गाय के बारे में बैल के बारे में जो हमारी आम
02003680001_chunk_028,जनमानस की अवधारणा है,हम जनमानस की अवधारणा है,म जनमानस की अवधारणा है,जनमानस की अवधारणा है
02003680001_chunk_030,गाय के बारे में क्या सोचता है,गाय के बारे में क्या सोचता है,ि गाय के बारे में क्या सोचता है,गाय के बारे में क्या सोचता है
02003680001_chunk_031,हमें इस बात पर अध्ययन करना पड़ेगा,हमें इस बात पर अध्ययन करना पड़ेगा,हमें इस बात पर अध्यन करना पड़ेगा,हमें इस बात पर अध्यन करना पड़ेगा
02003680001_chunk_032,कि आज के,आज के,ा कि आज के,कि आज के
02003680001_chunk_033,एक हजार साल पूर्व,एक हजार साल पूर्व,े एकहजार साल पूर्व,एक हजार साल पूर ह
02003680001_chunk_034,हमारे देश में कहते हैं,हमारे देश में कहते हैं,हमारे देश में कहते हैं,हमारे देश में कहते हैं
02003680001_chunk_035,जो विदेशी लोग आक्रांता आए इस देश में शासन करने के लिए उन्होंने लिखा है कई लोगों ने,जो विदेशी लोग आक्रांता आय इस देश में शासन करने के लिए उन्होंने लिखा है कई लोगों ने,ें जो विदेशी लोग आक्रांता आए इस देश में शासन करने के लिए उन्होंने लिखा है कई लोगों ने,जो विदेशी लोग आक्रांता है इस देश में शासन करने के लिए उन्होंने लिखा है कई लोगों ने
02003680001_chunk_038,कि दूध और घी की कोई कमी नहीं थी फिर,की दूध और घी की कोई कमी नहीं थीि,ाकि दूध और घी की कोई कमी नहीं थी फिर,कि दूध और घी की कोई कमी नहीं थी फिर
02003680001_chunk_039,आज क्या हुआ,आज क्या हुआ,र आज क्या हुआ,आज क्या हुआ
02003680001_chunk_040,आज,आज,ा आज,आज
02003680001_chunk_041,एक,एक,्य एक,एक
02003680001_chunk_042,वीडियो में मैंने पहले बताया था कि आज इस देश का,एक वीडियो में मैंने पहले बताया था कि आज इस देश का,क वीडियो में मैंने पहले बताया था कि आज इस देश का,वीडियो में मैंने पहले बताया था कि आज इस देश का
02003680001_chunk_045,घी ऐसा कुछ यूज कर रहे हैं ये जो मेरा आज का विषय है वो किसानों की,घी ऐसा कुछ उसे कर रहे हैं यहे जो मेरा आज का विषय है वो किसानों की,क घी ऐसा कुछ यूज कर रहे हैंये जो मेरा आज का विषय है वो किसानों की,घी ऐसा कुछ यूज कर रहे हैं ये जो मेरा आज का विषय है वो किसानों की
02003680001_chunk_049,किसान के बेटे हैं,किसान के बेटे हैं,े किसान के बेटे हैं,किसान के बेटे हैं
02003680001_chunk_050,अगर वो चालीस साल पचास साल पहले का इतिहास देखते हैं,अगर वो चालीस साल पचास साल पहले का इतिहास देखते हैं,अगर वो चालीस साल पचास साल पहले का इतिहास देखते है,अगर वो चालीस साल पचास साल पहले का इतिहास देखते हैं
02003680001_chunk_051,तो पहले गांव में,तो पहले गांव में,ै तो पहले गांव में,तो पहले गांव में
02003680001_chunk_052,बेरोजगारी ये जो शब्द आया है न आज नया बेरोजगारी,बेरोजगारी ये जो शब्द आया न आज नयाया बेरोजगारी,े बेरोजगारी ये जो शब्द आया न आज नया न बेरोजगारी,बेरोजगारी ये जो शब्द आया ह ना आज नया न बेरोजगारी
02003680001_chunk_053,हमारे गांव व की संस्कृति इतनी सशक्त थी,हमारे गांव की संस्कृति इतनी सशक्त थी,हमारे गांव की संस्कृति इतनी सशक्त थी,हमारे गांव की संस्कृति इतनी सशक्त थी
02003680001_chunk_054,कि कोई भी व्यक्ति बेरोजगार नहीं था गांव में दो तीन परिवार नाई होते थे कुम्हार होते थे कहार होते थे धोबी होते थे,की कोई भी व्यक्ति बेरोजगार नहीं था गाँव में दो तीन परिवार नाई होते थे कुम्हार होते थे कहार होते थे धोबी होते थे,कि कोई भी व्यक्ति बेरोजगार नहीं था गांव में दोतीन परिवार नाी होते थे कुमहार होते थे कहार होते थे धोबी होते थे,कि कोई भी व्यक्ति बेरोजगार नहीं था गांव में दो तीन परिवार नाई होते थे कुमहार होते थे कहार होते थे दोभी होते थे
02003680001_chunk_055,जुलाहे होते थे दर्जी होते थे,जुलहे होते थे दर्जी होते थे,े जुलाहे होते थे दर्जी होते थे,जुलाए होते थे दर्जी होते थे
02003680001_chunk_057,हमारा गांव लगभग लगभग स्वावलम्बी था,हमारा गाँव लगभगलगभग स्वावलमबी था,र हमारा गॉँव लगभग लगभग स्वावलम्बी था,हमारा गाँव लगभग लगभग स्वाव लंबी था
02003680001_chunk_058,लेकिन वर्तमान में,लेकिन वर्तमान में,ा लेकिन वर्तमान में,लेकिन वर्तमान में
02003680001_chunk_060,गांव के,गांव के,गांव के,गांव के
02003680001_chunk_061,बहुत सारे बड़े किसान,बहुत सारे बड़े किसान है,े बहुत सारे बड़े किसान,बहुत सारे बड़े किसान
02003680001_chunk_062,तो गांव छोड़ करके आसपास के कस्बों में चले गए,तो गाँव छोड़ कर के आसपास के कस्बों में चले गये,न तो गांव छोड़ करके आसपास के कस्बों में चले गे,तो गांव छोड़ करके आसपास के कस्बों में चले गए
02003680001_chunk_063,जिन परिवारों के,जिन परिवारों के,ै जिन परिवारों के,जिन परिवारों के
02003680001_chunk_064,जिन परिवारों में एकाद बच्चा कोई नौकरी में आ जाता वो परिवार भी गांव छोड़ करके चला जा रहा है,जिन परिवारों में एक आध बच्चा कोई नौकरी में आ जाता है वह परिवार भी गाँव छोड़ कर के चला जा रहा है,जिन परिवारों में एकआबच्चा कोई नौकरी में आ जाता वो परिवार भी गांव छोड़ करके चला जा रहा है,जिन परिवारों में एक आद बच्चा कोई नौकरी में आ जाता  वो परिवार भी गांव छोड़ करके चला जा रहा है
02003680001_chunk_065,और गांव में,अब गाँव में,ए औ गांव में,और गांव में
02003680001_chunk_066,पशुपालन का धंधा बिल्कुल चौपट,पशुपालन का धंधा बिल्कुल चौपट है,पशुपालन का धंधा बिल्कुल चौपट़,पशुपालन का धंदा बिल्कुल चौप
02003680001_chunk_067,विषय,विषय है,पविषय,विषय
02003680001_chunk_068,गौवंश आधारित कृषि का है जो खेती में जो नाना प्रकार की समस्याएं हैं उनका इतिहास बता रहा हूं कि आज,गौवंश आधारित कृषि का है की आज जो खेती में जो नान प्रकार की समस्याएं हैं उनका इतिहास बता रहा हूँ की आज,गौवंश आधारित कृषि का कि आज जो खेती में जो नाना प्रकार की समस्याएं हैं उनका इतिहास बता रहा हूं कि आज,गवंश आधारित कृषि का है कि आज जो खेती में जो नाना प्रकार की समस्याएं हैं उनका इतिहास बता रहा हूं कि आज
02003680001_chunk_069,किसान की समस्या हो,किसान की समस्या हो,किसान की समस्या हो,किसान की समस्या हो
02003680001_chunk_070,फसल उत्पादन की समस्या हो बढ़ती उत्पादन लागत की समस्या ओं कीट की समस्या ओ बीमारियों की बात हो,फसल उत्पादन की समस्या हो बढ़ती उत्पादन लागत की समस्या हो कीट की समस्या हो बीमारियों की बात हो,फसल उत्पादन की समस्या हो बढ़ती उत्पादन लागत की समस्या ओ कीट की समस्या ओ बीमारियों की बात हो,फसल उत्पादन की समस्या हो बढ़ती उत्पादन लागत की समस्या हो कीट की समस्या हो बीमारियों की बात हो
02003680001_chunk_071,गांव से पलायन की बात हो शहरों में बढ़ती बेरोजगारी की बात हो,गांव से पलायन की बात हो शहरों में बढ़ती बेरोजगारी की बात हो,गांव से पलायन की बात हो शहरों में बढ़ती बेरोजगारी की बात हो,गांव से पलायन की बात हो शहरों में बढ़ती बेरोजगारी की बात हो
02003680001_chunk_072,हर समस्या कहीं न कहीं इस बात से रिलेट करती है,बा हर समस्या कहीं न कहीं इस बात से रिलेट करती है,ो हर समस्या कहीं न कहीं इस बात से रिलेट करती है,हर समस्या कहीं न कहीं इस बात से रिलेट करती है
02003680001_chunk_073,कि अब मैंने हमारी जो प्राचीन कृषि संस्कृति थी वो हमने स्वयं बर्बाद कर दी एक किसान जिसके पास चार एकड़ जमीन है तीन एकड़ जमीन है,कि अब हमारी जो प्राचीन कृषि संस्कृति थी वह हमने स्वयं बर्बाद कर दी है एक किसान जिसके पास चार एकड़ जमीन है तीन एकड़ जमीन है,ै कि अब मैंने हमारी जो प्राचीन कृषि संस्कृति थी वो हमने स्वयं बर्बाद कर दीएक किसान जिसके पास चार एकड़ जमीन है तीन एकड़ जमीन है,कि अब हमैंने हमारी जो प्राचीन कृषि संस्कृति थी वो हमने स्वयं बरबात कर दी है एक किसान जिसके पास चार एकड़ जमीन है तीन एकड़ जमीन है
02003680001_chunk_074,वो एक जोड़ी बैल रखता था,वह एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था,वो एक जोड़ी बैल रखता था
02003680001_chunk_075,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वय कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सारा स्वयं कर लेता था,अपने उसके निजी बैल थे और चूंकि तीन एकड़ जमीन थी तो वह किसान अपनी खेती स्वयं कर लेता था यानीि बैलों से खेतों की जुताई बुआई का काम सारा स्वयं कर लेता था,अपने उसके निजी बैल थे और जुकी तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयं कर लेता था यानि बैलों से खेतों की जोताई बुआई का काम सरस स्वयं कर लेता था,अपने उसके निजी बैल थे और चुंकि तीन एकड़ जमीन थी तो वो किसान अपनी खेती स्वयंम कर लेता था यानि बैलों से खेतों की जुताई बुआई का काम सारा स्वयं कर लेता था
02003680001_chunk_076,गांव में जो दस एकड़ बाहर एकड़ पन्द्रह एकड के किसान थे,गांव में जो दस एकड़ बारह एकड़ पन्द्रह एकड़ के किसान थे,गांव में जो दस एकड़ बह एकड़ ंद्रह एकड़ के किसान थे,गांव में जो दस एकड़ बारह एकड़ पंद्रह एकड़ के किसान थे
