One_Shot_Input,One_Shot_Response,Two_Shot_Input,Two_Shot_Response,Three_Shot_Input,Three_Shot_Response,Four_Shot_Input,Four_Shot_Response,Five_Shot_Input,Five_Shot_Response,Six_Shot_Input,Six_Shot_Response,Seven_Shot_Input,Seven_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
धार्मिक संस्कार",धार्मिक संस्कार,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भारत की संस्कृति",भारत की संस्कृति,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कला",है ना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
धार्मिक",धार्मिक,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पूजा",पूजा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जात",चार परसेंट,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भाषा",हाँ सर,संस्कृति संस्कार,संस्कृति संस्कार,संस्कृति संस्कार
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ अगर देखा जाए पचास किलो से एक कुंटल तक कोई पचास कुंटल साठ कुंटल या",हाँ अगर देखा जाए पचास किलो से एक कुंटल तक कोई पचास कुंटल साठ कुंटल या,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और पचास चल गया",और पचास चल रहे हैं आम,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पचास चाहिए",पचास चाहिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पचास पैंतालीस लाख में और मकान बनाया हो तो",पचास पैंतालिस लाख में और मकान बनाया हो तो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सो अच्छे रहेंगे पचास लड़किया पचास लड़के",सौ बच्चे रहेंगे पचास लड़कियाँ पचास लड़के,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और पचास मद का गुल्की",और पचास मटका कुल्फ़ी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
कु्वंटल कैसे है",कुंटल कैसे हैं,उसके पहले पचास कुंटल वाली हुई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली होई थी तो पचास कुंटल हुआ था क्या,उसके पहले पचास कुंटल वाली थी तो पचास कुंटल हुआ था क्या
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तीन चीज़ें हटा दो",तीन चीज़ें हटा दो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ तीनों मिल जाएंगे",हाँ तीनों मिल जाएंगी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हम तीन कारों से आएंगे आपके पास",हम तीन कारों से आएंगे आपके पास,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बजर आपकी पाँच कट्टे लगेंगे",बजरी आपकी पाँच कट्टे लगेंगे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वहाँ जाएंगे फिर बहुत जगह जाएंगे तीन चार जगह जाएंगे",वहाँ जाएंगे फिर बहुत जगह जाएंगे तीन चार जगह जाएंगे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बंदनवारार में आपके पाँच किलो लग जाएंगे",बंदरबार में आपके पाँच किलो लग जाएंगे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तीन एक एक",तीन एक एक,चकबंदी के नाम पर तुम्हारे तीन जगह जगहै वो एक जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह चक हैं और एक जगह कर देंगे,चकबंदी के नाम पर तुम्हारे तीन जगह जगह वो एक जगह कर देंगे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उसके मतलब मेरे भा सोचने का तरीका",उसके मतलब मेरे भा सोचने का तरीका,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या क्या है इसके अलावा बताइए",क्या क्या है इसके अलावा बताइए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बताइए कुछ",बताइए कुछ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बताइए देख",बताइए दे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आप बताओ आपको कैसी बनवानी है",आप बताओ आपको कैसी बनवानी है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अचा औरर कुछ",अच्छा और कुछ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मुझे ये बताओ आप",तो मुझे ये बताओ आप,इसके अलावाा बताओ मित्रचरा कायदे से सोचना,इसके अलावा आप बताओ मित्र जरा कायदे से सोचना,इसके अलावा बताओ मित्रता को कायदे से सोचना
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ जी हमारे पास रोज़ाना बीस से इक्कीस घंटे बिजली आती है बिजली कटौती के विभिन्न कारण कभी कभी मौसम परिवर्तन होने की वजह से ही बरसात आ जाती है तो इस प्रकार बिजली नहीं आ पाती बारिश में और ज़्यादा तेज हवाा चलती है आंधी",हाँ जी हमारे पास रोजाना बीस से इक्कीस घंटे बिजली आती है बिजली कटौती के विभिन्न कारण है कभी कभी मौसम परिवर्तन होने के वजह से बरसात आ जाती है तो इस प्रकार बिजली नहीं आ पाती बारिश में और ज़्यादा तेज हवा चलती है आंधी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पूरे दिन में अगर बात की जाए हमें मतलब पानी की तो पानी की आवश्यकता बहुत ही ज़्यादा होती है हमारे शरीर के लिए पानी के पानी नहीं य तो जीवन ही नहीं है",पूरे दिन में अगर बात किया जाए हमें मतलब पानी की तो पानी की आवश्यकता बहुत ही ज़्यादा होती है हमारे शरीर के लिए पानी के पानी नही है तो जीवन ही नहीं है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हर चीज़ में ही पानी के उपयोग करना है कोई ऐसा चीज़ नहीं है जिसमें पानी का उपयोग न किया जाए तो थोड़ा क्योंकि मात्रा में चाहे ज़्यादा मात्रा में लेकिन पानी की आवश्यकता तो बहुत ज़्यादा ही है हमारे जीवन में कुछ जल ही जीवन है जल के बिना कोई जीवन नहीं है",हर चीज़ में ही पानी के उपयोग करना है कोई ऐसा चीज़ नहीं है जिसमें पानी के उपयोग न किया जाए तो थोड़ा की मात्रा में चाहे ज़्यादा मात्रा में लेकिन पानी की आवश्यकता तो बहुत ज़्यादा ही है हमारे जीवन में जल ही जीवन है जल के बिना कोई जीवन नहीं है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
धूप ले सकें सूर्य का प्रकाश पूरा प्राप्त कर सकें अपना भोजन बना सकें और उसके लिए हम लोग खाद्य का भी उपयोग करते हैं",धूप ले सकें सूर्य का प्रकाश पूरा प्राप्त कर सकें अपना भोजन बना सकें और उसके लिए हम लोग खाद का भी उपयोग करते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बारिश में ठंडा मौसम रहता है धूप नहीं निकलती है ठंडा ठंडी ठंडी चीज़ें रहती है बहुत अच्छा लगता है",बारिश में ठण्‍डा मौसम रहता है धूप नहीं निकलती है ठण्‍डक ठंडी ठंडी चीज़ें रहती है बहुत अच्‍छा लकता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खेती बाड़ी में पानी की मोटर है बिजली के बिना पानी नहीं निकलता आज के समय में पहले तो इंजन चलते थे डीजल वाले अभी इंजन बंद हैं बिजली का ही उपयोग किया जाता है खेतों में भराने के लिए लाइट की ज़रूरत पड़ती है खेतों में बलब उजाला करने के लिए काफ़ी चीज़ें हैं जो हमें बिजली के बिना नहीं कर सकते",खेती बाड़ी में पानी की मोटर है बिजली के बिना पानी नहीं निकलता आज के समय में पहले तो इंजन चलते थे डीज़ल वाले अभी इंजन बंद है बिजली का ही उपयोग किया जाता है खेतों में भराने के लिए लाइट की जरूरत पड़ती है खेतों में बल्ब उजाला करने के लिए काफ़ी चीज़ें हैं जो हम बिजली के बिना नहीं कर सकते,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारी जो आजजीविका है वो बिजली पर निर्भर नहीं है क्योंकि हम बिजली ज़रूरी है लेकिन जीविका जो है हमारी कंपनी से चलती है जो हम लोग को रोज़गार देती है लेकिन बिजली जीवन के लिए बहुत ही ज़्यादा ज़रूरी है क्योंकि हर चीज़ें जो हैी बिजली के उपयोग से ही संभव है",हमारे जो आजीविका है वो बिजली पर निर्भर नहीं है क्योंकि हम बिजली जरूरी है लेकिन जीविका जो है हमारी कंपनी से चलती हैं जो हम लोग को रोजगार देती हैं लेकिन बिजली जीवन के लिए बहुत ही ज़्यादा जरुरी है क्योंकि हर चीज़ें जो है जो बिजली के उपयोग से ही संभव है,वायु दिन में इक्कीस हजार बार स्वांस लेते हैं अगनी सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछो पानी जिंदगानी है सब्चीए कहानी है,वायु दिन में इक्कीस हजार बार सांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सच्ची ये कहानी है,वायु दिन में इक्कीस हजार बार स्वांस लेते हैं अग्नि सूरज की रोशनी का कारोबार सारा कारोबार सूरज की रोशनी से चल रहा है पानी की बदौलत कुछ पानी जिंदगानी है सबकी ये कहानी है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और वो",और वह,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और वह",और वह,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ये बात है",ये बात है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो है हम",तो सर हम,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और ऐसा",और ऐसा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और है",अच्छा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और मतलब",हाँ मतलब,और येहै मनुष,और यह मनुष्य,और यह है मनुष्य
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और",हाँ और,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तथा",तथा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एवं",एवम,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
या",या,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तथा और",तथा और,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और फिर",और फिर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो",तो,और,और,और
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा और वो दवाई आपने मतलब किसी डॉक्टर से पूछ कर ली थी या आपने खुद से ही ले ली थी",अच्छा और वह दवाई आपने मतलब किसी डॉक्टर से पूछ कर ली थी या आपने ख़ुद से ही ले ली थी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
या तो आपने खाना भारी खाया होगा कोई उसकी वजह से हो सकता है",या तो आपने खाना बाहर ही खाया होगा कोई उसकी वजह से हो सकता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और आपने अपनी सब्जी तोड़ी और किसी और को दे दिए",और आपने अपनी सब्जी तोड़ी और किसी और को दे दिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी आपने सगे संबंधियों से पहुँच ल कहीं किसी को मिला हो या फिर किसी ने मज़ाक किया हो आपके साथ",जी आपने सगे संबंधियों से पूछ लिया कहीं किसी को मिला हो या फिर किसी ने मजाक किया हो आपके साथ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
चना है इत्यादि फ़सलें हैं जो इनको हम उगाते हैं और वो काफ़ी हमें सहायता भी मिलती हैं उनसे",चना है इत्यादि फ़सले हैं जो इनको हम उगाते हैं और वो काफ़ी हमें सहायता भी मिलती है उनसे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ब देखिए वो आपका मटर आप कहाँ से वर्कर लाते हैं कैसा लाते हैं तो आपका फसनल अनुभव है आप सब जानते हैं",आप देखिए वो आपका मेटर आप कहाँ से वर्कर लाते हैं कैसा लाते हैं तो आप आपका पर्सनल अनुभव है आप सब जानते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आपने खुद ने खोला है वो बंच कपड़ों का या घर में किसी और ने खोला है",आपने खुद ने खोला है वो बंच कपड़ों का या घर में किसी और ने खोला है,अच्छा आपने जिमी कंद की खेती किसी को देख कर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमि कंद की खेती किसी को देखकर के स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था,अच्छा आपने जिमी कंद की खेती किसी को देखकर स्टार्ट की थी या कहीं से प्रशिक्षण आपको प्राप्त हुआ था
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैं गितेंदर बोल रहा हूँ",हाँ मैं जितेंदर बोल रहा हूँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
गुलाब के गेंदा के",गुलाब के गेंदा के,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मध्य भारत में गोंड आदिवासी समुदाय की एक प्रसिद्ध लोककथा है ये",मध्य भारत में गौड़ आदिवासी समुदाय की एक प्रसिद्ध लोक कथा है ये,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और काजू बतली है",और काजू कतली है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
गाजी आबाद गजीपुर",गाज़ियाबाद गाज़ीपूर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा और ये गाजर",अच्छा और ये गाजर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ एक पावरबोर्ड गीज़र वाला",हाँ एक पावर बोर्ड गीज़र वाला,ये जो गजंद्रा प्रजात का जीमीकंद है,ये जो गजंद्र प्रजाति का जीमीकंद है,ये जो गजेंद्र प्रजात का जीमीकंद है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तब पौधा लगाते हैं",तब पौधा लगाते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बीज होता है बीज बहुत अच्छी बीज होते हैं जो अपने लिए",तो बीज होता है बीज बहुत अच्छी बीज होते हैं जो अपने लिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो आप उसको सही करवाइए",तो आप उसको सही करवाइये,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो क्या आप खाना भिजवा सकते हैं",तो क्या आप खाना भिजवा सकते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो आप कितना लेंगी",तो आप कितना लेंगी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
के द्वारा हम खेती को जोत सकते हैं खेत को उसमें बीज भी डाल सकते हैं",के द्वारा हम खेती को जोत सकते हैं खेत को उसमें बीज भी डाल सकते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जिससे कि बीज अच्छे से लग जाए उसके बाद जब बीज लग जाता है और वो अंकुरित हो जाता है तो",जिससे कि बीज अच्छे से लग जाए उसके बाद जब बीज लग जाता है और वोह अंकुरित हो जा ता है तो,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे,तो बीज को उपचारित कैसे करेंगे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नहीं",नहीं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हँ",हाँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
न",नहीं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ब",ये,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ना",ना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी",जी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
व",हाँ,,हाँ,
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या है",क्या सर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो",जो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
है",है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो कि",जो कि,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या था",क्या सर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या",क्या,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
होगा",होगा,जो है,और जो है,जो है
