Hypothesis,Ground Truth,Response
हिंदू धर्म में किम बदंती कहती है कि लेवनिया एक दो व्यक्ति आत्मा है,हिंदू धर्म में किम्वदंती कहती है कि लेवेन्या एक दो व्यक्ति आत्मा है,हिंदू धर्म में किम बदंती कहती है कि लेविनिया एक दो व्यक्तियों की आत्मा है।
एलेक्सा क्या मुझे आज छत्री चाहिए,एलेक्सा क्या मुझे आज छतरी चाहिए,"एलेक्सा, क्या मुझे आज छत्री चाहिए?"
मुझे आज क्या देखना चाहिए,मुझे आज क्या देखना चाहिए,मुझे आज क्या देखना चाहिए
मुझे प्राप्त एक पैकेट चीिको बेबी सॉफ्ट रिलैक्स टीथर के ऑर्डर में मात्रा सही नहीं है,मुझे प्राप्त एक पैकेट चीको बेबी सॉफ्ट रिलैक्स टिथर के ऑर्डर में मात्रा सही नहीं है,मुझे प्राप्त एक पैकेट चीकू बेबी सॉफ्ट रिलैक्स टीथर के ऑर्डर में मात्रा सही नहीं है।
डेटॉल शेविंग क्रीम और फ़ैकलमैन री यूजेबल प्लास्टिक सीलिंग क्लिप दिए गए मेरे उत्पादों की डिलिवरी समय से दो घंटे देर से आए हैं,डेटॉल शेविंग क्रीम और फैकेलमैन रियूज़बल प्लास्टिक सीलिंग क्लिप दिए गए मेरे उत्पादों की डिलीवरी समय से दो घंटे देर से आए हैं,डेटॉल शेविंग क्रीम और फ़ैकलमैन की री यूजेबल प्लास्टिक सीलिंग क्लिप दिए गए मेरे उत्पादों की डिलीवरी समय से दो घंटे देर से आई है।
सत्ताईस दस दो हज़ार बाईस को घर का रखरखाव भुगतान के लिए रिमाइंडर लगाएँ,सत्ताईस दस दो हज़ार बाईस को घर का रखरखाव भुगतान के लिए रिमाइंडर लगाएँ,सत्ताईस दिसंबर दो हजार बाईस को घर के रखरखाव के भुगतान के लिए रिमाइंडर लगाएँ
टोकन युक्त भुगतानों के लिए मेरा बरोदा यू पी बैंक क्रेडिट कार्ड कार्ड पंजीकृत करने के लिए क्यू आर कोड को स्कैन करें,टोकनयुक्त भुगतानों के लिए मेरा बरोदा यूपी बैंक क्रेडिट कार्ड कार्ड पंजीकृत करने के लिए क्यूआर कोड को स्कैन करें,टोकन युक्त भुगतानों के लिए मेरा बरोदा यू.पी. बैंक क्रेडिट कार्ड पंजीकृत करने के लिए क्यूआर कोड को स्कैन करें।
मुझे फ्यरा जोलडॉन गोलियाँ खरीदना चाहता था मेरे मौजूदा स्थान के नज़दीक कौन सा मेडिकल स्टोर है,मुझे फ्युराज़ोलिलॉन गोलियाँ ख़रीदना चाहता था मेरे मौजूदा स्थान के नज़दीक कौन सा मेडिकल स्टोर है,मुझे फियरज़ोन गोलियाँ खरीदनी थीं। मेरे मौजूदा स्थान के नज़दीक कौन सा मेडिकल स्टोर है?
क्या मैं हगली ज़िला में अपने मौजूदा स्थान के नज़दीकी ई एस आई सी केंद्रों के बारे में जान सकता हूँ,क्या मैं हुगली ज़िला में अपने मौजूदा स्थान के नज़दीकी ईएसआईसी केंद्रों के बारे में जान सकता हूँ,क्या मैं हगली जिला में अपने मौजूदा स्थान के निकटता के ईएसआईसी केंद्रों के बारे में जान सकता हूँ?
पीछे,पीछे,पीछे
सीखो,सीखो,सीखो।
तिरसठ,तिरसठ,तिरसठ
पछत्तर,पचहत्तर,पचहत्तर
छियासी,छियासी,छियासी
एक सौ तेरह,एक सौ तेरह,एक सौ तेरह
पाँच सौ छत्तीस,पाँच सौ छत्तीस,पांच सौ छत्तीस
पर्णिया,पूर्णिया,पर्णिया
किशनगंज,किशनगंज,किशनगंज
सििवान,सिवान,सिवान
गोपालगंज,गोपालगंज,गोपालगंज
कटिहार,कटिहार,कटिहार
आंध्र प्रदेश,आंध्र प्रदेश,आंध्र प्रदेश
पंजाब,पंजाब,पंजाब
राजस्थान,राजस्थान,राजस्थान
महाराष्ट्र,महाराष्ट्र,महाराष्ट्र
मेघालय,मेघालय,मेघालय
मेरी एक सफलता जिसके लिए मैं बहुत ही गर्वानवित महसूस करता हूँ वो है जब मुझे भारतीयवाई सेना में एक पायरट के तौर पर चुना गया,मेरी एक सफलता जिसके लिए मैं बहुत ही गर्वान्वित महसूस करता हूँ वो है जब मुझे भारतीय वायुसेना में एक पायलट के तौर पर चुना गया,"मेरी एक सफलता जिसके लिए मैं बहुत गर्वित महसूस करता हूँ, वो है जब मुझे भारतीय सेना में एक पायलट के तौर पर चुना गया।"
वो मेरे लिए सबसे महत्वपूर्ण सफलता रही है,वो मेरे लिए सबसे महत्वपूर्ण सफलता रही है,वो मेरे लिए सबसे महत्वपूर्ण सफलता रही है।
मुझे धर्मवीर भारती जी की गुनाहों का देवता बहुत अच्छी लगती है उससे मैं बार बार पढ़ता हूँ उस का कारण यह है कि उसमें जिस प्रकार से समाज का चित्रण किया गया है जिस प्रकार से,मुझे धर्मवीर भारती जी की गुनाहों का देवता बहुत अच्छी लगती है उसे मैं बार बार पढ़ता हूँ उसका कारण यह है कि उसमें जिस प्रकार से समाज का चित्रण किया गया है जिस प्रकार से,"मुझे धर्मवीर भारती जी की ""गुनाहों का देवता"" बहुत अच्छी लगती है। मैं उसे बार-बार पढ़ता हूँ। उसका कारण यह है कि उसमें जिस प्रकार से समाज का चित्रण किया गया है, जिस प्रकार से..."
आपसी संबंधों का वर्णन किया गया है वह मुझे मेरे दिल को बहुत छूता है मैं जरूर चाहूँगा कि इस किताब,आपसी संबंधों का वर्णन किया गया है वह मुझे मेरे दिल को बहुत छूता है मैं ज़रूर चाहूंगा कि इस किताब,"आपसी संबंधों का वर्णन किया गया है, वह मुझे मेरे दिल को बहुत छूता है। मैं जरूर चाहूँगा कि इस किताब का भी अध्ययन करूँ।"
आ के ऊपर एक फ़िल्म बने और उसे मैं देखूँ,के ऊपर एक फ़िल्म बने और उसे मैं देखूँ,आके ऊपर एक फ़िल्म बने और उसे मैं देखूं।
अगर बिहार राज्य के बारे में बात किया जाए तो हिंदू और इसलाम धर्म जो है वह प्रमुख धर्म है लेकिन उसके अलावा ईसाई और सिख धर्म भी हैं और जैन धर्म भी हैं बहुत कम मात्रा में,अगर बिहार राज्य के बारे में बात किया जाए तो हिन्दू और इस्लाम धर्म जो है वह प्रमुख धर्म है लेकिन उसके अलावा ईसाई और सिख धर्म भी है और जैन धर्म भी हैं बहुत कम मात्रा में,"अगर बिहार राज्य के बारे में बात की जाए तो हिंदू और इस्लाम धर्म प्रमुख धर्म हैं, लेकिन इसके अलावा ईसाई, सिख और जैन धर्म भी हैं, हालाँकि जैन धर्म की संख्या बहुत कम है।"
य सब धर्म आपस में बहुत ही सुहारद्रपूर्ण तरीके से रहते हैं एक दूसरे,ये सब धर्म आपस में बहुत ही सौहार्दपूर्ण तरीके से रहते हैं एक दूसरे,यह सब धर्म आपस में बहुत ही सुहार्दपूर्ण तरीके से रहते हैं एक दूसरे के साथ।
के भावनाओं का सम्मान करते हैं और एक दूसरे के साथ मिल कर जीवन व्यतीत करते हैं इस प्रकार एक सहभागता के साथ जो है ये धर्म आपस में रहते हैं,के भावनाओं का सम्मान करते हैं और एक दूसरे के साथ मिलकर जीवन व्यतीत करते हैं इस प्रकार एक सहभागिता के साथ जो है ये धर्म आपस में रहते हैं,"के भावनाओं का सम्मान करते हैं और एक दूसरे के साथ मिलकर जीवन व्यतीत करते हैं। इस प्रकार एक सहभागिता के साथ जो है, ये धर्म आपस में रहते हैं।"
बहुत लोग अब अपना व्यवसाय कृषि को छोड़कर कुछ और चुनते हैं लेकिन कृषि जो है वह बहुत ज़रूरी है क्योंकि अगर हम,बहोत लोग अब अपना व्यवसाई कृषि को छोड़ कर कुछ और चुनते हैं लेकिन कृषि जो है वह बहोत ज़रूरी है क्योंकि अगर हम,बहुत से लोग अब अपना व्यवसाय कृषि को छोड़कर कुछ और चुनते हैं लेकिन कृषि जो है वह बहुत ज़रूरी है क्योंकि अगर हम
अन नहीं उपजाएंगे तो फिर हम क्या खाएंगे इसलिए बहुत ज़रूरी है कि हम किसी की ओ ध्यान दें और भी व्यवसाय हैं लेकिन कृषि प्रमुख है और उसको प्रमुखता सही देखा जाना चाहिए,अन्न नहीं उपजाएंगे तो फिर हम क्या खाएंगे इसलिए बहोत ज़रूरी है कि हम कृषि की ओर ध्यान दें और भी व्यवसाय हैं लेकिन कृषि प्रमुख है और उसको प्रमुखता से ही देखा जाना चाहिए,"अगर नहीं उपजाएंगे तो फिर हम क्या खाएंगे? इसलिए बहुत ज़रूरी है कि हम किसी की ओर ध्यान दें। और भी व्यवसाय हैं, लेकिन कृषि प्रमुख है और उसको प्रमुखता सही से देखा जाना चाहिए।"
क्योंकि कृषि के ऊपर ना केवल घर चलता है किंतु बहुत सारा जो बाज़ार है वह भी उस पर निर्भर है,क्योंकि कृषि के ऊपर न केवल घर चलता है किन्तु बहोत सारा जो बाज़ार है वह भी उस पर निर्भर है,क्योंकि कृषि के ऊपर न केवल घर चलता है बल्कि बहुत सारा जो बाजार है वह भी उस पर निर्भर है।
पंद्रह सौ अठहत्तर में पर्तगालियों ने ंभीरान वनक्कम नामक एक तामिल पुस्तक पुरानी तमिल लिपि में प्रकाशित की जिससे तमिल मुद्रित और प्रकाशित होने वाली पहली भारतीय भाषा बन गई,पंद्रह सौ अठहत्तर में पुर्तगालियों ने थंबीरान वनक्कम नामक एक तामिल पुस्तक पुरानी तमिल लिपि में प्रकाशित की जिससे तमिल मुद्रित और प्रकाशित होने वाली पहली भारतीय भाषा बन गई,पंद्रह सौ अठहत्तर में पुर्तगालियों ने 'भीरण वनक्कम' नामक एक तमिल पुस्तक पुरानी तमिल लिपि में प्रकाशित की जिससे तमिल मुद्रित और प्रकाशित होने वाली पहली भारतीय भाषा बन गई।
वे हैई लिब्रो केवल एक व्यक्ति की सेवा कर सकता है उन सभी लोगों की नहीं जिनके लिए वह अंदर जाता है,वे है लिबरो केवल एक व्यक्ति की सेवा कर सकता है उन सभी लोगों की नहीं जिनके लिए वह अंदर जाता है,"वे यह लिब्रो केवल एक व्यक्ति की सेवा कर सकता है, उन सभी लोगों की नहीं जिनके लिए वह अंदर जाता है।"
कृपया इस हफ़्ते के मौसम का पूर्वानुमान दो,कृपया इस हफ़्ते के मौसम का पूर्वानुमान दो,कृपया इस हफ्ते के मौसम का पूर्वानुमान बताएं।
उस गाने का नाम क्या है,उस गाने का नाम क्या है,उस गाने का नाम क्या है
क्या पाँच सौ ग्राम मूज़ ऑर्गेनिक पीनट चिली सोया पनीर की कीमत आठ सौ रुपये से ज़्यादा है,क्या पाँच सौ ग्राम मूज ऑर्गेनिक पीनट चिली सोया पनीर की कीमत आठ सौ रुपये से ज़्यादा है,क्या पाँच सौ ग्राम मूंग ऑर्गेनिक पीनट चिली सोया पनीर की कीमत आठ सौ रुपये से ज़्यादा है?
मेरी भुगतान स्थिति सफल दिखती है हालांकि डाबर हाटमला क्रिएटिव स्पेस कागज़ के रिवि्ंद और हर्शीज स्ट्रॉबेरी सिरप वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है,मेरी भुगतान स्थिति सफल दिखती है हालाँकि डाबर हाजमोला क्रिएटिव स्पेस कागज़ के रिबिन और हर्षिश स्ट्रॉबेरी सिरप वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है,मेरी भुगतान स्थिति सफल दिखती है हालांकि डाबर हाटमाला क्रिएटिव स्पेस कागज़ के रिव्यू और हर्शीज स्ट्रॉबेरी सिरप वाले मेरे ऑर्डर की अभी पुष्टि नहीं हुई है।
क्या कोई तरीका है जिससे मैं मोबीक्विक पर डिफ़ॉल्ट बैंक खाता बदल सकता हूँ,क्या कोई तरीका है जिससे मैं मोबीक्विक पर डिफ़ॉल्ट बैंक खाता बदल सकता हूँ,क्या कोई तरीका है जिससे मैं मोबीक्विक पर डिफ़ॉल्ट बैंक खाता बदल सकता हूँ?
आठ सौ रुपये एकम फाउंडेशन को दान करें,आठ सौ रुपये एकम फाउंडेशन को दान करें,आठ सौ रुपये एकम फाउंडेशन को दान करें
क्या पिनकोड आठ चार एक सात नौ एक में कोई मेडिकल स्टोर है,क्या पिन कोड आठ चार एक सात नौ एक में कोई मेडिकल स्टोर है,क्या पिनकोड 841791 में कोई मेडिकल स्टोर है?
क्या कोई निशुल्क टीकाकरण केंद्र है जहाँ स्पुतनिक की पहली खुराक अठारह प्लस वर्ष आयु वर्ग के लिए उपलब्ध है,क्या कोई निश्शुल्क टीकाकरण केंद्र है जहाँ स्पुतनिक की पहली खुराक अठारह प्लस वर्ष आयु वर्ग के लिए उपलब्ध है,क्या कोई निशुल्क टीकाकरण केंद्र है जहाँ स्पुतनिक की पहली खुराक अठारह वर्ष और उससे ऊपर के आयु वर्ग के लिए उपलब्ध है?
ऊपर,ऊपर,उपर
हाल ही मैं एक उपन्यास मैनी पढ़ी जो मुझे बहुत पसंद आई वो थी नरसिमा राव की किताब द इन साइडर,हाल ही में एक उपन्यास मैने पढ़ी जो मुझे बहुत पसंद आई वो थी नरसिम्हा राव की किताब द इनसाइडर,हाल ही में मैंने एक उपन्यास पढ़ा जो मुझे बहुत पसंद आया। वो थी नरसिमा राव की किताब 'द इनसाइडर'।
इसमें श्री राव ने अपने जीवन पर आधारित एक उपन्यास लिखा है तो उसका मुख्य किरदार जो है आनंद वो खुद नरसिमहारव ही हैं और जैसे कि सब जानते हैं नरसिमह राव भारत के प्रधानमंत्री रहे हैं,इसमें श्री राव ने अपने जीवन पर आधारित एक उपन्यास लिखा है तो उस का मुख्य किरदार जो है आनंद वो खुद नरसिम्हा राव ही हैं और जैसे की सब जानते हैं नरसिम्हा राव भारत के प्रधानमंत्री रहे हैं,"इसमें श्री राव ने अपने जीवन पर आधारित एक उपन्यास लिखा है, तो उसका मुख्य किरदार जो है आनंद वह खुद नरसिम्हा राव ही हैं, और जैसे कि सब जानते हैं, नरसिम्हा राव भारत के प्रधानमंत्री रहे हैं।"
इस उपन्यास में खासकर उनका जो बचपन का चित्र वो बना के सामने लाते हैं वो बहुत ही खूबसूरत है नज़ाम के हैदराबाद में जीवन कैसा था और क्या क्या मुश्किलें आती थी लोगों को यहे कुछ कुछ नज़र में आती है इसमें,इस उपन्यास में ख़ासकर उनका जो बचपन का चित्र वो बना के सामने लाते हैं वो बहुत ही खूबसूरत है निज़ाम के हैदराबाद में जीवन कैसा था और क्या क्या मुश्किलें आती थीं लोगों को ये कुछ कुछ नज़र में आती है इसमें,"इस उपन्यास में खासकर उनका जो बचपन का चित्र वो बना के सामने लाते हैं, वो बहुत ही खूबसूरत है। नज़ाम के हैदराबाद में जीवन कैसा था और क्या-क्या मुश्किलें आती थीं, यह सब कुछ नज़र में आती हैं इसमें।"
बचपन के अलावा जब वो बड़े होते हैं तो जो सियायासत और पॉलिटिक्स में जो भी उनका उनको जिन बातों का सामना करना पड़ता है वो भी काफ़ी खूबसूरती से उन्होंने सामने लाया,बचपन के अलावा जब वो बड़े होते हैं तो जो सियासत और पॉलिटिक्स में जो भी उनका उनको जिन बातों का सामना करना पड़ता है वो भी काफ़ी खूबसूरती से उन्होंने सामने लाया है,बचपन के अलावा जब वो बड़े होते हैं तो जो सियासत और पॉलिटिक्स में जो भी उन्हें जिन बातों का सामना करना पड़ता है वो भी काफी खूबसूरती से उन्होंने सामने लाया।
दो तीस हज़ार बीस चालीस हज़ार पाँच लाख,दो तीस हज़ार बीस चालीस हज़ार पाँच लाख,दो लाख तीस हजार बीस चालीस हजार पाँच
आंध्र प्रदेश अरुणाचल प्रदेश असम बिहार छत्तीसगढ़,आंध्र प्रदेश अरुणाचल प्रदेश असम बिहार छत्तीसगढ़,"आंध्र प्रदेश, अरुणाचल प्रदेश, असम, बिहार, छत्तीसगढ़"
खैर चुनौतियाँ और मुश्किलें हैं तो आती है ज़िंदगी में और आनी भी चाहिए वरना ज़िंदगी निरस हो जाएगी नहीं,खैर चुनौतियाँ और मुश्किलें तो आती ही हैं ज़िन्दगी में और आनी भी चाहिए वरना ज़िन्दगी निरस हो जाएगी नहीं,"खैर, चुनौतियाँ और मुश्किलें हैं, तो ज़िंदगी में आती हैं और आनी भी चाहिए, वरना ज़िंदगी निरस हो जाएगी।"
लेकिन मेरा बचपन गुज़रा मुंबई में और उधर हमारे लिए एक चुनौती थी पानी की,लेकिन मेरा बचपन गुजरा मुंबई में और उधर हमारे लिए एक चुनौती थी पानी की,लेकिन मेरा बचपन गुज़रा मुंबई में और वहां हमारे लिए एक चुनौती थी पानी की।
हाँ,हाँ,हाँ
कहीं और आप सोचोगे तो पानी तो हर तरफ मिलता है तो इसमें कौन सी चुनौती है लेकिन मुंबई में उस जमाने में पानी की बहुत मुश्किल होती थी,कहीं और आप सोचोगे तो पानी तो हर तरफ मिलता है तो इसमें कौन सी चुनौती है लेकिन मुंबई में उस ज़माने में पानी की बहुत मुश्किल होती थी,"कहीं और आप सोचेंगे तो पानी तो हर तरफ मिलता है, तो इसमें कौन सी चुनौती है। लेकिन मुंबई में उस जमाने में पानी की बहुत मुश्किल होती थी।"
हमारे यहाँ सिर्फ़ दो घंटे सुबह में पानी छोड़ा जाता था और उस दो घंटे में हम कपड़े भी धो लेते थे और बर्तन भी धो लेते थे और पूरा पानी भर के रखना पड़ता था,हमारे यहाँ सिर्फ दो घंटे सुबह में पानी छोड़ा जाता था और उस दो घंटे में हम कपड़े भी धो लेते थे और बर्तन भी धो लेते थे और पूरा पानी भर के रखना पड़ता था,हमारे यहाँ सिर्फ़ दो घंटे सुबह में पानी छोड़ा जाता था और उन दो घंटों में हम कपड़े भी धो लेते थे और बर्तन भी धो लेते थे और पूरा पानी भर कर रखना पड़ता था।
तो हमारे यहाँ काफ़ी बड़े बड़े ऐसे टंकी होती थी उसमें दो टंकियों में पानी भरा जाता था और उसके अलावा बॉटल्स जो भी आते थे सब में हम पानी भर के रखते थे और अगर किसी दिन पानी नहीं आया,तो हमारे यहाँ काफ़ी बड़े बड़े ऐसे टंकी होती थी उसमें दो टंकियों में पानी भरा जाता था और उसके अलावा बोटल्स जो भी आते थे सब में हम पानी भर के रखते थे और अगर किसी दिन पानी नहीं आया,"तो हमारे यहाँ काफ़ी बड़े बड़े टैंक होते थे। उनमें दो टंकियों में पानी भरा जाता था और उसके अलावा जो भी बॉटल्स आती थीं, उनमें हम पानी भर के रखते थे। और अगर किसी दिन पानी नहीं आया।"
तो फिर तो गए काम से फिर तो टैंकर को बुलाना पड़ता था और उसके लिए बहुत पैसे लगते थे,तो फिर तो गए काम से फिर तो टैंकर को बुलाना पड़ता था और उसके लिए बहुत पैसे लगते थे,तो फिर तो काम से गए और फिर टैंकर बुलाना पड़ता था और उसके लिए बहुत पैसे लगते थे।
मुझे शिक्षा के संबंध में लिखना है,मुझे शिक्षा के सम्बन्ध में लिखना है,मुझे शिक्षा के संबंध में लिखना है।
मुझे लगता है कि प्राइमरी हो या सेकेंडरी हो या हायर एदुकेशन हो,मुझे लगता है की प्राइमरी हो या सेकेंडरी हो या हायर एजुकेशन हो,मुझे लगता है कि प्राइमरी हो या सेकंडरी हो या हाईयर एजुकेशन हो।
तीनों स्तर पर आजकल भारत में शिक्षा के संबंधी बहुत सारी चुनौतियाँ हमारे सामने हैं बहुत सारे प्रॉब्लम्स हैं और इस मामले में कोई एक व्यक्ति या कोई एक संगठन कुछ नहीं कर पाएगा,तीनों स्तर पर आजकल भारत में शिक्षा के संबंधी बहुत सारी चुनौतियाँ हमारे सामने हैं बहुत सारे प्रॉब्लम्स हैं और इस मामले में कोई एक व्यक्ति या कोई एक संगठन कुछ नहीं कर पायेगा,तीनों स्तर पर आजकल भारत में शिक्षा के संबंध में बहुत सारी चुनौतियाँ हमारे सामने हैं। बहुत सारी समस्याएँ हैं और इस मामले में कोई एक व्यक्ति या कोई एक संगठन कुछ नहीं कर पाएगा।
हमें अगर शिक्षा में एक बदलाव लाना है,हमें अगर शिक्षा में एक बदलाव लाना है,हमें अगर शिक्षा में एक बदलाव लाना है
तो हमें,तो हमें,तो हमें
कथी,बहुत ही,कहती
प्राइमरी लेवल पर फाउंडेशन लेवल पर काम करना पड़ेगा और हमारा जो एजुकेशन की तरफ़ एथिट्यूड है हमारा जो इतिहास है शिक्षा के,प्राइमरी लेवल पे फाउंडेशन लेवल पे काम करना पड़ेगा और हमारा जो एजुकेशन की तरफ एटीट्यूड हैं हमारा जो इतिहास है शिक्षा के,"प्राइमरी लेवल पर फाउंडेशन लेवल पर काम करना पड़ेगा और हमारा जो एजुकेशन के प्रति एटीट्यूड है, हमारा जो इतिहास है शिक्षा के।"
क्षेत्र में वो सब हमें सोच समझ कर बदलना पड़ेगा,क्षेत्र में वो सब हमें सोच समझकर बदलना पड़ेगा,क्षेत्र में वो सब हमें सोच-समझकर बदलना पड़ेगा
जैसे कि हमारा जो स्कूल सेक्टर है वो पूरा,जैसे की हमारा जो स्कूल सेक्टर है वो पूरा,"जैसे कि हमारा जो स्कूल सेक्टर है, वो पूरा"
ब्रिटिशकाल का स्कूलिंग सिस्टम अभी तक हम चला रहे हैं हम क्यों उसमें क्रांति नहीं ला सकते क्यों बदलाव नहीं ला सकते हैं क्या हमें वही करना है जो नाइनटीनथ सेंचुरी में ब्रिटन में किया जाता था क्या हम आगे नहीं बढ़ सकते खुद,ब्रिटिश काल का स्कूलिंग सिस्टम अभी तक हम चला रहे हैं हम क्यों उसमें क्रांति नहीं ला सकते क्यों बदलाव नहीं ला सकते हैं क्या हमें वही करना है जो नाइंटीन्थ सेंचुरी में ब्रिटेन में किया जाता था क्या हम आगे नहीं बढ़ सकते ख़ुद,ब्रिटिश काल का स्कूलिंग सिस्टम अभी तक हम चला रहे हैं। हम क्यों उसमें क्रांति नहीं ला सकते? क्यों बदलाव नहीं ला सकते हैं? क्या हमें वही करना है जो नाइिनटीत सदी में ब्रिटेन में किया जाता था? क्या हम आगे नहीं बढ़ सकते खुद?
वैसे तो मैं कहानियाँ नहीं लिखती हूँ मैं ज़्यादातर नॉनफिक्शन लिखती हूँ लेकिन कभी कभार शॉट स्टोरीज कहानियाँ लिख लेती हूँ,वैसे तो मैं कहानियाँ नहीं लिखती हूँ मैं ज़्यादातर नॉन फिक्शन लिखती हूँ लेकिन कभी कभार शॉर्ट स्टोरीज़ कहानियाँ लिख लेती हूँ,"वैसे तो मैं कहानियाँ नहीं लिखती हूँ, मैं ज़्यादातर नॉन-फिक्शन लिखती हूँ, लेकिन कभी-कभार शॉर्ट स्टोरीज़ लिख लेती हूँ।"
और अगर कहानी लिख रही हूँ तो उसके लिए पात्र ज़्यादातर मैं रोज़मर्रा की ज़िंदगी मेरे आस पास जो लोग हैं उन्हीं को देख के पहले शुरुआत करती हूँ,और अगर कहानी लिख रही हूँ तो उसके लिए पात्र ज़्यादातर मैं रोज़मर्रा की ज़िंदगी मेरे आस पास जो लोग हैं उन्हीं को देख के पहले शुरुआत करती हूँ,"और अगर कहानी लिख रही हूँ तो उसके लिए पात्र ज़्यादातर मैं रोज़मर्रा की ज़िंदगी में मेरे आस-पास जो लोग हैं, उन्हीं को देखकर पहले शुरुआत करती हूँ।"
तो,तो,तो
पहले तो पात्र को क्या रंग पसंद है उसकी चाल ढाल कैसी है वो,पहले तो पात्र को क्या रंग पसंद है उसकी चाल ढाल कैसी है वो,"पहले तो पात्र को कौन सा रंग पसंद है, उसकी चाल-ढाल कैसी है?"
कहाँ जाता आया जाती है क्या करता करती है ऐसा सब सोचती हूँ लेकिन जो उसका चरित्र होता है जो ढंग होते हैं ज़्यादातर कुछ न कुछ बातें मैं अपने आस पास के लोगों से निकाल कर उस पात्र में डालती हूँ,कहाँ जाता या जाती है क्या करता करती है ऐसा सब सोचती हूँ लेकिन जो उसका चरित्र होता है जो ढंग होते हैं ज़्यादातर कुछ ना कुछ बातें मैं अपने आस पास के लोगों से निकाल कर उस पात्र में डालती हूँ,"कहाँ जाता हूँ, आती है, क्या करता है, करती है, ऐसा सब सोचती हूँ, लेकिन जो उसका चरित्र होता है, जो ढंग होते हैं, ज़्यादातर कुछ न कुछ बातें मैं अपने आस-पास के लोगों से निकालकर उस पात्र में डालती हूँ।"
फिर भी एक बार एक पात्र की शुरुआत हुई तो एक पौधे की तरह वो अपनी एक,फिर भी एक बार एक पात्र की शुरुआत हुई तो एक पौधे की तरह वो अपनी ही एक,फिर भी एक बार एक पात्र की शुरुआत हुई तो एक पौधे की तरह वो अपनी एक
जीवन ले लेता है वो कुछ और ही बन जाता है खुद से,जीवन ले लेता है वो कुछ और ही बन जाता है ख़ुद से,जीवन ले लेता है वो कुछ और ही बन जाता है खुद से।
मुझे पर्वतों से ज़्यादा समुद्र तक पसंद है पता है भारत तीन तरफ़ से समुद्र से घिरा हुआ है,मुझे पर्वतों से ज़्यादा समुद्र तट पसंद है पता है भारत तीन तरफ से समुद्र से घिरा हुआ है,"मुझे पर्वतों से ज़्यादा समुद्र पसंद है। पता है, भारत तीन तरफ़ से समुद्र से घिरा हुआ है।"
इस समुद्र तट,इस समुद्र तट,यह समुद्र तट
की लंबाई कुछ सात हज़ार पाँच सौ किलोमीटर है,की लम्बाई कुछ सात हज़ार पाँच सौ किलोमीटर है,की लंबाई लगभग लगभग सात हजार पाँच सौ किलोमीटर है।
