One_Shot_Input,One_Shot_Response,Two_Shot_Input,Two_Shot_Response,Three_Shot_Input,Three_Shot_Response,Four_Shot_Input,Four_Shot_Response,Five_Shot_Input,Five_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मुझे एयरटेल मनी वॉलेट की एक दिन और एक महीने की लेन देन सीमा के बारे में बताएँ",मुझे एयरटेल मनी वॉलेट की एक दिन और एक महीने की लेन देन सीमा के बारे में बताएँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ना गेम खेलता हूँ जबक मुझे ज़्यादातर ऑफलाइन",अपना गेम खेलता हूँ जब कि मुझे ज़्यादातर ऑफलाइन,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो पाँच सौ पच्चीस सौ में मैंने पाँच कुर्सी खरीदी थी",तो पाँच सौ पच्चीस सौ में मैंने पाँच कुर्सी खरीदी थी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
साथ ही में वो गर्म भी था क्योंकि वो ठंडी के समय पहनने में वो काफ़ी अच्छा लगता था और उसमें ठंडी भी नहीं लगती है घर वाले भी मेरी तारीफ कर रहे थे मुझे और भी ब्लेजर लाने के लिए बोढ़ रहे थे भैया के लिए और पापा के लिए इस तरीके से मेरी",साथी में वो गरम भी था क्योंकि वो ठण्‍डी के समय पहनने में वो काफ़ी अच्‍छा लगता था और उसमें ठण्‍डी भी नहीं लगती है घरवाले भी मेरी तारीफ कर रहे थे मुझे और भी ब्‍लेज़र लाने के लिए बोल रहे थे भईया के लिए और पापा के लिए इस तरीके से मेरी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी हाँ जयपुर ज़िले में लोकप्रिय कुछ सामान्य पारंपरिक व्यंजन और खाद्य पदार्थ मुख्य हैं जिनमें है दाल चूरमा बाटी",जी हाँ जयपुर ज़िले में लोकप्रिय कुछ सामान्य पारंपरिक व्यंजन और खाद्य पदार्थ मुख्य है जिन में है दाल चूरमा बाटी,जल चेतन जगत की इकाइयां है,जल चेतन जगत की इकाइयां है,जल चेतन जगत की इकाइयाँ हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नीचे",नीचे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मैं जानती हूँ महाराष्ट्र बिहार कर्नाटक छत्तीसगढ़ तमिलनाडु",हाँ मैं जानती हूँ महाराष्ट्र बिहार कर्नाटक छत्तीसगढ़ तामिल नाडु,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और शहरें में अगर अपने बच्चे अगर खुद का बच्चे कुछ करते तो कुछ समझ के नहीं लेते य मतलब",और शहर में अगर अपने बच्चे अगर ख़ुद का बच्चा कुछ करता है तो कुछ समझ के नहीं लेते अरे मतलब,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा",अच्छा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो इसमें ये चौबीस हज़ार नौ सौ बहत्तर रुपये का",तो इसमें ये चौबीस हज़ार नौ सौ बहत्तर रुपए के,कि मनुष्य के जीवन में दुख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,कि मनुष्य के जीवन में दुःख निरंतर बढ़ते जाएंगे मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी,"कि मनुष्य के जीवन में दुख निरंतर बढ़ते जाएंगे, मनुष्य के जीवन से खुशियां समाप्त होती चली जाएंगी।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मुझे तो लगता है हमारे क्षेत्र में जो कला जो शिल्फ है वो हमारे राज्य के लिए एक सांस्कृतिक पहचान है जैसे कि मेरे मतलब हम केवल हमारे गाँव के बारे में नहीं बोल रहे हैं",मुझे तो लगता है हमारे क्षेत्र में जो कला जो सेल्‍फ हे वह हमारे राज्‍य के लिए एक सांस्‍कृतिक पहचान है जैसे कि मेरे मतलब हम केवल हमारे गाँव के बारे में नही बोल रहे है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ ह वो नोट है मका एक नोट रको र कोोड़ हाँ हाँ मेर को अच्छा फूल गोभी दो किलो",हाँ वो नोट है मेरे पास एक मिनट रुको रुको रुको हाँ मेरे को अच्छा फूल गोभी दो किलो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमें हमें तो हमको बहुत अच्छा लग रहा है हम बहुत खुश से और कैमरा लेकर",हमें हमें तो हमको बहुत अच्छा लग रहा है हम बहुत खुश है वो कैमरा लेकर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लेकिन मेरा अधिकतर लगाव तो मंदिरों से हैं और धार्मिक स्थानों से हैं",लेकिन मेरा अधिकतर लगाव तो मंदिरों से है और धार्मिक स्थानों से हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मेरे पाँच पड़ोसी आयुष पीयुष रजनीश संदीप आकाश",मेरे पाँच पड़ोसी आयूश पीयूष रजनीश संदीप अकाश,उन्होंने तो अपनी धरती माता को,उन्होंने तो अपनी धरती माता को,उन्होंने तो अपनी धरती माँ को
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ",हाँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हाँ कह सकते हैं कि उन्हें हिंदी इंग्लिश भुंदेल खंडी और भोपाली जो खुद की बनाई हुई एक भाषा है उन सभी भाषाओं का प्रयोग करते हैं",तो हाँ कह सकते है कि उन्हें हिन्दी इंग्लिश बुन्देलखण्डी और भोपाली जो खुद की बनाई हुई ये भाषा है उन सभी भाषाओं का प्रयोग करते है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ओटिटिज मीडिया मध्य कान में एक संक्रमण है जो चेहरे की तंत्रिका तक फैल कर भड़का सकता है जिससे इसकी नलिका में तंत्रिका का संपीड़न हो सकता है",ओटिटिज मीडिया मध्य कान में एक संक्रमण हैं जो चेहरे की तंत्रिका तक फैल कर भड़का सकता है जिससे इसकी नलिका में तंत्रिका का संपीड़न हो सकता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
काटना चाहिए तो उसको सभी प्रकार की जो रेसिपी है उनको मैं बनाके फिर उनको बताता भी हूँ प्रेक्टिकली और फिर उनको खिलाता भी हूँ और फिर उनको",काटना चाहिए तो उस को सभी प्रकार की जो रेसिपी है उन को मैं बना कर फिर उन को बताता भी हूँ प्रैक्टिकली और फिर उन को खिलाता भी हूँ और फिर उन को,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
घंटो लाइन लगाना पड़ता था लेकिन इस टेक्नोलॉजी के कारण हम घर पे ही बैठे बुकिंग कर लेते हैं",घंटों लाइन लगाना पड़ता था लेकिन इस टेक्नोलॉजी के कारण हम घर पर ही बैठे अब बुकिंग कर लेते हैं,सेम टू सेम कहानी मां भी भईया,सेम टू सेम कहानी वहां भी वही है,सेम टू सेम कहानी मां भी भाईया
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सात",सात,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मुझे सबसे अधिक गिल्ली डंडा खेलना पसंद है क्योंकि बचपन से हमेशा हमारे जो स्थानीय खेल रहे वो अंडा डावरी गिल्ली डंडा पकड़म पकड़ाई झछील चिक्करकड़",मुझे सब से अधिक गिल्ली डंडा खेलना पसंद है क्योंकि बचपन से हमेशा हमारे जो स्थानीय खेल रहे वो अंडा डोरी गिल्ली डंडा पकड़म पकड़ाई छील छिक्क्ड़,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मुझे उसका जो ने रिजल्ट था वो बहुत अच्छा दिखा उस उस जो उपचार मैंने किया था उसके ज़रिए मेरे पौधों पर जो लदे हुए कीड़े थे वो सारे हट चुके थे",तो मुझे उसका जो है फिर रिज़ल्ट था वो बहुत अच्छा दिखा उस उस जो उपचार मैंने किया था उसके ज़रिए मेरे पौधों पर जो लगे हुए कीड़े थे वो सारे हट चुके थे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्योंकि लोग दिनभर उन्हीं सब चीज़ों में अपना समय व्यर्थ करते हैं और बाकी चीज़ों को समय नहीं दे पाते हैं जिसके कारण उनके कई सारे काम रुके रह जाते हैं और पूरे नहीं हो पाते हैं इसके अलावा इन सब ऐप्स में बहुत सारी बुराइयाँ भी होती हैं",क्योंकि लोग दिनभर उन्हीं सब चीज़ें में अपना समय व्यर्थ करते हैं और बाकि चीज़ों को समय नहीं दे पाते हैं जिसके कारण उनके कई सारे काम रुके रह जाते हैं और पूरे नहीं हो पाते हैं इसके अलावा इन सब ऐप्स में बहुत सारी बुराइयाँ भी होती हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं प्रयास करती हूँ कि मैं छोटी मोटी सब्जियाँ जो की एक बड़ी स्तर पर ना होती हो जो घर में भी उगाई जा सकती हो",मैं प्रयास करती हूँ कि मैं छोटी मोटी सब्ज़ियाँ जो कि एक बड़ी स्तर पर ना होती हो जो घर में भी उगाई जा सकती हो,और जो आधुनिक कृषि विज्ञान है उसके पास कौन सा समाधान है,और जो आधुनिक कृषि विज्ञान है उसके पास कोनस समाधान है,"और जो आधुनिक कृषि विज्ञान है, उसके पास कौन सा समाधान है?"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
समूह खेल खेलता है तो वहाँ पर उस खेल को देखने के लिए बहुत ज़्यादा संख्या में ग्रामीण उपस्थित होते हैं और वो उन दोनों समूहों के बीच के खेल को देखते हैं और",समूह खेल खेलता है तो वहाँ पर उस खेल को देखने के लिए बहुत ज़्यादा संख्या में ग्रामीण उपस्थित होते हैं और वो उन दोनों समूहों के बीच के खेल को देखते हैं और,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं अपने परिवार से बहुत ही ज़्यादा जुड़ी हुई हूँ और जैसे कि अपने गाँव से और ज़्यादा जुड़ी हुई हूँ हमारे गाँव में जैसे कि पर पुरानी तरह रहना उनका रहन सहन लगाव जो कि आजकल शहरों में नहीं देखने को मिलता है हमारे गाँव में जैसे कि साथ में बैठना उठना खाना",मैं अपने परिवार से बहुत ही ज़्यादा जुड़ी हुई हूँ और जैसे कि अपने गाँव से और ज़्यादा जुड़ी हुई हूँ हमारे गाँव में जैसे कि पर पुरानी तरह रहना उनका रहन सहन लगाव जो कि आज कल शहरों में नहीं देखने को मिलता है हमारे गाँव में जैसे कि साथ में बैठना उठना खाना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और उसके बाद उसके अंदर जब मैंने उसको ऑन किया तो उसके अंदर नॉइस कैंसलेेशन का जो था",और उसके बाद उसके अंदर जब मैंने उसको ऑन किया तो उसके अंदर नॉइस कैंसलेशन का जो था,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ओके ओके",ओके ओके,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो भी पुराने अपने राजा हुए इनके बारे में जो भी इतिहास रहा है अपना जो भी क्रांतिकारी हुए हैं वीर हुए हैं जितने भी किले हैं जो भी हुए हैं",जो भी पुराने अपने राजा हुये इनके बारे में जो भी इतिहास रहा है अपना जो भी क्रांतिकारी हुए हैं वीर हुए हैं जितने भी किले हैं जो भी हुए हैं,लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के,लाखों करोड़ रुपये के मूल्य के
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैंने एक साल पहले एक नया फ़ैन खरीदा जो कि बहुत ही अच्छा चल रहा है वो कम बिजली में अच्छा हवा देता है कम वोल्टेज में भी तेज़ चलता है वह आज तक बिगड़ा नहीं है जिससे मुझे बहुत ही अच्छा लगा",मैंने एक साल पहले एक नया फ़ैन ख़रीदा जो कि बहुत ही अच्छा चल रहा है वो कम बिजली में अच्छी हवा देता है कम वोल्टेज में भी तेज़ चलता है वो आज तक बिगड़ा नहीं है जिस से मुझे बहुत ही अच्छा लगा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
के अलग अलग राज्य के लोग यहाँ पर निवास करते हैं तो किसी की एक पोशाक हम बता नहीं सकते कि यहाँ की एक मुख्य पोशाक है परंतु बात की जाए फिर भी मोटे मोटे तौर पर तो हमारे यहाँ जो पुरुष हैं वो",के अलग अलग राज्‍य के लोग यहाँ पर निवास करते हैं तो किसी की एक पोशाक हम बता नहीं सकते हैं कि यहाँ की एक मुख्‍य पोशाक ये है परंतु बात की जाए फिर भी मोटे मोटे तौर पर तो हमारे यहाँ जो पुरुष हैं वो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अरे नहीं नहीं भैया आप समझिए उन्हें तो मुझे उतार दीजिए यहीं तो उतार दीजिए मैं यहीं से दूसरा दूसरी बस में चले जाऊंगा",अरे नहीं नहीं भैया आप समझिए उन्हें तो मुझे उतार दीजिए यहीं पे उतार दीजिए मैं यहीं से दूसरा दूसरी बस में चले जाउंगा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पंद्रह फरवरी दो हज़ार बाईस तेईस अप्रैल दो हज़ार सात पंद्रह दिसम्बर दो हज़ार बीस तेईस जून दो हज़ार पंद्रह सत्रह अगस्त उन्नीस सौ निन्यानवे",पंद्रह फ़रवड़ी दो हज़ार बाईस तेईस अप्रिल दो हज़ार सात पंद्रह दिसम्बर दो हज़ार बीस तेईस जून दो हज़ार पंद्रह सत्रह अगस्त उन्नीस सौ निन्यानवे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लोगों को यहाँ पर बेरोज़गारी का सामना करना पड़ रहा है सरकार इन सब चीज़ों से निपटने के लिए बहुत से प्रयास कर रही है सरकार द्वारा बहुत सारी स्कीमें चलाई जा रही हैं जागरूक लोगों को जागरूक करने के लिए बहुत से प्रयास किए जा रहे हैं",लोगो को यहाँ पर बेरोज़गारी का सामना करना पड़ रहा है सरकार इन सब चीज़ों से निपटने के लिए बहुत से प्रयास कर रही है सरकार द्वारा बहुत सारे स्कीमें चलाई जा रही हैं जागरूक लोगों को जागरूक करने के लिए बहुत से प्रयास किया जा रहे हैं,किसी कीत को मार पाए क्या,किसी किट को मार पाएं क्या,किसी कीट को मार पाए क्या
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पूरी तरह से मतलब बताता है कि",पूरी तरह से मतलब बताता हैं कि,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हेलो हाँ जी",हैलो हाँ जी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और यह बहुत ज़्यादा जगह भी नहीं लेता है य बहुत ही हल्का है इसलिए इसे हम आसानी से उठाकर कहीं भी एक जगह से दूसरी जगह पर हटा सकते हैं",और यह बहुत ज़्यादा जगह भी नहीं लेता है यह बहुत ही हल्का है इसलिए इसे हम आसानी से उठा कर कहीं भी एक जगह से दूसरी जगह पर हटा सकते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अतुर शिल्पी डिमपल गोलू भालू",अतुल शिलपी डिम्पल गोलू भालू,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उस समय मैं जब गिरी तो मेरे हाथ में फ़्रैक्चर हो गया था जिसके वजह से मुझे लगभग एक महीने तक का प्लास्टर लगाया गया",उस समय मैं जब गिरी तो मेरे हाथ में फ़्रेक्चर हो गया था जिसके वजह से मुझे लगभग एक महीने तक का प्लाश्टर लगाया गया,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,तो जब किसान उत्पादन बढ़ाता है तो क्या करता है,"तो जब किसान उत्पादन बढ़ाता है, तो क्या करता है?"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तब हमारे स्कूल के अध्यापक ने विज्ञान के अध्यापक ने एक हमें कार्य करने के लिए दिया था जिसमें हमें यह दिखाना था",तब हमारे स्कूल के अध्यापक ने विज्ञान के अध्यापक ने एक हमे कार्य करने के लिए दिया था जिसमें हमें यह दिखाना था,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
राज्य पश्चिम बंगाल में मेडिकल स्टोर ढूँढने के लिए ज़िला चुनें",राज्य पश्चिम बंगाल में मेडिकल स्टोर ढूँढने के लिए ज़िला चुनें,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अब मेरा दिमाग इतनी देर में चला पहले ही ऐसा पता होता किसी से मालूम कर लेती तो थोड़े",अब मेरा दिमाग़ ही इतनी देर में चला पहले ही ऐसा पता होता किसी से मालूम कर लेती तो थोड़े,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और जो कीटनाशक दवाइयाँ हैं अगर वो हम समय समय पर सारे पेड़ पौधों में ना दें तो पेड़ पौधे गलना शुरू हो जाते हैं सड़ना शुरू हो जाते हैं और अपने साथ साथ बाकी पेड़ पौधों को भी ख़राब कर देते हैं जिससे कि बहुत ज़्यादा नुकसान होता है",और जो कीटनाशक दवाईयाँ हैं अगर वो हम समय समय पर सारे पेड़ पौधों पर ना दे तो पेड़ पौधे गलना शुरू हो जाते हैं सड़ना शुरू हो जाते हैं और अपने साथ साथ बाकी पेड़ पौधों को भी खराब कर देते हैं जिससे कि बहुत ज्यादा नुकसान होता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एक हजार",एक हज़ार,और ये निजी स्वार् के चक्कर में,और ये निजी स्वार्थ के चक्कर में,और ये निजी स्वार्थ के चक्कर में
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँजी",हाँ जी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
एक दरवाजे के कितने है और ननम के कितने हैं",एक दरवाजे के कितने और नमूने के कितने,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ मुझे हिंदी लिखते समय बहुत कठिनाई हुई है क्योंकि मैं जब लिखता था तो बड़े अक्षरों को लिख सही से लिख नहीं पाता था",हाँ मुझे हिंदी लिखते समय बहुत कठिनाई हुई है क्योंकि मैं जब लिखता था तो बड़े अक्षरों को लिख सही से लिख नहीं पाता था,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वहाँ पे झूला झूुलने का एक वो माना जाता है कि यहाँ पर अपना पति सावान महीने में अपनी पत्नी को हरी चूड़ी पहनाएगा और वहाँ परे झूले लग जाते हैं और अपनी पत्नी को झूला लगाएगा यह वाला जो सवान वाला वाला जो महीना आता है ना",वहाँ पे झूला झूलने का एक वो माना जाता है कि यहाँ पे अपना पति सावन महीने में अपनी पत्नी को हरी चूड़ी पहनाएगा और वहाँ पे झूले लग जाते हैं और अपनी पत्नी को झूला लगाएगा ये वाला जो सावन वाला वाला जो महीना आता है ना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
दो दिन बाद जाना है आपको तो दो दिन बाद तो खर ये पॉसिबल नहीं हो पाएगा कि आपको क्योंकि बैच बनने में थोड़ा सा टाइम लगता है और बाकी हो",दो दिन बाद जाना है आप को तो दो दिन बाद तो खैर ये पॉसिबल नहीं हो पाएगा कि आप को क्योंकि बैच बनने में थोड़ा टाइम लगता है और बाकी होट,लिए लेयरअब आप कल्पना करिए,लिए ले रहे है अब आप कल्पना करिए,लिए लेयर अब आप कल्पना करिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ज जो सारे सब्जेक्ट हमें लैंग्वेज में जो किस लैंग्वेज में हम हम सारे सब्जेक्ट पढ़ने हिंदी या इंग्लि वो हम अपना चुनाव कर सकते हैं तो",जा जो सारे सब्जेक्ट हमें लैंग्वेज में जो किस लैंग्वेज में हमें सारे सब्जेक्ट पढ़ने है हिंदी या इंग्लिश वो हम अपना चुनाव कर सकते हैं तो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
होने या पूर्व निर्धारित मार्ग पर चलने में ही नहीं बल्कि मेरे अपने सपनों और रुचियों का पालन करने में है",होने या पूर्व निर्धारित मार्ग पर चलने में ही नहीं बल्कि मेरे अपनी सपनों और रुचियों का पालन करने में है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
संयुक्त रात अमेरिका इटली जर्मनी फ्रांस नेपाल भूटान",संयुक्त राज अमेरिका इटली जर्मनी फ्रांस नेपाल भुटान,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
नमस्ते भैया हमने आपका कैब बुक किया था ओला से",नमस्‍ते भैया हम ने आपका कैब बुक किया था ओला से,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
प्रॉपर तरीके से वर्क करेगा",प्रॉपर तरीके से वर्क करेगा,ब्रह्म कितनी सरल सी कहानी है,ब्रह्म कितनी सरल सी कहानी है,ब्रह्म की कितनी सरल सी कहानी है
