One_Shot_Input,One_Shot_Response,Two_Shot_Input,Two_Shot_Response,Three_Shot_Input,Three_Shot_Response,Hypothesis,Ground Truth,Response
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उत्तर प्रदेश",उत्तर प्रदेश,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सर पाँच से दस नौ हजार बहुत ज़्यादा और थोड़ी नौ हज़ार को सात हज़ार में चलिए सात हज़ार तो काफ़ी हो गया सात हजार में चलिए आपको नुकसान भी नहीं होगा और भाड़ा नहीं मिल जाएगा",सर पाँच से दस नौ हज़ार बहुत ज़्यादा अब छोड़िए नौ हज़ार को सात हज़ार में चलिए आप सात हज़ार तो काफ़ी हो गया सात हज़ार में चलिए आपको नुक़सान भी नहीं होगा और भाड़ा भी मिल जाएगा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो मैं जान सकता हूँ कि आप कोई दिक्कत में है या फिर कोई परेशानी है जहाँ जिससे आपको यहाँ आने में देरी लग रही है",तो मैं जान सकता हूँ के आप कोई दिक्कत में हैं या फिर कोई परेशानी है जहाँ जिससे आपको यहाँ आने में देरी लग रही है,जिसकी कोई रोजी रोटी नहीं थी,जिसकी कोई रोजी रोटी नहीं थी,जिसकी कोई रोज़ी-रोटी नहीं थी
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ तो ये बहुत टेन तो नहीं होगा ना",हाँ तो ये फोन हैंग तो नहीं होगा ना,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पत्नी है",पत्नी है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं चाहती हूँ कि आगे जाकर भविष्य म अपनी मेरी खुद की एक टी कोचिंग क्लास हो जो मैं खोलना चाहती हूँ जिसमें हर स्टैंडर्ड के बच्चे पढ़ने आए मैं",मैं चाहती हूँ कि आगे जा कर भविष्य में मैं अपनी मेरी ख़ुद की एक टी कोचिंग क्लास हो जो मैं खोलना चाहती हूँ जिसमें हर स्टैंडर्ड के बच्चे पढ़ने आएँ मैं,बड़े किसान का खेद जोतना फसलों की बुआई करना फसलों की निकाई गुलाई करना,बड़े किसान का खेत जोतना फसलों की बुआई करना फसलों की निकाई गुराई करना,"बड़े किसान का खेत जोतना, फसलों की बुआई करना, फसलों की निकाई और गुड़ाई करना"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
आजकल की लड़कियाँ भी उन ट्रेंड्स को फॉलो करती हैं जिससे समाज पर बुरा असर पड़ता है मेरी सबसे फेवरेट मूवी पदमावती थी जिसमें दीपिका पादुकोन का कैरेक्टर बहुत अच्छा था दीपिका पादुकोन ने बहुत अच्छे राजपूती कपड़े पहने थे जो जो",आजकल की लड़कियाँ भी उन ट्रेंड्स को फॉलो करती हैं जिससे समाज पर बुरा असर पड़ता है मेरी सबसे फेवरेट मूवी पद्मावती थी जिसमें दीपिका पादुकोण का कैरेक्टर बहुत अच्छा था दीपिका पादुकोन ने बहुत अच्छे राजपूती कपड़े पहने थे जो जो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
सबसे बड़ी जो न्यूज़ है वो आज की आज मतलब अभी जो हुई है वो यही है कि हिंदी में जो उच्च शिक्षा है वो दी जाएगी",सब से बड़ी जो न्यूज़ है वो आज की आज मतलब अभी जो हुई है वो यही है कि हिंदी में जो उच्च शिक्षाएँ हैं वो दी जाएंगी,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
और महंगा भी बहुत पड़ा मतलब जब अभी छः महीने नहीं हुए और पूरे बर्तन सारे खराब निकल गए उसके",और महंगा भी बहुत पड़ा मतलब जब अभी छ महीने नहीं हुए और पूरे बर्तन सारे ख़राब निकल गए उसके,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी,तो गांव में कहीं भी किसी को खाने की समस्या नहीं थी।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मध्य प्रदेश उत्तर प्रदेश अरुणाचल प्रदेश मेघालय हिमाचल प्रदेश",मध्य प्रदेश उत्तर प्रदेश अरुणाचल प्रदेश मेघालय हिमाचल प्रदेश,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हैदराबाद",हैदराबाद,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मेरा पसंदीदा मौसम सर्दियों का है क्योंकि सर्दियों में हमें सर्दियाँ मुझे इसलिए अच्छी लगती हैं क्योंकि हमें ज़्यादा बाहर घूमना नहीं पड़ता है क्योंकि सर्दियों में हम ज़्यादा",मेरा पसंदीदा मौसम सर्दियों का है क्योंकि सर्दियों में हमें सर्दियाँ मुझे इसलिए अच्छी लगती है क्योंकि हमें ज़्यादा बाहर घूमना नहीं पड़ता है क्योंकि सर्दियों में हम ज़्यादा,और उसने अपनी खेती टरैक्टर से प्रारंभ की गांव के दस लोगों की और खेती टैक्टर से प्रारंभ हो गई,और उसने अपनी खेती ट्रैक्टर से प्रारंभ की गांव के दस लोगों की ओर खेती ट्रेक्टर से प्रारंभ हो गई,और उसने अपनी खेती ट्रैक्टर से प्रारंभ की। गांव के दस लोगों की खेती ट्रैक्टर से प्रारंभ हो गई।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बागवानी के लिए जो होता है हम लोग फावरा का यूज़ करते हैं दराती का दराती पर्ण का प्रयोग करते हैं क्योंकि जो बागवानी होता है छोटे से एरिएे में छोटे से क्षेत्र में किया जाता है और जो पौधों के बीच का जो आसान होता है वो बहुत",बागवानी के लिए जो होता है हम लोग फावड़ा का यूज़ करते हैं दराँती का दराँतीप्रण का प्रयोग करते हैं क्योंकि जो बागवानी जो होता है एक छोटे से एरिये में छोटे से क्षेत्र में किया जाता है और जो पौधों के बीच का जो स्थान होता है वो बहुत,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
ऐसा भी माना जाता है कि वहाँ प जो भी आता है को दर्शन करके जाता है उस वो वो उसको खूब धन प्राप्त होता है ऐसी कई मान्यताएँ हैं",ऐसा भी माना जाता है कि वहाँ पर जो भी आता है और दर्शन करके जाता है उस वह उसको खूब धन प्राप्त होता है ऐसी कई मान्यताएं हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जैसे कि ढोसा बना दिए ढोकला बना दिए तो उससे बचच बच्चे खा कर के खुश हो जाते हैं तो अपने को खुशी होती है",जैसे कि दोसा बना दिए ढोकला बना दिए तो उससे बच्चे खाकर के खुश हो जाते हैं तो अपने को खुशी होती है,आज की तारीख में हरगांव में दस परसेंट लोगों के पास टेक्टर है,आज की तारीख में हर गांव में दस परसेंट लोगों के पास ट्रेक्टर है,आज की तारीख में हरगांव में दस प्रतिशत लोगों के पास ट्रैक्टर है।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भोपाल इंदौर देिवास जबलपुर उज्जैन",भोपाल इंदौर देवास जबलपुर उज्जैन,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पेड़",पेड़,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हलो मैं कोमल बोल रही हूँ हमने आपके रेस्टोरेंट से एक प्लेट छा शही पनीर और छोला बटुरा ऑर्डर किया था उसको ऑर्डर किए हुए डेढ़ घंटे हो गए",हेलो मैं कोमल बोल रही हूँ हम ने आप के रेस्टुरेंट से एक प्लेट छा शाही पनीर और छोला भटोरा ऑर्डर किया था उसको ऑर्डर किए हुऐ डेढ़ घंटे हो गए हैं,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो टैक्टर का जो आंकड़ा है वो लगभग लगभग नौ दस परसेंट लोों के पास सआत टैक्टर है नब्बे परसेंट लोगों के पास टरैक्टर बिल्कुल नहीं है और उनके पास बैल भी नहीं है,एक हिंदुस्तान के जो ग्रामीण सेक्टर का जो ट्रैक्टर का जो आंकड़ा है वो लगभग लगभग व परसेंट लोगों के पास से ट्रैक्टर हैं नब्बे परसंट लोगों के पास टैक्टर बिल्कुल नहीं और उनके पास बैल भी नहीं है,"एक हिंदुस्तान के जो ग्रामीण क्षेत्र का जो ट्रैक्टर का जो आंकड़ा है, वो लगभग नौ से दस प्रतिशत लोगों के पास ट्रैक्टर है। नब्बे प्रतिशत लोगों के पास ट्रैक्टर बिल्कुल नहीं है और उनके पास बैल भी नहीं है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
टूथपेस् तो मुझे अच्छा नहीं लगा उससे मसूड़े फूलते हैं और मह में से ना ब्लड भी आने लगता है उसकी क्वालिटी तो बिल्कुल भी अच्छी नहीं उसका टेस्ट भी बहुत अजीब सा है मुह में जाते हैं तो",टूथपेस तो मुझे अच्छा नहीं लगा उस से मसूड़े फूलते हैं और मूँह में से है ना ब्लड भी आने लगता है उसकी कौलिटी तो बिल्कुल भी अच्छी नहीं उसका टेस्ट भी बहुत अजीब सा है मूँह में जाता हैं तो,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
थ्रेडिंग का",थ्रेडिंग का,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अगला",अगला,पिछले पच्चीस साल का डाटा उठा लीजिए,पिछले पच्चीस साल का डाँटा उठा लीजिए,पिछले पच्चीस साल का डेटा उठा लीजिए
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ हमारे जिले में ज़्यादा तो मैं नहीं कहूँगी कुछ ही मतलब एक दो सांस्कृतिक जो नृत्य सिखाने वाले व प्रशिक्षण कार्यक्रम है",हाँ हमारे जिले में ज़्यादा तो मैं नहीं कहूँगी कुछ ही मतलब एक दो सांस्कृतिक जो नृत्य सिखाने बाले वा प्रशिक्षण कार्यक्रम है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँज सर मुझे एक गैस बर्नर खरीदना है",हाँ सर मुझे एक गैस बर्नर खरीदना है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
भोपाल में बहुत से ऐसे पहल ली गई हैं जो महिलाओं बच्चों की सुरक्षा और उनकी शिक्षा के लिए काफ़ी उन्हें आगे बढ़ने का मौका दे रही हैं इसमें गौरवी केंद्र ऊर्जा डैस",भोपाल में बहुत से ऐसे पहल की गई हैं जो महिलाओं बच्‍चों की सुरक्षा और उनकी शिक्षा के लिए अभी उन्‍हें आगे बढ़ने का मौका दे रहीं हैं इसमें गोरबी केन्‍द्र ऊर्जा डेस्‍क,जिनके पास ट्ैक्टर है उन किसानों ने भी आत्महत्या नहीं की,जिनके पास ट्रैक्टर है उन किसानों ने भी आत्महत्या नहीं की,जिनके पास ट्रैक्टर है उन किसानों ने भी आत्महत्या नहीं की
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या दिवाली के लिए नेचरलैंड ऑर्गेनिक्स होल चना और अगले हफ्ते कोई ऑफर होगा",क्या दिवाली के लिए नेचर लैंड ऑर्गॅनिक्स होल चना और अगले हफ्ते कोई ऑफर होगा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ कुछ ऐसी जगह हैं जो राजस्थान को दर्शाती है क्या व राजस्थान के अंदर जो आपको रतीला और रेगिस्तानी इलाका मिलेगा",हाँ कुछ ऐसी जगह हैं जो राजस्थान को दर्शाती हैं क्या राजस्थान के अंदर जो आपको रेतीला और रेगिस्तानी इलाका मिलेगा,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ तो और सर मेरे को ये सेवन सीटर चाहिए गाड़ी",हाँ तो और सर मेरे को ये सेवन सीटर चाहिए गाड़ी,बहुत बड़ा स्तंभ है,बहुत बड़ा स्तंभ है,बहुत बड़ा स्तंभ है
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो हम उसे हिंदी के माध्य भाषा के माध्यम से व्यक्त कर सकते थे और इससे आसानी से समझ में भी आ जाता है साथ ही अन्य क्षेत्रीय भाषाओं का भी अपना एक महत्व बना रहता है",तो हम उसे हिंदी के माध्य भाषा के माध्यम से व्यक्त कर सकते थे और इससे आसानी से समझ में भी आ जाता है साथ ही अन्य क्षेत्रीय भाषाओं का भी अपने एक महत्व बना रहता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
उपचार है वो ढंग से नहीं कर पाते हैं इसलिए अस्पतालों में ये इनको जो है प्राथमिकता ज़्यादा देनी चाहिए जो अच्छी अच्छी आत्याधुनिक जो मशीनें हैं उनको ज़्यादा लाना चाहिए जिससे हमारे देश का भी विकास होता है और डॉक्टर भी अच्छे से जाँच पड़ताल कर सकते हैं जिससे मरीज़ों की अच्छी देखभाल कर सकते हैं और उनका अच्छी तरह से",उपचार है वो ढंग से नहीं कर पाते हैं इसीलिए अस्पतालों में ये इनको जो है प्राथमिकता ज़्यादा देनी चाहिए जो अच्छी अच्छी अत्याधुनिक जो मशीनें है उनको ज़्यादा लाना चाहिए जिससे हमारे देश का भी विकास होता है डॉक्टर भी अच्छे से जाँच पड़ताल कर सकते हैं जिससे मरीजों की अच्छी देखभाल कर सकते हैं और उनका अच्छी तरह से,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बढ़िया मसाला भूनो पापड़ सिकावाआ पापड़ उसमें डाल कर पानी डाल कर अच्छा पानी को उबालो थोड़ा और मतलब पानी जब तक एकदम अच्छा मिल नहीं जाता अपने तेल के साथ में प्रॉपर तो और",बढ़िया मसाला भूनो पापड़ सिका हुआ पापड़ उसमें डाल कर पानी डाल कर अच्छा पानी को उबालो थोड़ा और मतलब पानी जब तक एकदम अच्छा मिल नही जाता अपने तेल के साथ में प्रॉपर तो और,ईश्वर हमको भी छोड़ देगा,कि ईश्वर हमको भी छोड़ देगा,ईश्वर हमें भी छोड़ देगा।
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
इनक््ोरी कर कर देखते हैं तलाश करवाड़ते हैं",इन्क्वायरी करा कर देखते हैं तलाश करवाते हैं,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
राजाई गद्दे भी लाए जाते हैं यान की सारी सुविधा की जाती है उनके खान पीने के लिए और फिर उनके बाद में शादी समारोह हो जाता है उसके बाद उनका",रज़ाई गद्दे भी लाए जाते हैं यानी कि सारी सुविधा की जाती है उन के खान पान के लिए और फिर उन के बाद में शादी समारोह हो जाता है उस के बाद उन का,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो क",तो,पूरे,पूरे,पूरे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा मैम हमने तो सुना था कि ऐसा कोई मोबाइल नहीं है जैसे आप पानी में डुबएंगे तो वो फ़ी भी चलेगा और आप बोल रहे हैं कि सच में",अच्छा मैम हमने तो सुना था कि ऐसा कोई मोबाइल नहीं है जिसे आप पानी में डुबाएंगी तो वो फिर भी चलेगा और आप बोल रहे हैं कि सच में,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खेल के साथ साथ मैं फ्रेंड्सों के साथ मनोरंजन करता हूँ जिससे मेरा तनाव दूर होता है",खेल के साथ साथ मैं फ्रेंडसों के साथ मनोरंजन करता हूँ जिससे मेरा तनाव दूर होता है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हमारे द्वारा मनाए जाने वाले बहुत ही सांस्कृतिक त्योहार हैं जैसे कि होली दिवाली रक्षाबंधन हो गया गोवर्धन पूजा",हमारे द्वारा मनाया जाने वाले बहुत सी सांस्कृतिक त्यौहार है जैसे कि होली दिवाली रक्षाबंधन हो गया गोवर्धन पूजा,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,उत्पादन बढ़ाने से आय घटती है बढ़ती नहीं है,"उत्पादन बढ़ाने से आय घटती नहीं है, बढ़ती है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जो कि उन्हें खरीदना चाहिए जैसे कि ट्रिज़र आइसन मॉल जहाँ पर",जो कि उन्हें खरीदना चाहिए जैसे कि ट्रीजर आइसेड मॉल जहाँ पर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
बंद",बंद,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
अच्छा परे तो",अच्छा अरे तो,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,क्योंकि इन फसलों की अंतर्गत एरिया बहुत ज्यादा है उत्पादन बहुत ज्यादा है,"क्योंकि इन फसलों के अंतर्गत क्षेत्र बहुत बड़ा है, उत्पादन बहुत ज्यादा है।"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी बिल्कुल ठीक है सर तो आप कर दीजिए",जी बिल्कुल ठीक है सर तो आप कर दीजिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
जी शुक्रिया",हाँ जी शुक्रिया,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो इस वक़्त आप अभी कहाँ है",तो इस वक्त आप अभी कहाँ हैं,का संरक्षण करके,का संरक्षण करके,का संरक्षण करके
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्या छः सौ रुपये मेरे बंधन बैंक खाते में होंँगे",क्या छ सौ रूपए मेरे बंधन बैंक खाते में होंगे,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
क्योंकि मैं अपने घर के आंगन और गार्डन में ही बागबानी का शौक रखती हूँ",क्योंकि मैं अपने घर के आँगन और गार्डन में ही बागवानी का शौक रखती हूँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
वो क्योंकि सारी चीज़ें टेक्नोलॉजी और इंटरनेट का जो इस्तेमाल होता है वो अंग्रेज़ी भाषा में होता है",वो क्योंकि सारी चीज़ें टेक्नोलॉजी और इंटरनेट का जो इस्तेमाल होता वो अंग्रेजी भाषा में होता है,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे,बैल बना लेते थे और खेती की जुताई का काम करते थे
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
प मार्च उन्नीस सौ तिरेपन तेरह जनवरी उन्नीस सौ छप्पन दो सेप्टेम्बर दो हज़ार एक चौबीस दिसम्बर दो हज़ार छः तेरह अगस्त दो हज़ार अट्ठारह",आठ मार्च उन्नीस सौ तिरपन तेरह जनवरी उन्नीस सौ छप्पन दो सितम्बर दो हज़ार एक चौबीस दिसम्बर दो हज़ार छ तेरह अगस्त दो हज़ार अठारह,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
हाँ हाँ पूरे परिवार के साथ जाना है",हाँ हाँ पुरे परिवार के साथ जाना है,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
निकल गया था फिर क्यों नहीं आया अभी तक",निकल गया था फिर क्यों नहीं आया अभी तक,आज चूकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,आज क्योंकि हम बैल से खेती नहीं करते इसलिए गाय के जो नर हैं,"आज चूंकि हम बैल से खेती नहीं करते, इसलिए गाय के जो नर हैं"
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
तो भैया एक बैग लूँ तो फि्र भी मानूँ लेकिन मुेरे को पचास बैग चाहिए पचास में भी एक भी शिकायत नहीं आनी चाहिए",तो भैया एक बैग लूँ तो फिर भी मानो लेकिन मुझे पचास बैग चाहिए पचास में से एक में भी शिकायत नहीं आनी चाहिए,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैम सही मिलेंगे फ्रैेश एकदम साफ़",मेम सही मिलेंगे फ्रेस एकदम साफ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
खुदाई करके उसमें पानी डाल कर बीजों को डाला गया",खुदाई करके उसमें पानी डाल के बीजों को डाला गया,जो मेल हैं,जो मेल हैं,जो मेल हैं
"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
लद्दख के लिए तो जब भी मौका मिलेगा मैं जाऊंग वहाँ पर",लद्दाख़ के लिए तो जब भी मौक़ा मिलेगा मैं जाऊँगा वहाँ पर,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
पाँच तीन दो हजार उन्नीस को गैस भुगतान के लिए रिमाइंडर लगाएँ",पाँच तीन दो हज़ार उन्नीस को गैस भुगतान के लिए रिमाइंडर लगाएँ,"The following Hindi ASR transcription may or may not contain errors. If you find any spelling, grammatical, or meaning-related errors, correct them and return the corrected version without any explanation. If the text is already correct, return it unchanged without any explanation.
मैं और मेरी बहन हम एक दूसरे से कोई बात नहीं चपाते हैं हमारे परिवार में रसोई के मामले में हमारे परिवार के सभी के मन",मैं और मेरी बहन हम एक दूसरे से कोई बात नहीं छिपाते हैं हमारे परिवार में रसोई के मामले में हमारे परिवार के सभी के मन,हम मादा को या नर को खत्म करेंगे,हम मादा को या नर को खत्म करेंगे,हम मादा को या नर को खत्म करेंगे।
