filename,ground_truth,IC,wav2vec2,Ourmodel
0520112024_0063_chunk_015,क्या हो जाएगा ऑप्श नंबर सी हो जाएगा मतलब जो अशुद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथीयों अगले क्वेश्चन पर,ऑप्शन नंबर सी हो जाएगा मतलब जो अशुद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथियों ठक अगले क्ेशन पर पते है,क्या हो जाएगा ऑप्शन नंबर सी हो जाएगा मतलब जो अशोद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथी ठी अगले क्ोश्शन पर,क्या हो जाएगा ऑप्शन नंबर सी हो जाएगा मतलब जो अशोद्ध शब्द क्या है हमारा मंत्रिमंडल हो जाएगा साथी ठीक ह अले
0520112024_0063_chunk_016,चलते हैं साथीयों जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथियों यहां पर क्या है चार विकल्प,जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथियों यहाँ पर क्या है चार विकल्पता है,चलते हैं साथियं जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथियों यहाँ पर क्या है चार विकल्प,साथियं जिसमें पूछा गया है निम्नलिखित में से अशुद्ध शब्द है साथय यहाँ पर क्या है चार विकल्प
0520112024_0063_chunk_017,हैं जिनमें से एक अशुद्ध है बाकी तीन शुद्ध हैं तो अगर में बीण़ा की बात करूं तो बीण़ा बिल्कुल,तो अर मैं बीड़ा की बात करूं तो बीड़ बा ब्कतता है,ता हैं जिनमें से एक अशुद्ध है बाकी तीन शुद्ध हैं तो अगर मैं बीण़ा की बात करूं तो बीड़ा बिल्कुल,जिनमें से एक अशुद् है बाकी तीन शब्द हैं तो अगर मैं बीणा की बात करूँ तो बीडा बिलकुल
0520112024_0063_chunk_019,है साप्ताहिक सही है या गलत है तो साथियों साप्ताहिक जो है वो गलत हो जाता है वो साप्ताहिक होता,साप्ताहिक सही है यह गलत है तो साथियों साप्ताहिक जो है वह गलत हो जाता है वह साप्ताहिक होता है है,है साप्ताहिक सही है यह गलत है तो साफिर साप्ताहिक जो है वो गलत हो जाता है वो साप्ताहिक होताहा,साप्ताहिक सही है यह गलत है तो साप्ो साप्ताहिक जो है वो गलत हो जाता है वो साप्ताहिक हो जा ै
0520112024_0063_chunk_020,है यानि यहां पर आपकी मात्रा और होनी चाहिए थी तो इस प्रकार जो क्वेश्चन का राइट आंसर है,तो इस प्रकार जो इस्वेशन का राइटंसर है वता है,है यानि यहां पर आपकी मात्रा और होनी चाहिए थी तो इस प्रकार जो इस कवोशन का राइट आंसर है वो,यानि यहां पर आग की मात्रा और होनी चाहिए थी तो इस प्रकार जो इस क्वेश्शन का राइट आंसर है वो
0520112024_0063_chunk_021,क्या हो जाएगा ऑप्शन नंबर एक हो जाएगा,क्या हो जाएगा ऑप्शन नंबर ए हो जाएगा,क्या हो जाएगा ऑप्शन नंबर ए हो जाएगा,क्या हो जाएगा ऑप्शन नंबर ए हो जाएगा
0520112024_0063_chunk_022,अगले क्वेश्चन पर चलते हैं जिसमें पूछा गया निम्नलिखित में से शुद्ध शब्द है साथियों यहां पर चार शब्द हैं,अगले क्वेश्चन पर चलते हैं जिसमें पूछा गया निम्नलिखित में से शुद्ध शब्द है साथियों यहाँ पर चार शब्द हैं,अगले कोश्शन पर चलते हैं जिसमें पूछा गया निम्नलिखित में से शुद्ध शब्द है साथी यहाँ पर चार शब्द है,अगले क्वेश्शन पर चलते हैं जिसमें पूछा गया है निम्नलिखित में से शुद्ध शब्द है साथियों यहां पर चार शब्द है
0520112024_0063_chunk_023,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत हैं उसी को बताना है निम्नलिखित में से,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत है उसी को बताना है निम्नलिखित में से,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत है उसी को बताना है निम्नलिखित में से,जिनमें से एक की जो वर्तनी है वो गलत है जो गलत है उसी को बताना है निम्नलिखित में से
0520112024_0063_chunk_027,गल हो जाती है और इस प्रकार हमसे अशुद्ध पूछा है तो ऑप्शन नंबर डीं ही करेक्ट आंसर हो जाता है नक्षत्र,न अ नता है,गलत हो जाती है और इस प्रकार हमसे अशुद्ध पूछा है तो ऑप्शन नंबर डी ही करेक्ट आंसर हो जाता है नक्षत्र,गलत हो जाती है और इस प्रकार हम से अशुद्ध पूछा है तो ऑप्शन नंबर डी ही करेक्ट आंसर हो जता है न
0520112024_0063_chunk_029,नंबर डी हो जाएगा क्वेश्चन नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथी तीन यहां,क्वेश्चन नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथियों तीन यहां परते हैं,नंबर डी हो जाएगा कुश नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथी तीन यहां,गाकोशन नंबर फोर जिसमें पूछा गया निम्नलिखित में से आग का पर्यावाची नहीं है साथ
0520112024_0063_chunk_030,पर आग की पर्यावाची होंगे और एक यहां पर आग का पर्यावाची नहीं है तो इसका करेक्ट आंसर कौनसा रहेगा,तो इसका करेक्टांसर कन सा रहेगा इस है,पर आग की पर्याबाची होंगे और एक यहां पर आग का पर्यावाजी नहीं है तो इसका करेक्ट ांसक कौनसा रहेगा,परआग की पर्यावाची होंगे और एक यहां पर आगे का पर्यावासी नहीं है तो इसका करेक्ट ामस कौन सा रहेगा
0520112024_0063_chunk_031,जल्दी से आप कमेंट करके बताएंगे और सभी साथी व क्लास पसंद आ रही है तो क्लास को अधिक से अधिक अपनी मित्रों,्द कम करके बताएंगे और सभी साथी अगर क्लास पसंद आ रही तो क्लास को अधिक से अधिक अपने मित्र को अप,र जल्दी से आप कमेंट करके बताएंगे और सभी साथी अगर क्लास पसंदारी तो क्लास को अधिक से अधिक अपनी मित्रों,जल्दी से आप कमेंट करके बताएंगे और सभी साथ ही अगर क्लास पसंद आ रही तो क्लास को अधिक से अधिक अपने मित्रों
0520112024_0063_chunk_032,के पास शेयर करे क्लास को और जिसने अभी तक लाइक नहीं किया लाइक करने जितने की साथी चैनल पर नए,ज ज साथी चैल पर नते हैं,के पास शेयर करनिं क्लास को और जिसने अभी तक लाइक नहीं किया लाइक करने जितने भी साथी चैनल पर नए,के पास शेयर करने क्लास को और जिसने अभी तक लाइव नहीं किया लाइव करने जितने भी साथ ही चैनल पर न
0520112024_0063_chunk_033,है चैनल को सबस्क्राइब कर ले ये क्लास रोज होगी जब तक आपकी यूपी पुलिस की परीक्षा खत्म नहीं हो जाती है रोज,यह क्लास रोज होगी जब तक आपकी यूपी प्ुलिस की परीक्षा खत्म नहीं हो जाती है रोज हो हो है,हेन चैनल को सब्स्क्राइब कर ले ये क्लास रोज होगी जब तक आपकी यूपी पुलेस की परीक्षा खत्म नहीं हो जाती है रूज,चैनल को सबस्क्राइब कर लें ये क्लास रोज होगी जब तक आपकी यूप पुलिस की परीक्षा खत्म नहीं हो जाती है रो
0520112024_0063_chunk_034,दोपहर डेढ़ बजे आजाय करेगी यह क्लास सभी साथी जरूर देखिएगा देखो साथीयों वायुशाखा वायुशाखा हमारा आग का पर्यावाची,दोपहर डेढ़ बजे आज़ाया करेगी ये क्लास सभी साथी जरूर देखियगा देखो साथियों वायु शखा वायु शखा हमारा आग का पर्यावाची,दोपहर डेढ़ बजे आजाय करेगी ये क्लास सभी साथी जरूर देखिएगा देखू साथि हो वायुशाखा वायुशाखा हमारा आग का पर्याबाजी,दोपहर डेढ़ बजे आ जाय करेगी ये क्लास सभी साथ ही जरूर देखिएगा देखो शाथी हो वायु शखा वायुशखा हमारा आग का पर्यावाची
0520112024_0063_chunk_035,है हम इसे वायुशाखा को ऐसे याद कर सकते हैं अगर,हम इसे वायु शखा को ऐसे याद कर सकते हैं अगर,ीहै हम इसे वायुशेखा को ऐसे याद कर सकते हैं अगर,हम इससे वायु सथा को ऐसे याद कर सकते हैं अगर
0520112024_0063_chunk_036,मतलब वायु यानि हवाचल रही हो तो अगर कहीं पर आग लगी हो तो उसका हवा का सहारा ले करके,मतलब वायु यानी हवा चल रही हो तो अगर कहीं पर आग लगी हो तो उसका हवा का सहारा लेकरके,मतलब वायु यानी हवा चल रही हो तो अगर कहीं पर आग लगी हो तो उसका हवा का सहारा ले करके,वामतलब वायु यानी हवा चल रही हो तो अगर कहीं पर आग लगी हो तो उसका हवा का सहारा ले कर के
0520112024_0063_chunk_038,हमारा बाग जो आग का पर्यावाची हो जाता है,ज हमारा बाग जो आग का पर्यावाची हो जाता है,जो हमारा वाग जो आग का पर्यावाची हो जाता है,हमारा बाग हम जो आग का पर्यावाची हू जाता है
0520112024_0063_chunk_042,डी हो जाएगा,हो जाएगा,द भी हो जाएगा,ठीक ह जागा
0520112024_0063_chunk_046,क्या देते हैं कामना भी इच्छा को ही कह देते हैं इस प्रभावी इच्छा को क्या देते हैं यहां पर याचना अगर होता तो,हैं यहाँ पर याचना अगर हो तो ता है,क्या देते हैं कामना भी इक्छाको जी क्या देते हैं इस प्रहाभी इक्छाकोजी क्या देते हैं यहाँ पर याचनाअगर होता तो,क्य दे हैकामना भी छा को भी क्ह देते हैं इस प्रहा भी ्छा को भी क्ह देते हैं यहाँ पर याचना अगर होता तो
0520112024_0063_chunk_047,तो सही था तो सही था याचना हमारा इच्छा का पर्यावाची हो जाता है लेकिन यह यातना तो यात्ना साथियों,त सही था याचना हमारा इच्छा का पर्यावाची हो जाता है लेकिन यह है यातना तू यातना साथथियों है,ो तो सही था तो सही था याचना हमारा इच्छा का पर्याबाजी हो जाता है लेकिन यह यात्ना तो यात्ना साथियों,तोतो तो सही था तो सही था याचना हमारा इच्छा का पर्यावाजीन हो जाता है लेकिन ये ह यातना तो यातना साथी
0520112024_0063_chunk_049,जाएगा,जाएगा,जाएगा,
0520112024_0063_chunk_050,क्वेश्चन नंबर नेक्स जिसमें पूछा गया है निम्नलिखित में से,क्वेश्शन नंबर नेक्स्ट जिसमें पूछा गया है निम्नलिखित में से,कु्श नंबर नेक्स जिसमें पूछा गया है निम्नलिखित में से,कवश्शन नंबर नेक्सट जिसमें पूछा गया है निम्नलिखित में से
0520112024_0063_chunk_051,पानी का पर्यावाची शब्द नहीं है साथीयों पानी का पर्यावाची कौन सा नहीं है अंबू अंबू पानी का पर्यावाची होता है मेरे पुष्पमेघ पुष्पमेघ,पानी का पर्यावाची शब्द नहीं है साथ ही पानी का पर्यावाची कौन सा नहीं है अंबू अंबू पानी का पर्यावाची होता है मेघ पुष्प मेघ पुष्प पुष्प,पानी का पर्यावाजीत शब्द नहीं है साथी पानी का पर्यावाची कौनसा नहीं है अंबू अंबू पानी का पर्यावाची होता है मेघपुष्प मेघपुखपुष,पानी का पर्यावाची शब्द नहीं है साथयो पानी का पर्यावाच कौनसा नहीं है अंबू अंबू पानी का पर्यावाची होता है मेगपूसमेग ुखु
0520112024_0063_chunk_052,भी पानी का पर्यावाची हो जाता है और जबकि नीर भी पानी का पर्यावाची हो जाता है साथीयों रस जो,तो ज नर पानी पता है,भी पानी का पर्याबाची हो जाता है और जबकि नीर भी पानी का पर्याबाची हो जाता है साथ ही रस जो,पानी का पर्याबाी हो जाता है और जब कि नीर भी पानी का पर्याबाजी हो जाता है साथ ीर
0520112024_0063_chunk_053,है वो हमारा पानी का पर्यावाची नहीं होता है इस प्रकार इसका राइट आंसर,प्रकार इसका राइ आंसर है,है वो हमारा पानी का पर्यावाची नहीं होता है इस प्रकार इसका राइट आमसर,वो हमारा पानी का पर्याबाची नहीं होता है इस प्रकार इसका राइट आमसर
0520112024_0063_chunk_055,जिसमें पूछा गया है निम्नलिखित में से घर का पर्यावाची शब्द नहीं है साथीयों घर का पर्यावाची शब्द कौनसा नहीं,जमें पूछा गया है निम्नलिखित में से घर का पर्यावाची शब्द नहीं है साथियों घर का पर्यावाची श्द कना नहीं है और है,जिसमें पूछा गया है निम्नलिखित में से घर का पर्यावाची शब्द नहीं है साथीयों घर का पर्यावाची शब्द कौनसा नही,जिसमें पूछा गया है निम्नलिखित में से घर का पर्यावाची शब्द नहीं है साथियों घर का पर्यावाची शब्द कौनसा नहीं है
0520112024_0063_chunk_057,पावक नहीं है सदन नहीं है शाला नहीं है या फिर निकेतन नहीं है देखो निकेतन आपका क्या हो जाता,पावक नहीं है सदन नहीं है साला नहीं है या फिर निकेतन नहीं है देखो निकेतन आपका क्या हो जाता है,पावक नहीं है सदन नहीं ै साला नहीं है या फिर निकेधन नहीं है देखो निकेतन आपका क्या हो जाताहै,पावक नहीं है सदन नहीं है साला नहीं है या फिर निकेतन नहीं है देखो निकेतन आपका क्या हो जाता है
0520112024_0063_chunk_058,है घर का पर्यावाची हो जाता है सदन भी घर का पर्यावाची हो जाता है जबकि सालाबी घर का पर्यावाची हो,घर का पर्यावाची हो जाता है सदन भी घर का पर्यावाची हो जाता है जबकि शलाबी घर का पर्यावाची हो जाता है,है घर का पर्यावाची हो जाता है सदनी घर का पर्यावाची हो जाता है जबकि सालाबी घर का पर्यावाची हो,घर का पर्यावाची हो जाता है सर दनमी गर घर का पर्यावाची हो जाता है जबकि सालाबी घर का पर्यावाची होहै
0520112024_0063_chunk_059,जाता है पावक साथियों जो है ये घर का पर्यावाची नहीं होता है तो इस प्रकार इसका करेक्ट आंसर ऑप्शन,पावक साथियों जो है यह घर का पर्यावाची नहीं होता है तो इस प्रकार इसका करेक्ट आंसर ऑप्न होता है,जाता है पावक साथियों जो है ये घर का पर्यावाची नहीं होता है तो इस प्रकार इसका करेक्ट एंसर ऑप्शन,पावक साथियों जो है ये घर का पर्यावाची नहीं होता है तो इस प्रकार इसका करेक्ट एंसर ऑप
0520112024_0063_chunk_060,नंबर ए हो जाता है ठीक,्या है,नंबर ए हो जाता है ठी,बर एक हो जाता है
0520112024_0063_chunk_061,अगला क्वेश्चन जिसमें पूछा गया है विशेषण कितने प्रकार के होते हैं साथीयों विशेषण कितने प्रकार के होते ही जल्दी,अगला क्वेश्चन जिसमें पूछा गया है विश्लेषण कितने प्रकार के होते हैं साथियों विशलेषण कितने प्रकार के होते हैं जल्दी से,अगला क्वेश्शन जिसमें पूछा गया है विशीषण कितनी प्रकार के होते हैं साथ्यों विशीषण कितने प्रकार के होते हैं जल्दी,अगला क्वेश्शन जिसमें पूछा गया है विशेषण कितने प्रकार के होते हैं साथियों विशेषण कितने प्रकार के होते हैं जल्दी
0520112024_0063_chunk_062,से बताएंगे विशेषण कितने प्रकार के हो जाता हैं दो प्रकार के हो जाते या फिर चार प्रकार के हो,विशेषण कितने प्रकार के हो जाते हैं दो प्रकार के हो जाते हैं या फिर चार प्रकार के हो होकते हैं,से बताएंगे विशेषण कितने प्रकार के हो जाते हैं दो प्रकार के हो जाते या फिर चार प्रकार के हो,इस बताएंगे विशेषण कितने प्रकार के हो जाते हैं दो प्रकार के हो जाते है या फिर चार प्रकार के हो
0520112024_0063_chunk_063,जाते हैं या फिर छह प्रकार के होते हैं या फिर आपके साथियो तीन प्रकार के होते हैं साथियो क्लास,क क साथ कते है,ो जाते ै या फिर छह प्रकार के होते हैं या फिर आपके साथियों तीन प्रकार के होते हैं साथीयूं क्लास,या फिर छः प्रकार के होते हैं या फिर आपके साथीो तीन प्रकार के होते हैं साथी क्लास
0520112024_0063_chunk_064,को अधिक से अधिक शेयर करो देखो काफी कम,को अधिक से अधिक शेयर करो देखो काफी कम,सको अधिक से अधिक शेयर करूं देखो काफी कम,इसको अधिक से अधिक शेयर करो देखो काफी कम
0520112024_0063_chunk_065,साथियों की संख्या यहां पर दिखाई दे रही है,हम साथियों की संख्या यहां पर दिखाई दे रही है,साथियों की संख्या यहाँं पर दिखाई दे रही है,साथी ोंउ की संख्या यहां पर दिखाई दे रही है
0520112024_0063_chunk_066,सभी साथी क्लास को शेयर करें अधिक से अधिक और बताएं कि विशेषण जो हे वो कितने प्रकार के हो जाते हैं,सभी साथी क्लास को शेयर करें अधिक से अधिक और बताएं कि विश्लेषण जो हैं वो कितने प्रकार के हो जाते हैं,सभी साथी क्लास को शेयर करें अधिक से अधिक और बताएं कि विशेषण जो हैं वो कितने प्रकार के हो जाते हैं,सभी साथी क्लास को शेयर करें अधिक से अधिक और बताए कि विशेषण सोहे वो कितने प्रकार के हो जाते हैं
0520112024_0063_chunk_067,विशेषण,विशेषा है,वे शे्षा,वशेस
0520112024_0063_chunk_070,जो है,है,ा जो है,
0520112024_0063_chunk_071,ऑप्शन नंबर साथीयों इसका राइट आंसर हो जाएगा बी बी बिलकुल करेक्ट आंसर है अगला क्वेश्चन साथीयों जिसमें पूछा गया,ऑ्नबर इसका राइट आंसर हो जाएगा बी बी ब्कुल करेक्ट आंर है अ्न ज पूा गया है,ऑप्शन नंबर साथी ु इसका राइट आंसर हो जाएगा बी बी बिल्कुल करेक्ट आंसर है अगला कोश्शन साथयों जिसमें पूछा गया,ऑप्शन नंबर साी इसका राइट आंसर हो जाएगा बी बी बिल्कुल करेक्ट आंर हअगला क्वेश्शन साथी ो जिसमें पूछा गयाहै
0520112024_0063_chunk_072,है सर्वनाम कितने प्रकार के होते हैं सर्वनाम कितने प्रकार के होते हैं जल्दी से बताएंगे साथीयों सभी सर्वनाम के,सर्व नम कितने प्रकार के होते हैं सर्वनाम कितने प्रकार के होते हैं जल्दी से बताएंगे साथियों सभी सर्वनाम के साथते हैं,ह सर्वनाम कितने प्रकार के होते हैं सर्वनाम कितने प्रकार के होते हैं जल्दी से बताएंगे साथीयो सभी सर्वनाम के,सर्वनाम कितने प्रकार के होते हैं सर्वनाम कितने प्रकार के होते हैं जल्दी से बताएंगे साथ यो सभी सर्वनाम
0520112024_0063_chunk_073,जोहे कितने प्रकार हो जाते हैं,जो है कितने प्रकार हो जाते हैं,जोहे कितने प्रकार हो जाते हैं,स कितने प्रकार हो जाती है
0520112024_0063_chunk_074,सर्वनाम के जो है कितने प्रकार हो जाते हैं जल्दी जल्दी बताएंगे देखो सर्वनाम के तीन प्रकार होते हैं चार होते,सर्भ नाम के जो है कितने प्रकार हो जाते हैं जल्दी जल्दी बताएंगे देखो सर्भ नम के तीन प्रकार होते हैं चार होते हैं,सर्वनाम के जो है कितने प्रकार हो जाते हैं जल्दीजल्दी बताएंगे देखो सर्वनाम के तीन प्रकार होते हैं चार होते,सर्वनाम के जो है कितनी प्रकार हो जाते हैं जल्दी जल्दी बताएंगे देखो सर्बनाम के तीन प्रकार होते हैं चार होते
0520112024_0063_chunk_075,हैं यह फिर पांच होते हैं छ होते हैं साथी उसका करेक्ट आंसर ऑप्शन नंबर सी हो जायेगा सॉरी जी हो,याते हैं साथ ही इसका करेक्ट आांसर ऑप्शन नंबर सी हो जाए सॉ डी हो सॉ डी होतागा,या फिर पांच होते हैं छाए होते हैं साथी उसका करेक्ट आंसर ऑप्शन नंबर सी हो जाएसरीजी हो,या फिर पांच होते हैं छ होते हैं साथी उसका करेक्ट आसर ऑप्शन नंबर सी हो जाएगा सरी ी
0520112024_0063_chunk_076,जाएगा यानी सर्वनाम के जो प्रकार हैं वो,यानी सर्भ नाम के जो प्रकार हैं वोह होते हैं,जाएगा यानी सर्वनाम के जो प्रकार है वो,यानी सर्व नाम के जो प्रकार हैं वो
0520112024_0063_chunk_079,दृष्टि से साथीयों शब्दों के जो भेद होते है वो कितने हो जाते चार हो जाते हैं ऑप्शन नंबर बी,दष्टि से साथ शब्दों के जो भेद होते हैं वो कितने हो जाते हैं हो जा हैं ऑप् है,दृष्टि से सातीर शब्दों के जो भीद होते हैं वो कितने हो जाते हैं चार हो जाते हैं ऑप्शन नंबर बी,दृष्टि से साथ शब्दों के जो भीत होते है वो कितने हो जाते हैं चार हो जाते हैं ऑप्शन नंबर
0520112024_0063_chunk_081,के कितने भेद होते हैं तो रचना की दृष्टि से साथियों तीन भेद हो जाते हैं अगला क्वेश्चन संज्ञा के कितने,तो रचना की दृष्ट से तीन भेद हो जाते हैं अग क्ेशन क् किते भे सं किते है,ंके कितने भेद होते हैं तो रचना की दृष्टि से साथियों तीनभेद हो जाते हैं अगला कुश्शन संज्ञा के कितने,कितने भेद होते हैं तो रचना की दृष्टि से साथीो तीन भेद हो जाते हैं अगला क्वश्शन संग्या के क
0520112024_0063_chunk_082,भेद होते हैं साथियों संज्ञा के जो है देखो ये आधुनिक आधुनिक रूप में पूछा गया है आधुनिक में,देखो ये आधुनिक रूप में पूछा गया है आधनिक मेंता है,भेद होते हैं साथियों संज्ञा के जो हैं देखो ये आधुनिक आधुनिक रूप में पूछा गया है आधुनिक में,साथियों संज्ञया थके जो है देखो ये आधुनिक आधुनिक रूप में पूछा गया है आधुनिक में
0520112024_0063_chunk_083,संज्ञा के कितने भेद होते हैं वैसे तो तीन होते हैं आप सभी जानते हो उके लेकिन आधुनिक रूप में,आ आधुन रप मेंते है,संज्ञा के कितने भेद होते है वैसे तो तीन होते हैं आप सभी जानते हो ोके लेकिन आधुनिक रूप में,संग्या के कितने भेद होते है वैसे तो तीन होते हैं आप सभी जानते हो ओके लेकिन आधुनिक रूप में
0520112024_0063_chunk_084,अगर संज्ञा के भेद की बात की जाए तो कितने हो जाते हैं पांच हो जाते हैं पांच हो जाते,अगर संज्ञा के भेद की बात की जाए तो कितने हो जाते हैं पांच हो जाते हैं प हो जा,गर संज्ञा के भेद की बात की जाए तो कितने हो जाते हैं पांच ो जाते ैं पांच हो जाते है,अगर संग्या के भेद की बात की जाए तो कितने हो जाते हैं पांँच हो जाते है पाँच हो जाते हं
0520112024_0063_chunk_085,हैं साथीयो इसमें कौन कौन से हो जाते हैं एक तो हो जाता है आपका साथीयो,इसें कौन कौन से हो जाते हैं एक तो हो जाता है आपका साथथीियों,हैं साथी इसमें कौन कौनसे हो जाते हैं एक्त हो जाता है आपका साथी,साथी इसमें कौन कौन से हो जाते हैं एक तो हो जाता है आपका साी
0520112024_0063_chunk_087,तीसरा होता है भाववाचक अगर हम बात करें चौथा कौन सा होता है तो द्रव्यवाचक हो जाता है और पांचवा कौनसा,अगर हम बात करें चौथा कौन सा होता है तो द्रव्य वाचक हो जाता है और पांचवा कौनसा प होता है,तीसरा होता है भावाचक अगर हम बात करें चौथा कौनसा होता है तो द्रव्यवाचक हो जाता है और पांचवां कौंसा,तीसरा होता है भाववाचक अगर हम बात करें चौथा कौन सा होता है तो द्रव्य भाचक हो जाता है और पाचमा कौनसा
0520112024_0063_chunk_089,अगला क्वेश्चन साथीयों जिसमें पूछा गया है विकारी और अविकारी शब्दों के कितने भेद होते हैं विकारी और अविकारी शब्दों,अगला क्वेश्चन साथियों जिसमें पूछा गया है विकारी और अभिकारी शब्दों के कितने भेद होते हैं विकारी और अभिकारी शब्दों के,अगला कवश्शन साथी हूं जिसमें पूछा गया है अभिकारी और अभिकारी शब्दों के कितने भेद होते हैं व्यिकारी और अभिकारी शब्दों े,अगला क्वेश्शन साथी हू जिसमें पूछा गया है अभिकारी और अभिकारी शब्दों के कितने भेद होते है विकारी और अभिकारी शब्दों े
0520112024_0063_chunk_090,के साथीयो आठभेद होते हैं यानि ऑप्शन नंबर डी बिल्कुल करेक्ट हो जाएगा अगला क्वेश्चन जिसमें पूछा गया है,अगला क्ेशन जिसम में पूछा गया हैते है,नके साथियों आठ भेद होते हैं यानी ऑप्शन नंबर डी बिल्कुल करेक्ट हो जाएगा अगला क्वेश्शन जिसमें पूछा गया है,उकसाथीयो आठ वेद होते है यानी ऑप्शन नंबर डी बिल्कुल करेक्ट हो जाएगा अगला क्वेश्शन जिसमें पूछा गया है
0520112024_0063_chunk_092,हमारा कोई संज्ञा से बना हुआ विशेषण नहीं है नमक भी हमारा संज्ञा से बना हुआ विशेषण नहीं है एक संज्ञा होती,नमक भी हमारा संज्ञा से बना हुआ विशेषण है एक सं््या होती है है,ि हमारा कोई संज्ञासे बना हुआ विशेषण नहीं है नमक भी हमारा संज्ञाे बना हुआ विशेषण नहीं है एक संज्ञा होती,हमारा कोई संग्या से बना हुआ विशेषड नहीं है नमक भी हमारा संग्या से बना हुआ विशेषण नहीं है एक संग्या होती
0520112024_0063_chunk_093,है कुल ओके कुल होती है साथियं कुल,क ओके कुल होती है साथियों कुल,ह कुल उके कुल होती है साथियों कुल,कुल ओके कुल होती है साथियों कुल
